Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Lukáš Hrádecký,fi FIN,GK,33-133,25,25,2249.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edmond Tapsoba,bf BFA,DF,24-063,26,25,2241.0,24.9,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.3,0.7,0.9,1.7,29.0,118.0,4.0,0.04,0.0,0.04,0.0,0.0,0.09,0.04,0.13,0.03,0.07,Matches
Moussa Diaby,fr FRA,"FW,MF",23-273,25,25,2039.0,22.7,8.0,6.0,14.0,8.0,0.0,1.0,2.0,0.0,9.0,8.2,6.5,14.7,95.0,73.0,197.0,0.35,0.26,0.62,0.35,0.62,0.4,0.29,0.68,0.36,0.65,Matches
Jeremie Frimpong,nl NED,"DF,MF",22-117,26,24,2009.0,22.3,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,6.7,6.7,5.3,12.1,132.0,51.0,172.0,0.36,0.27,0.63,0.36,0.63,0.3,0.24,0.54,0.3,0.54,Matches
Robert Andrich,de GER,MF,28-196,24,23,1956.0,21.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,1.1,2.5,11.0,86.0,6.0,0.09,0.09,0.18,0.09,0.18,0.06,0.05,0.11,0.06,0.11,Matches
Jonathan Tah,de GER,DF,27-054,25,21,1854.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.4,1.4,3.0,36.0,4.0,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.07,0.05,0.07,Matches
Piero Hincapié,ec ECU,DF,21-087,23,20,1843.0,20.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,1.2,1.2,0.7,1.9,35.0,57.0,26.0,0.05,0.0,0.05,0.05,0.05,0.06,0.03,0.09,0.06,0.09,Matches
Exequiel Palacios,ar ARG,MF,24-183,20,15,1260.0,14.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,2.1,0.5,1.2,1.7,7.0,85.0,25.0,0.21,0.14,0.36,0.07,0.21,0.15,0.09,0.23,0.03,0.12,Matches
Kerem Demirbay,de GER,MF,29-277,21,13,1184.0,13.2,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.9,1.9,2.0,3.9,19.0,70.0,16.0,0.23,0.23,0.46,0.23,0.46,0.15,0.15,0.3,0.15,0.3,Matches
Mitchel Bakker,nl NED,"DF,MF",22-290,21,13,1163.0,12.9,3.0,2.0,5.0,3.0,0.0,0.0,4.0,1.0,1.4,1.4,1.7,3.1,20.0,45.0,52.0,0.23,0.15,0.39,0.23,0.39,0.11,0.13,0.24,0.11,0.24,Matches
Odilon Kossonou,ci CIV,DF,22-092,20,13,1163.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,18.0,51.0,12.0,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.02,0.01,0.02,Matches
Adam Hložek,cz CZE,"FW,MF",20-255,22,13,1024.0,11.4,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,2.5,4.9,19.0,29.0,59.0,0.35,0.26,0.62,0.35,0.62,0.21,0.22,0.43,0.21,0.43,Matches
Amine Adli,fr FRA,"FW,MF",22-331,18,10,988.0,11.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,2.7,2.7,1.5,4.2,32.0,36.0,90.0,0.18,0.27,0.46,0.18,0.46,0.25,0.14,0.38,0.25,0.38,Matches
Patrik Schick,cz CZE,FW,27-072,14,10,941.0,10.5,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,4.6,4.6,0.6,5.1,8.0,11.0,68.0,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22-150,14,7,605.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.9,30.0,31.0,44.0,0.0,0.15,0.15,0.0,0.15,0.03,0.11,0.14,0.03,0.14,Matches
Nadiem Amiri,de GER,"MF,FW",26-161,19,6,721.0,8.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.8,0.8,0.8,1.6,22.0,39.0,26.0,0.37,0.12,0.5,0.37,0.5,0.1,0.1,0.2,0.1,0.2,Matches
Florian Wirtz,de GER,"FW,MF",19-338,10,6,611.0,6.8,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.9,2.5,19.0,42.0,41.0,0.15,0.59,0.74,0.15,0.74,0.09,0.28,0.37,0.09,0.37,Matches
Sardar Azmoun,ir IRN,"FW,MF",28-095,15,5,582.0,6.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,2.3,4.7,5.0,27.0,39.0,0.46,0.15,0.62,0.46,0.62,0.38,0.35,0.73,0.38,0.73,Matches
Charles Aránguiz,cl CHI,MF,33-354,10,4,493.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,32.0,7.0,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1,Matches
Daley Sinkgraven,nl NED,"DF,MF",27-276,11,4,332.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.1,8.0,8.0,17.0,0.0,0.27,0.27,0.0,0.27,0.04,0.26,0.3,0.04,0.3,Matches
Timothy Fosu-Mensah,nl NED,DF,25-094,9,1,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.19,0.05,0.19,Matches
Andrey Lunyov,ru RUS,GK,31-144,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Karim Bellarabi,de GER,FW,32-363,6,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,FW,22-265,4,1,82.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,4.0,8.0,1.1,0.0,1.1,1.1,1.1,0.58,0.0,0.58,0.58,0.58,Matches
Joel Pohjanpalo,fi FIN,"FW,MF",28-205,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ayman Azhil,ma MAR,MF,21-361,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niklas Lomb,de GER,GK,29-252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Noah Mbamba,be BEL,DF,18-091,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Patrick Pentz,at AUT,GK,26-094,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Zidan Sertdemir,dk DEN,MF,18-061,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
