Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Vasilios Barkas,gr GRE,GK,28-308,26,2340.0,90.0,100.0,26.0,26,90.0,26,0,,0,1.46,42.0,41.0,1.0,0.04,,37.0,35.1,1.8,0.07,,Matches
Modibo Sagnan,fr FRA,DF,23-354,22,1792.0,81.0,76.6,19.9,22,81.0,15,0,,3,1.59,35.0,27.0,8.0,0.4,1.55,27.9,25.9,2.0,0.1,0.13,Matches
Jens Toornstra,nl NED,MF,33-364,20,1643.0,82.0,70.2,18.3,20,82.0,13,0,,0,1.75,34.0,26.0,8.0,0.44,1.34,28.5,22.1,6.4,0.35,0.94,Matches
Mark van der Maarel,nl NED,DF,33-234,22,1650.0,75.0,70.5,18.3,18,88.0,14,4,18.0,2,1.55,27.0,24.0,3.0,0.16,0.42,24.6,24.5,0.1,0.0,-0.23,Matches
Othman Boussaid,be BEL,"MF,FW",23-027,24,1584.0,66.0,67.7,17.6,18,79.0,5,6,27.0,1,1.46,31.0,26.0,5.0,0.28,0.76,25.0,21.3,3.7,0.21,0.44,Matches
Sander van de Streek,nl NED,MF,30-010,20,1556.0,78.0,66.5,17.3,18,85.0,9,2,17.0,0,1.65,30.0,25.0,5.0,0.29,0.75,23.7,22.6,1.0,0.06,-0.03,Matches
Sean Klaiber,sr SUR,DF,28-246,20,1560.0,78.0,66.7,17.3,17,86.0,12,3,30.0,1,1.65,35.0,32.0,3.0,0.17,0.4,26.4,25.8,0.6,0.03,-0.11,Matches
Anastasios Douvikas,gr GRE,FW,23-244,24,1492.0,62.0,63.8,16.6,16,82.0,11,8,22.0,1,1.33,28.0,30.0,-2.0,-0.12,-0.44,25.8,24.4,1.5,0.09,0.05,Matches
Mike van der Hoorn,nl NED,DF,30-170,17,1440.0,85.0,61.5,16.0,16,87.0,14,1,45.0,2,1.59,29.0,25.0,4.0,0.25,0.55,22.2,22.7,-0.5,-0.03,-0.26,Matches
Taylor Booth,us USA,"FW,MF",21-307,19,1276.0,67.0,54.5,14.2,16,74.0,4,3,28.0,4,1.42,20.0,21.0,-1.0,-0.07,-0.24,17.5,18.7,-1.2,-0.09,-0.34,Matches
Luuk Brouwers,nl NED,MF,24-335,20,1292.0,65.0,55.2,14.4,14,80.0,9,6,28.0,4,1.65,22.0,21.0,1.0,0.07,0.07,18.9,20.8,-1.9,-0.13,-0.45,Matches
Bas Dost,nl NED,FW,33-307,17,1225.0,72.0,52.4,13.6,13,85.0,11,4,31.0,0,1.41,23.0,18.0,5.0,0.37,0.69,19.1,17.1,2.0,0.15,0.16,Matches
Can Bozdogan,de GER,MF,21-363,18,1185.0,66.0,50.6,13.2,12,86.0,9,6,26.0,2,1.5,20.0,22.0,-2.0,-0.15,-0.39,18.4,17.1,1.3,0.1,0.05,Matches
Nick Viergever,nl NED,DF,33-243,11,909.0,83.0,38.8,10.1,10,90.0,10,1,9.0,3,1.09,17.0,19.0,-2.0,-0.2,-0.39,17.3,12.6,4.7,0.47,0.65,Matches
Daishawn Redan,nl NED,FW,22-060,14,732.0,52.0,31.3,8.1,10,68.0,0,4,14.0,5,1.57,7.0,14.0,-7.0,-0.86,-1.31,10.6,11.0,-0.4,-0.05,-0.18,Matches
Hidde ter Avest,nl NED,DF,25-318,16,775.0,48.0,33.1,8.6,9,76.0,4,7,12.0,9,1.69,9.0,10.0,-1.0,-0.12,-0.23,11.0,10.1,0.8,0.1,0.04,Matches
Djevencio van der Kust,nl NED,DF,21-338,8,578.0,72.0,24.7,6.4,7,76.0,2,1,45.0,11,1.13,6.0,14.0,-8.0,-1.25,-1.71,8.6,9.2,-0.6,-0.1,-0.22,Matches
Moussa Sylla,fr FRA,"FW,MF",23-129,10,531.0,53.0,22.7,5.9,5,83.0,3,5,23.0,4,1.2,8.0,11.0,-3.0,-0.51,-0.71,8.3,8.4,0.0,-0.01,-0.1,Matches
Ruben Kluivert,nl NED,DF,21-317,10,364.0,36.0,15.6,4.0,3,90.0,3,7,13.0,14,1.4,5.0,8.0,-3.0,-0.74,-0.92,4.7,5.3,-0.6,-0.14,-0.25,Matches
Amin Younes,de GER,"FW,MF",29-240,10,337.0,34.0,14.4,3.7,3,64.0,0,7,21.0,8,1.7,9.0,8.0,1.0,0.27,0.27,6.9,5.4,1.5,0.39,0.38,Matches
Naoki Maeda,jp JPN,FW,28-137,10,256.0,26.0,10.9,2.8,3,59.0,0,7,11.0,11,1.4,2.0,2.0,0.0,0.0,-0.04,4.2,3.7,0.4,0.15,0.09,Matches
Zakaria Labyad,ma MAR,"FW,MF",30-025,3,179.0,60.0,7.6,2.0,3,60.0,0,0,,0,0.33,2.0,3.0,-1.0,-0.5,-0.59,2.7,3.1,-0.3,-0.16,-0.25,Matches
Django Warmerdam,nl NED,DF,27-213,6,253.0,42.0,10.8,2.8,2,90.0,2,4,18.0,1,1.67,3.0,3.0,0.0,0.0,-0.04,5.2,3.1,2.1,0.75,0.77,Matches
Victor Jensen,dk DEN,"MF,FW",23-054,5,217.0,43.0,9.3,2.4,2,72.0,0,3,24.0,2,1.0,6.0,7.0,-1.0,-0.41,-0.5,2.8,4.4,-1.6,-0.68,-0.83,Matches
Ramon Hendriks,nl NED,DF,21-259,2,180.0,90.0,7.7,2.0,2,90.0,2,0,,2,0.5,3.0,4.0,-1.0,-0.5,-0.58,2.8,3.7,-0.8,-0.41,-0.52,Matches
Anthony Descotte,be BEL,"FW,MF",19-243,4,90.0,23.0,3.8,1.0,1,72.0,0,3,6.0,3,0.75,3.0,2.0,1.0,1.0,1.0,1.9,1.2,0.7,0.72,0.67,Matches
Rocco Robert Shein,ee EST,MF,19-263,4,83.0,21.0,3.5,0.9,0,,0,4,21.0,12,0.0,1.0,3.0,-2.0,-2.17,-2.29,1.1,1.8,-0.8,-0.84,-0.94,Matches
Arthur Zagre,fr FRA,"FW,MF",21-181,2,68.0,34.0,2.9,0.8,0,,0,2,34.0,0,1.5,1.0,1.0,0.0,0.0,-0.04,0.9,0.9,0.1,0.1,0.03,Matches
