Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Gijs Smal,nl NED,DF,25-218,26.0,1959,1654,299,50,7,17,133,238,11,10,0,0,1494,6,48,Matches
Lars Unnerstall,de GER,GK,32-260,26.0,755,538,213,26,0,1,0,0,0,0,0,0,487,4,0,Matches
Ramiz Zerrouki,dz ALG,MF,24-315,24.5,1744,1640,103,56,6,40,50,10,37,23,4,0,1463,1,20,Matches
Ricky van Wolfswinkel,nl NED,FW,34-069,24.3,561,538,22,2,4,5,20,7,0,0,0,0,390,1,28,Matches
Mees Hilgers,nl NED,DF,21-328,21.6,1320,1265,50,41,0,17,3,9,0,0,0,0,1142,5,10,Matches
Robin Pröpper,nl NED,DF,29-195,21.8,1450,1403,44,38,1,23,3,6,0,0,0,0,1235,3,9,Matches
Václav Černý,cz CZE,FW,25-171,19.8,1066,923,138,16,7,21,119,35,63,50,3,0,754,5,36,Matches
Joshua Brenet,nl NED,DF,29-017,21.2,1202,1016,185,9,9,6,40,176,0,0,0,0,910,1,30,Matches
Michel Vlap,nl NED,MF,25-308,18.9,731,701,29,7,2,4,15,10,10,4,0,0,595,1,14,Matches
Virgil Misidjan,nl NED,FW,29-256,18.3,750,715,34,3,1,4,88,18,13,5,0,0,581,1,24,Matches
Mathias Kjølø,no NOR,MF,21-283,10.6,514,507,5,3,1,6,5,2,0,0,0,0,415,2,7,Matches
Sem Steijn,nl NED,MF,21-140,10.5,337,309,26,6,1,1,29,0,17,15,0,0,234,2,15,Matches
Anass Salah-Eddine,nl NED,"MF,DF",21-078,7.1,397,367,30,1,3,4,16,26,3,3,0,0,321,0,8,Matches
Michal Sadílek,cz CZE,MF,23-310,6.6,387,360,27,11,0,0,26,3,13,13,0,0,307,0,7,Matches
Daan Rots,nl NED,"FW,MF",21-255,7.1,295,281,14,0,2,3,22,6,2,1,1,0,217,0,6,Matches
Alfons Sampsted,is ISL,DF,25-000,4.7,309,268,41,4,1,1,12,37,0,0,0,0,257,0,5,Matches
Christos Tzolis,gr GRE,FW,21-066,4.7,162,156,6,0,1,4,11,5,1,1,0,0,111,0,4,Matches
Julio Pleguezuelo,es ESP,DF,26-070,6.5,346,327,18,16,0,2,0,2,0,0,0,0,272,1,3,Matches
Manfred Ugalde,cr CRC,FW,20-316,5.7,102,101,1,0,0,0,1,0,0,0,0,0,75,0,2,Matches
Max Bruns,nl NED,"DF,MF",20-151,4.6,245,242,3,3,0,0,0,0,0,0,0,0,207,0,4,Matches
Denilho Cleonise,nl NED,FW,21-119,2.6,66,65,1,0,0,0,4,1,0,0,0,0,54,0,3,Matches
Przemysław Tytoń,pl POL,GK,36-092,1.0,18,13,5,0,0,0,0,0,0,0,0,0,16,0,0,Matches
Wout Brama,nl NED,MF,36-228,1.7,96,93,3,3,0,1,2,0,0,0,0,0,76,0,4,Matches
Luca Everink,nl NED,"DF,FW",22-056,0.6,35,29,6,0,0,0,2,6,0,0,0,0,24,0,1,Matches
Casper Staring,nl NED,MF,22-064,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sander Sybrandy,nl NED,MF,19-006,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,26.7,27.0,14849,13513,1303,295,46,160,601,597,170,125,8,0,11638,33,288,
Opponent Total,,,25.3,27.0,10788,9403,1338,286,48,71,374,606,120,49,48,0,7722,47,268,
