Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Lars Unnerstall,de GER,GK,32-257,26,26,2340,26.0,22,0.85,96,74,78.1,12,9,5,12,46.2,2,1,1,0,50.0,Matches
Przemysław Tytoń,pl POL,GK,36-089,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,26.7,27,27,2430,27.0,22,0.81,97,75,78.4,13,9,5,13,48.1,2,1,1,0,50.0,
Opponent Total,,,25.2,27,27,2430,27.0,44,1.63,137,93,70.1,5,9,13,5,18.5,3,3,0,0,0.0,
