Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gijs Smal,nl NED,DF,25-200,24.0,1,25,10,40.0,1.04,0.42,0.04,0.1,26.0,6,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
Lars Unnerstall,de GER,GK,32-242,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramiz Zerrouki,dz ALG,MF,24-297,22.5,0,23,6,26.1,1.02,0.27,0.0,0.0,26.1,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
Ricky van Wolfswinkel,nl NED,FW,34-051,22.3,7,58,16,27.6,2.6,0.72,0.07,0.25,13.1,0,3,3,10.9,8.6,0.15,-3.9,-4.6,Matches
Mees Hilgers,nl NED,DF,21-310,21.2,1,7,1,14.3,0.33,0.05,0.14,1.0,15.7,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
Robin Pröpper,nl NED,DF,29-177,20.8,1,24,5,20.8,1.15,0.24,0.04,0.2,16.4,0,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
Václav Černý,cz CZE,FW,25-153,17.8,9,65,21,32.3,3.66,1.18,0.14,0.43,21.2,4,0,0,4.7,4.7,0.07,4.3,4.3,Matches
Joshua Brenet,nl NED,DF,28-364,19.2,5,24,10,41.7,1.25,0.52,0.21,0.5,12.8,0,0,0,3.3,3.3,0.14,1.7,1.7,Matches
Michel Vlap,nl NED,MF,25-290,17.0,0,40,7,17.5,2.35,0.41,0.0,0.0,18.5,3,0,0,4.2,4.2,0.11,-4.2,-4.2,Matches
Virgil Misidjan,nl NED,FW,29-238,17.0,6,41,13,31.7,2.41,0.77,0.15,0.46,21.1,0,0,0,2.3,2.3,0.06,3.7,3.7,Matches
Mathias Kjølø,no NOR,MF,21-265,10.6,0,9,3,33.3,0.85,0.28,0.0,0.0,19.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Sem Steijn,nl NED,MF,21-122,10.0,5,27,11,40.7,2.69,1.1,0.19,0.45,17.2,3,0,0,3.9,3.9,0.15,1.1,1.1,Matches
Michal Sadílek,cz CZE,MF,23-292,6.6,1,8,3,37.5,1.22,0.46,0.13,0.33,21.4,0,0,0,0.9,0.9,0.11,0.1,0.1,Matches
Daan Rots,nl NED,"FW,MF",21-237,6.9,0,12,1,8.3,1.73,0.14,0.0,0.0,15.7,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
Anass Salah-Eddine,nl NED,"MF,DF",21-060,5.4,0,1,1,100.0,0.19,0.19,0.0,0.0,25.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Alfons Sampsted,is ISL,DF,24-347,4.7,0,2,1,50.0,0.42,0.21,0.0,0.0,33.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Christos Tzolis,gr GRE,FW,21-048,4.7,1,11,4,36.4,2.35,0.85,0.09,0.25,20.2,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Manfred Ugalde,cr CRC,"FW,MF",20-298,5.2,4,26,8,30.8,5.02,1.55,0.15,0.5,13.1,0,0,0,3.4,3.4,0.13,0.6,0.6,Matches
Julio Pleguezuelo,es ESP,DF,26-052,4.9,0,4,0,0.0,0.81,0.0,0.0,,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Max Bruns,nl NED,"DF,MF",20-133,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Denilho Cleonise,nl NED,FW,21-101,2.6,1,3,1,33.3,1.14,0.38,0.33,1.0,17.6,0,0,0,0.5,0.5,0.18,0.5,0.5,Matches
Przemysław Tytoń,pl POL,GK,36-074,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Wout Brama,nl NED,MF,36-210,1.7,0,1,0,0.0,0.6,0.0,0.0,,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Luca Everink,nl NED,"DF,FW",22-038,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Casper Staring,nl NED,MF,22-046,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sander Sybrandy,nl NED,MF,18-353,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.6,25.0,42,411,122,29.7,16.44,4.88,0.09,0.32,18.4,16,3,3,40.9,38.8,0.1,1.1,0.2,
Opponent Total,,,25.3,25.0,20,280,91,32.5,11.2,3.64,0.07,0.21,18.1,13,1,2,27.3,25.7,0.09,-7.3,-6.7,
