Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Lars Unnerstall,de GER,GK,32-242,24.0,21,1,1,5,1,26.0,0.26,6.0,0.25,96,320,30.0,513,96,42.9,36.0,173,57.8,44.2,267,8,3.0,57,2.38,19.1,Matches
Przemysław Tytoń,pl POL,GK,36-074,1.0,0,0,0,0,0,0.1,0.13,0.1,0.13,1,3,33.3,13,4,7.7,23.4,5,40.0,45.6,10,0,0.0,1,1.0,21.5,Matches
Squad Total,,,26.6,25.0,21,1,1,5,1,26.1,0.26,6.1,0.25,97,323,30.0,526,100,42.0,35.7,178,57.3,44.2,277,8,2.9,58,2.32,19.1,
Opponent Total,,,25.3,25.0,42,3,0,4,0,37.8,0.28,-4.2,-0.17,203,530,38.3,706,112,51.8,39.6,232,70.7,50.7,456,26,5.7,20,0.8,12.1,
