Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Gijs Smal,nl NED,DF,25-218,26.0,1,0,0,7,18,1,133,32,22,0,0,0,184,24,30,44.4,Matches
Lars Unnerstall,de GER,GK,32-260,26.0,0,0,0,0,1,0,0,1,0,0,0,0,48,4,0,100.0,Matches
Ramiz Zerrouki,dz ALG,MF,24-315,24.5,4,0,0,38,24,0,50,42,46,0,0,0,216,37,48,43.5,Matches
Ricky van Wolfswinkel,nl NED,FW,34-069,24.3,2,0,0,23,19,13,20,9,19,0,0,0,75,47,64,42.3,Matches
Mees Hilgers,nl NED,DF,21-328,21.6,4,0,0,23,7,0,3,39,33,0,0,1,150,25,34,42.4,Matches
Robin Pröpper,nl NED,DF,29-195,21.8,7,0,0,24,14,1,3,17,24,0,1,0,134,67,49,57.8,Matches
Václav Černý,cz CZE,FW,25-171,19.8,1,1,0,13,7,5,119,13,19,0,0,0,113,3,13,18.8,Matches
Joshua Brenet,nl NED,DF,29-017,21.2,2,0,0,24,12,2,40,21,20,0,0,0,167,22,15,59.5,Matches
Michel Vlap,nl NED,MF,25-308,18.9,3,0,0,18,20,0,15,10,17,1,0,0,93,20,20,50.0,Matches
Virgil Misidjan,nl NED,FW,29-256,18.3,3,0,0,34,43,10,88,7,16,0,0,0,95,13,8,61.9,Matches
Mathias Kjølø,no NOR,MF,21-283,10.6,0,0,0,6,12,0,5,8,8,0,0,0,65,10,15,40.0,Matches
Sem Steijn,nl NED,MF,21-140,10.5,1,0,0,11,5,0,29,4,11,0,0,0,51,14,17,45.2,Matches
Anass Salah-Eddine,nl NED,"MF,DF",21-078,7.1,1,0,0,5,9,0,16,8,17,0,0,0,56,16,13,55.2,Matches
Michal Sadílek,cz CZE,MF,23-310,6.6,1,0,0,5,8,0,26,7,5,0,0,0,45,10,10,50.0,Matches
Daan Rots,nl NED,"FW,MF",21-255,7.1,0,0,0,8,8,0,22,5,13,0,0,0,25,12,18,40.0,Matches
Alfons Sampsted,is ISL,DF,25-000,4.7,1,0,0,5,8,0,12,5,8,0,0,0,39,1,5,16.7,Matches
Christos Tzolis,gr GRE,FW,21-066,4.7,1,0,0,6,11,0,11,1,2,0,0,0,28,5,13,27.8,Matches
Julio Pleguezuelo,es ESP,DF,26-070,6.5,1,0,0,7,12,0,0,14,7,0,0,0,37,26,27,49.1,Matches
Manfred Ugalde,cr CRC,FW,20-316,5.7,0,0,0,3,10,1,1,1,3,0,0,0,17,13,32,28.9,Matches
Max Bruns,nl NED,"DF,MF",20-151,4.6,0,0,0,5,1,0,0,9,5,0,0,0,31,10,12,45.5,Matches
Denilho Cleonise,nl NED,FW,21-119,2.6,0,0,0,3,5,0,4,0,0,0,0,0,11,0,1,0.0,Matches
Przemysław Tytoń,pl POL,GK,36-092,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Wout Brama,nl NED,MF,36-228,1.7,0,0,0,1,2,0,2,5,2,0,0,0,16,0,3,0.0,Matches
Luca Everink,nl NED,"DF,FW",22-056,0.6,1,0,0,4,0,0,2,0,4,0,1,0,2,1,3,25.0,Matches
Casper Staring,nl NED,MF,22-064,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Sander Sybrandy,nl NED,MF,19-006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.7,27.0,34,1,0,273,256,33,601,258,301,1,2,1,1700,380,450,45.8,
Opponent Total,,,25.3,27.0,45,1,0,270,260,47,374,317,260,2,3,0,1582,450,380,54.2,
