Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Ciprian Tătărușanu,ro ROU,GK,37-056,16,16,1440,16.0,22,1.37,61,40,67.2,9,3,4,4,25.0,2,2,0,0,0.0,Matches
Mike Maignan,fr FRA,GK,27-277,12,12,1080,12.0,14,1.17,41,26,70.7,6,3,3,4,33.3,3,2,1,0,33.3,Matches
Squad Total,,,26.8,28,28,2520,28.0,36,1.29,102,66,68.6,15,6,7,8,28.6,5,4,1,0,20.0,
Opponent Total,,,27.4,28,28,2520,28.0,48,1.71,140,95,67.9,7,6,15,4,14.3,3,3,0,0,0.0,
