Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fikayo Tomori,eng ENG,DF,25-108,23.4,59,29,37,21,1,16,26,61.5,10,34,18,16,24,83,58,0,Matches
Theo Hernández,fr FRA,DF,25-182,23.3,38,21,24,13,1,19,30,63.3,11,32,7,25,13,51,24,1,Matches
Pierre Kalulu,fr FRA,DF,22-305,23.6,48,33,27,18,3,22,33,66.7,11,38,15,23,35,83,46,1,Matches
Sandro Tonali,it ITA,MF,22-333,22.4,47,30,25,18,4,20,32,62.5,12,23,8,15,21,68,17,1,Matches
Rafael Leão,pt POR,"FW,MF",23-300,21.3,4,3,1,2,1,3,8,37.5,5,5,2,3,12,16,8,0,Matches
Ismaël Bennacer,dz ALG,MF,25-126,19.0,53,29,23,28,2,25,42,59.5,17,19,7,12,23,76,15,1,Matches
Olivier Giroud,fr FRA,FW,36-188,18.3,7,5,2,3,2,1,7,14.3,6,10,3,7,2,9,19,0,Matches
Brahim Díaz,es ESP,MF,23-246,15.2,22,10,4,15,3,3,9,33.3,6,9,0,9,5,27,5,0,Matches
Ciprian Tătărușanu,ro ROU,GK,37-056,16.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
Davide Calabria,it ITA,DF,26-121,12.3,52,28,24,22,6,30,48,62.5,18,14,4,10,18,70,24,0,Matches
Junior Messias,br BRA,"FW,DF",31-328,12.3,19,15,7,8,4,5,12,41.7,7,15,3,12,6,25,21,0,Matches
Rade Krunić,ba BIH,"MF,FW",29-181,12.1,30,22,14,13,3,11,40,27.5,29,21,9,12,13,43,16,0,Matches
Mike Maignan,fr FRA,GK,27-277,12.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,5,1,Matches
Alexis Saelemaekers,be BEL,"FW,DF",23-283,10.1,25,17,11,12,2,15,30,50.0,15,9,1,8,9,34,9,0,Matches
Simon Kjær,dk DEN,DF,34-011,8.4,11,5,6,5,0,4,7,57.1,3,10,8,2,8,19,22,1,Matches
Malick Thiaw,de GER,DF,21-241,7.6,18,15,14,4,0,7,12,58.3,5,9,5,4,5,23,38,1,Matches
Charles De Ketelaere,be BEL,MF,22-027,9.8,21,9,5,13,3,11,24,45.8,13,12,2,10,3,24,7,0,Matches
Divock Origi,be BEL,"FW,MF",27-353,8.0,5,2,2,1,2,3,6,50.0,3,3,1,2,0,5,12,0,Matches
Ante Rebić,hr CRO,"FW,MF",29-197,7.1,6,4,1,1,4,2,8,25.0,6,5,0,5,1,7,4,0,Matches
Matteo Gabbia,it ITA,DF,23-167,6.7,17,10,12,5,0,6,8,75.0,2,8,3,5,5,22,28,0,Matches
Tommaso Pobega,it ITA,MF,23-265,6.4,14,7,3,9,2,6,10,60.0,4,6,2,4,7,21,8,0,Matches
Fodé Ballo-Touré,sn SEN,DF,26-093,3.2,7,2,2,5,0,4,5,80.0,1,8,3,5,1,8,1,0,Matches
Sergiño Dest,us USA,DF,22-154,3.7,12,6,3,5,4,3,4,75.0,1,1,0,1,4,16,2,0,Matches
Zlatan Ibrahimović,se SWE,FW,41-185,1.6,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
Yacine Adli,fr FRA,"MF,FW",22-251,1.4,6,3,2,4,0,2,2,100.0,0,2,0,2,1,7,1,0,Matches
Alessandro Florenzi,it ITA,DF,32-026,1.2,3,2,2,0,1,2,3,66.7,1,0,0,0,1,4,1,0,Matches
Aster Vranckx,be BEL,MF,20-184,0.8,2,2,0,1,1,1,2,50.0,1,2,1,1,0,2,1,0,Matches
Tiemoué Bakayoko,fr FRA,MF,28-232,0.5,5,5,4,1,0,3,3,100.0,0,0,0,0,0,5,0,1,Matches
Marko Lazetić,rs SRB,FW,19-074,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,28.0,532,314,256,227,49,225,412,54.6,187,296,103,193,219,751,396,8,
Opponent Total,,,27.4,28.0,456,266,243,168,45,213,462,46.1,249,305,102,203,239,695,520,12,
