Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Ciprian Tătărușanu,ro ROU,GK,37-056,16.0,22,2,2,4,1,16.8,0.25,-4.2,-0.26,94,195,48.2,473,75,32.1,32.9,83,51.8,41.8,195,9,4.6,13,0.81,14.4,Matches
Mike Maignan,fr FRA,GK,27-277,12.0,14,2,0,1,0,13.5,0.26,-0.5,-0.04,54,129,41.9,396,63,28.3,32.1,43,39.5,38.4,133,8,6.0,16,1.33,16.0,Matches
Squad Total,,,26.8,28.0,36,4,2,5,1,30.3,0.25,-4.7,-0.17,148,324,45.7,869,138,30.4,32.5,126,47.6,40.6,328,17,5.2,29,1.04,15.2,
Opponent Total,,,27.4,28.0,48,3,0,3,3,47.0,0.32,2.0,0.07,135,402,33.6,709,141,40.9,36.4,210,53.3,43.4,351,16,4.6,38,1.36,15.4,
