Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Fikayo Tomori,eng ENG,DF,25-105,22.4,1313,1206,101,36,2,16,4,11,0,0,0,0,1141,6,15,Matches
Theo Hernández,fr FRA,DF,25-179,22.3,1143,893,248,35,1,19,67,196,17,2,13,0,875,2,30,Matches
Pierre Kalulu,fr FRA,DF,22-302,23.6,1455,1343,110,42,3,2,20,63,0,0,0,0,1272,2,10,Matches
Sandro Tonali,it ITA,MF,22-330,21.4,960,823,128,72,5,9,74,14,39,15,19,0,701,9,19,Matches
Rafael Leão,pt POR,"FW,MF",23-297,20.4,582,555,24,2,4,15,47,18,4,0,0,0,412,3,23,Matches
Ismaël Bennacer,dz ALG,MF,25-123,18.1,1179,1084,93,50,3,10,58,5,36,15,19,0,1019,2,15,Matches
Olivier Giroud,fr FRA,FW,36-185,17.5,410,384,25,2,1,0,2,1,0,0,0,0,253,1,10,Matches
Brahim Díaz,es ESP,MF,23-243,14.5,494,466,26,5,6,1,14,7,5,0,4,0,395,2,15,Matches
Ciprian Tătărușanu,ro ROU,GK,37-053,16.0,560,445,111,28,0,2,0,0,0,0,0,0,434,4,0,Matches
Junior Messias,br BRA,"FW,DF",31-325,12.3,408,379,28,4,2,1,17,24,0,0,0,0,306,1,9,Matches
Davide Calabria,it ITA,DF,26-118,11.3,750,620,126,11,0,2,29,110,5,0,5,0,599,4,13,Matches
Rade Krunić,ba BIH,"MF,FW",29-178,11.2,447,431,16,9,1,1,3,3,3,1,1,0,369,0,12,Matches
Mike Maignan,fr FRA,GK,27-274,11.0,394,347,43,12,0,0,0,0,0,0,0,0,310,4,0,Matches
Alexis Saelemaekers,be BEL,"FW,DF",23-280,9.7,378,342,36,2,1,2,32,33,1,0,1,0,284,0,8,Matches
Malick Thiaw,de GER,DF,21-238,7.6,411,404,7,4,0,1,1,2,0,0,0,0,338,0,4,Matches
Simon Kjær,dk DEN,DF,34-008,7.4,429,420,9,8,0,2,1,1,0,0,0,0,371,0,0,Matches
Charles De Ketelaere,be BEL,MF,22-024,9.7,291,277,14,1,2,2,8,3,0,0,0,0,225,0,11,Matches
Divock Origi,be BEL,"FW,MF",27-350,7.8,127,121,6,0,0,1,8,0,0,0,0,0,84,0,2,Matches
Ante Rebić,hr CRO,"FW,MF",29-194,6.9,213,201,9,2,4,1,21,2,2,1,1,0,114,3,12,Matches
Matteo Gabbia,it ITA,DF,23-164,6.7,351,339,12,6,0,1,2,1,0,0,0,0,281,0,2,Matches
Tommaso Pobega,it ITA,MF,23-262,6.4,224,219,5,4,0,0,2,0,0,0,0,0,169,0,7,Matches
Fodé Ballo-Touré,sn SEN,DF,26-090,3.2,158,124,34,3,0,1,11,31,0,0,0,0,134,0,2,Matches
Sergiño Dest,us USA,DF,22-151,3.7,198,154,44,1,0,1,4,43,0,0,0,0,169,0,5,Matches
Zlatan Ibrahimović,se SWE,FW,41-182,1.6,51,45,6,0,0,1,0,0,0,0,0,0,36,0,2,Matches
Yacine Adli,fr FRA,"MF,FW",22-248,1.4,65,63,2,1,0,1,4,1,0,0,0,0,43,0,4,Matches
Alessandro Florenzi,it ITA,DF,32-023,1.2,88,66,21,4,0,0,8,14,3,0,3,0,68,1,0,Matches
Aster Vranckx,be BEL,MF,20-181,0.8,36,36,0,0,0,0,3,0,0,0,0,0,21,0,0,Matches
Tiemoué Bakayoko,fr FRA,MF,28-229,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
Marko Lazetić,rs SRB,FW,19-071,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,26.8,27.0,13133,11805,1284,344,35,92,440,583,115,34,66,0,10439,44,230,
Opponent Total,,,27.4,27.0,11472,10126,1317,365,14,133,398,526,131,67,40,0,8840,29,222,
