Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Fikayo Tomori,eng ENG,DF,25-105,22.4,1,7,4,57.1,0.31,0.18,0.14,0.25,15.2,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches
Theo Hernández,fr FRA,DF,25-179,22.3,3,41,8,19.5,1.84,0.36,0.05,0.25,23.2,4,1,1,3.6,2.8,0.07,-0.6,-0.8,Matches
Pierre Kalulu,fr FRA,DF,22-302,23.6,1,10,2,20.0,0.42,0.08,0.1,0.5,9.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
Sandro Tonali,it ITA,MF,22-330,21.4,2,24,11,45.8,1.12,0.51,0.08,0.18,21.8,5,0,0,2.0,2.0,0.09,0.0,0.0,Matches
Rafael Leão,pt POR,"FW,MF",23-297,20.4,8,74,21,28.4,3.62,1.03,0.11,0.38,18.8,0,0,0,7.5,7.5,0.1,0.5,0.5,Matches
Ismaël Bennacer,dz ALG,MF,25-123,18.1,1,11,2,18.2,0.61,0.11,0.09,0.5,26.1,3,0,0,0.5,0.5,0.05,0.5,0.5,Matches
Olivier Giroud,fr FRA,FW,36-185,17.5,8,63,22,34.9,3.6,1.26,0.11,0.32,12.3,3,1,1,8.9,8.3,0.13,-0.9,-1.3,Matches
Brahim Díaz,es ESP,MF,23-243,14.5,4,24,10,41.7,1.65,0.69,0.17,0.4,15.3,1,0,0,3.3,3.3,0.14,0.7,0.7,Matches
Ciprian Tătărușanu,ro ROU,GK,37-053,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Junior Messias,br BRA,"FW,DF",31-325,12.3,4,24,9,37.5,1.96,0.73,0.17,0.44,17.7,0,0,0,2.0,2.0,0.08,2.0,2.0,Matches
Davide Calabria,it ITA,DF,26-118,11.3,1,7,1,14.3,0.62,0.09,0.14,1.0,21.1,0,0,0,0.9,0.9,0.13,0.1,0.1,Matches
Rade Krunić,ba BIH,"MF,FW",29-178,11.2,0,8,1,12.5,0.71,0.09,0.0,0.0,13.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Mike Maignan,fr FRA,GK,27-274,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexis Saelemaekers,be BEL,"FW,DF",23-280,9.7,0,13,4,30.8,1.34,0.41,0.0,0.0,22.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Malick Thiaw,de GER,DF,21-238,7.6,0,3,2,66.7,0.39,0.26,0.0,0.0,8.8,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
Simon Kjær,dk DEN,DF,34-008,7.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Charles De Ketelaere,be BEL,MF,22-024,9.7,0,15,3,20.0,1.55,0.31,0.0,0.0,12.8,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
Divock Origi,be BEL,"FW,MF",27-350,7.8,2,21,9,42.9,2.7,1.16,0.1,0.22,19.2,0,0,0,1.6,1.6,0.08,0.4,0.4,Matches
Ante Rebić,hr CRO,"FW,MF",29-194,6.9,3,20,10,50.0,2.9,1.45,0.15,0.3,17.3,2,0,0,2.4,2.4,0.12,0.6,0.6,Matches
Matteo Gabbia,it ITA,DF,23-164,6.7,0,1,0,0.0,0.15,0.0,0.0,,19.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Tommaso Pobega,it ITA,MF,23-262,6.4,1,10,3,30.0,1.57,0.47,0.1,0.33,17.7,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Fodé Ballo-Touré,sn SEN,DF,26-090,3.2,1,2,2,100.0,0.63,0.63,0.5,0.5,5.9,0,0,0,0.4,0.4,0.22,0.6,0.6,Matches
Sergiño Dest,us USA,DF,22-151,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
Zlatan Ibrahimović,se SWE,FW,41-182,1.6,1,5,2,40.0,3.08,1.23,0.0,0.0,24.8,1,1,1,1.2,0.4,0.08,-0.2,-0.4,Matches
Yacine Adli,fr FRA,"MF,FW",22-248,1.4,0,2,2,100.0,1.45,1.45,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Alessandro Florenzi,it ITA,DF,32-023,1.2,0,1,0,0.0,0.81,0.0,0.0,,4.2,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Matches
Aster Vranckx,be BEL,MF,20-181,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tiemoué Bakayoko,fr FRA,MF,28-229,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marko Lazetić,rs SRB,FW,19-071,0.1,0,1,0,0.0,10.0,0.0,0.0,,13.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Squad Total,,,26.8,27.0,41,389,129,33.2,14.41,4.78,0.1,0.29,17.6,19,3,3,41.5,39.3,0.1,-0.5,-1.3,
Opponent Total,,,27.4,27.0,35,297,93,31.3,11.0,3.44,0.1,0.33,18.5,12,4,5,30.4,26.5,0.09,4.6,4.5,
