Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Fikayo Tomori,eng ENG,DF,25-105,22.4,16,0.72,12,2,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches
Theo Hernández,fr FRA,DF,25-179,22.3,66,2.96,37,15,1,5,7,1,7,0.31,5,2,0,0,0,0,Matches
Pierre Kalulu,fr FRA,DF,22-302,23.6,27,1.15,23,1,0,2,0,1,2,0.08,2,0,0,0,0,0,Matches
Sandro Tonali,it ITA,MF,22-330,21.4,66,3.08,39,15,2,6,2,2,7,0.33,4,1,1,1,0,0,Matches
Rafael Leão,pt POR,"FW,MF",23-297,20.4,86,4.2,56,1,16,6,7,0,10,0.49,8,0,2,0,0,0,Matches
Ismaël Bennacer,dz ALG,MF,25-123,18.1,79,4.38,53,17,1,3,4,1,3,0.17,1,1,0,1,0,0,Matches
Olivier Giroud,fr FRA,FW,36-185,17.5,39,2.23,31,0,0,6,2,0,5,0.29,2,0,0,3,0,0,Matches
Brahim Díaz,es ESP,MF,23-243,14.5,62,4.27,45,1,7,5,3,1,9,0.62,4,0,2,2,0,1,Matches
Ciprian Tătărușanu,ro ROU,GK,37-053,16.0,7,0.44,5,2,0,0,0,0,2,0.12,2,0,0,0,0,0,Matches
Junior Messias,br BRA,"FW,DF",31-325,12.3,35,2.85,22,0,4,4,4,1,5,0.41,4,0,1,0,0,0,Matches
Davide Calabria,it ITA,DF,26-118,11.3,18,1.6,16,1,0,0,1,0,3,0.27,2,0,0,0,1,0,Matches
Rade Krunić,ba BIH,"MF,FW",29-178,11.2,26,2.32,22,1,0,2,0,1,4,0.36,4,0,0,0,0,0,Matches
Mike Maignan,fr FRA,GK,27-274,11.0,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alexis Saelemaekers,be BEL,"FW,DF",23-280,9.7,28,2.9,23,2,0,2,1,0,4,0.41,4,0,0,0,0,0,Matches
Malick Thiaw,de GER,DF,21-238,7.6,5,0.66,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Simon Kjær,dk DEN,DF,34-008,7.4,4,0.54,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Charles De Ketelaere,be BEL,MF,22-024,9.7,37,3.81,33,0,3,0,1,0,2,0.21,2,0,0,0,0,0,Matches
Divock Origi,be BEL,"FW,MF",27-350,7.8,19,2.46,11,0,3,2,3,0,1,0.13,1,0,0,0,0,0,Matches
Ante Rebić,hr CRO,"FW,MF",29-194,6.9,25,3.62,16,1,1,2,4,1,3,0.43,3,0,0,0,0,0,Matches
Matteo Gabbia,it ITA,DF,23-164,6.7,4,0.6,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tommaso Pobega,it ITA,MF,23-262,6.4,18,2.82,13,0,1,2,1,1,2,0.31,2,0,0,0,0,0,Matches
Fodé Ballo-Touré,sn SEN,DF,26-090,3.2,3,0.94,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Sergiño Dest,us USA,DF,22-151,3.7,11,3.0,8,2,1,0,0,0,1,0.27,1,0,0,0,0,0,Matches
Zlatan Ibrahimović,se SWE,FW,41-182,1.6,3,1.85,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Yacine Adli,fr FRA,"MF,FW",22-248,1.4,2,1.45,2,0,0,0,0,0,1,0.73,1,0,0,0,0,0,Matches
Alessandro Florenzi,it ITA,DF,32-023,1.2,3,2.45,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aster Vranckx,be BEL,MF,20-181,0.8,1,1.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tiemoué Bakayoko,fr FRA,MF,28-229,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marko Lazetić,rs SRB,FW,19-071,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,27.0,691,25.59,487,63,40,48,42,11,72,2.67,53,4,6,7,1,1,
Opponent Total,,,27.4,27.0,531,19.67,383,55,20,30,36,7,61,2.26,41,6,2,4,7,1,
