Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Pietro Terracciano,it ITA,GK,33-026,24.0,29,3,0,3,1,26.4,0.29,-1.6,-0.07,128,314,40.8,706,87,33.7,33.6,162,46.9,40.9,236,11,4.7,46,1.92,18.4,Matches
Pierluigi Gollini,it ITA,GK,28-016,3.0,2,0,0,1,0,1.7,0.21,-0.3,-0.1,13,38,34.2,115,17,27.0,32.4,11,63.6,49.3,24,1,4.2,0,0.0,9.3,Matches
Salvatore Sirigu,it ITA,GK,36-081,1.0,0,0,0,0,0,1.0,0.19,1.0,0.96,6,16,37.5,30,9,40.0,37.7,8,50.0,41.8,12,0,0.0,2,2.0,26.3,Matches
Squad Total,,,27.4,28.0,31,3,0,4,1,29.0,0.28,-1.0,-0.03,147,368,39.9,851,113,33.0,33.6,181,48.1,41.4,272,12,4.4,48,1.71,18.0,
Opponent Total,,,27.3,28.0,33,3,1,6,1,33.3,0.23,1.3,0.04,202,574,35.2,950,147,44.4,37.7,231,65.8,49.5,499,26,5.2,22,0.79,12.1,
