Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Pietro Terracciano,it ITA,GK,33-011,22.0,1,0,0,1,0,0,0,1,1,0,1,0,38,6,0,100.0,Matches
Cristiano Biraghi,it ITA,DF,30-199,21.0,0,0,0,18,26,1,229,8,27,0,0,0,98,12,18,40.0,Matches
Dodô,br BRA,DF,24-122,17.5,5,1,1,24,24,0,35,16,14,0,1,0,120,14,7,66.7,Matches
Sofyan Amrabat,ma MAR,MF,26-210,17.4,9,0,0,35,26,0,22,19,17,0,0,0,129,10,8,55.6,Matches
Giacomo Bonaventura,it ITA,MF,33-209,17.2,4,0,0,19,34,2,37,15,20,1,0,0,119,11,15,42.3,Matches
Lucas Martínez Quarta,ar ARG,DF,26-313,17.1,3,0,0,15,21,1,0,34,34,0,0,0,124,65,24,73.0,Matches
Jonathan Ikone,fr FRA,FW,24-321,16.7,3,0,0,21,17,5,18,4,3,1,0,0,64,12,20,37.5,Matches
Nikola Milenković,rs SRB,DF,25-158,16.7,2,0,0,29,13,0,0,18,16,0,0,1,89,49,17,74.2,Matches
Christian Kouamé,ci CIV,FW,25-103,16.0,3,0,0,26,48,3,39,12,14,1,0,0,77,46,43,51.7,Matches
Igor,br BRA,DF,25-040,15.1,8,1,1,20,8,0,1,18,16,0,0,0,108,29,14,67.4,Matches
Rolando Mandragora,it ITA,MF,25-263,14.1,6,0,0,22,14,1,50,9,15,0,0,0,77,26,21,55.3,Matches
Antonín Barák,cz CZE,MF,28-106,13.7,3,0,0,8,10,1,10,3,9,0,1,0,60,13,21,38.2,Matches
Luka Jović,rs SRB,FW,25-086,12.9,2,0,0,18,7,9,1,2,2,0,0,0,14,24,43,35.8,Matches
Arthur,br BRA,FW,24-328,10.1,2,0,0,19,12,1,1,0,2,0,0,0,26,27,35,43.5,Matches
Riccardo Saponara,it ITA,FW,31-088,9.4,3,0,0,10,15,4,19,4,4,0,0,0,44,5,5,50.0,Matches
Nicolás González,ar ARG,"FW,MF",24-347,9.1,3,0,0,10,29,3,24,2,4,0,0,0,38,41,22,65.1,Matches
Alfred Duncan,gh GHA,MF,30-009,6.7,2,0,0,13,4,0,12,4,7,0,0,0,41,8,3,72.7,Matches
Lorenzo Venuti,it ITA,DF,27-341,6.8,0,0,0,4,8,0,24,4,6,0,0,0,36,9,4,69.2,Matches
Riccardo Sottil,it ITA,FW,23-289,4.8,1,0,0,3,12,3,20,0,0,0,0,0,21,2,2,50.0,Matches
Aleksa Terzić,rs SRB,DF,23-214,5.6,0,0,0,0,9,2,48,4,6,0,0,0,28,6,8,42.9,Matches
Youssef Maleh,it ITA,MF,24-209,3.3,2,0,0,8,3,0,7,1,1,0,0,0,20,3,4,42.9,Matches
Luca Ranieri,it ITA,DF,23-330,3.1,0,0,0,2,2,2,0,6,2,0,0,0,15,5,10,33.3,Matches
Pierluigi Gollini,it ITA,GK,28-001,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Alessandro Bianco,it ITA,MF,20-169,1.2,0,0,0,3,3,0,1,0,1,0,0,0,5,1,1,50.0,Matches
Marco Benassi,it ITA,DF,28-192,1.0,0,0,0,1,1,0,7,1,3,0,0,0,10,3,2,60.0,Matches
Salvatore Sirigu,it ITA,GK,36-066,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Gaetano Castrovilli,it ITA,MF,26-030,1.4,1,0,0,5,2,0,1,1,4,0,0,0,12,1,2,33.3,Matches
Josip Brekalo,hr CRO,FW,24-269,0.7,1,0,0,1,1,0,2,0,0,0,0,0,5,0,2,0.0,Matches
Szymon Żurkowski,pl POL,MF,25-175,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
Squad Total,,,27.3,26.0,64,2,2,336,349,38,609,186,228,3,3,1,1424,429,352,54.9,
Opponent Total,,,27.3,26.0,69,4,1,364,316,70,310,226,245,1,5,0,1359,352,429,45.1,
