Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Pietro Terracciano,it ITA,GK,33-026,24,24,2160,24.0,29,1.21,81,53,67.9,9,5,10,5,20.8,3,3,0,0,0.0,Matches
Pierluigi Gollini,it ITA,GK,28-016,3,3,270,3.0,2,0.67,8,6,75.0,1,2,0,2,66.7,0,0,0,0,,Matches
Salvatore Sirigu,it ITA,GK,36-081,1,1,90,1.0,0,0.0,5,5,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.4,28,28,2520,28.0,31,1.11,94,64,70.2,11,7,10,8,28.6,3,3,0,0,0.0,
Opponent Total,,,27.3,28,28,2520,28.0,33,1.18,129,95,76.7,10,7,11,8,28.6,5,3,2,0,40.0,
