Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Pietro Terracciano,it ITA,GK,33-026,24,2160.0,90.0,85.7,24.0,24,90.0,24,0,,3,1.33,28.0,29.0,-1.0,-0.04,-0.79,34.5,28.4,6.1,0.25,0.29,Matches
Cristiano Biraghi,it ITA,DF,30-214,26,2072.0,80.0,82.2,23.0,24,85.0,18,2,11.0,2,1.5,26.0,27.0,-1.0,-0.04,-0.65,31.6,29.2,2.4,0.11,-0.6,Matches
Dodô,br BRA,DF,24-137,24,1751.0,73.0,69.5,19.5,21,79.0,13,3,34.0,1,1.54,24.0,19.0,5.0,0.26,0.61,28.5,23.7,4.8,0.25,0.12,Matches
Sofyan Amrabat,ma MAR,MF,26-225,25,1682.0,67.0,66.7,18.7,20,78.0,10,5,23.0,2,1.4,20.0,22.0,-2.0,-0.11,-0.54,26.4,21.0,5.4,0.29,0.22,Matches
Giacomo Bonaventura,it ITA,MF,33-224,24,1646.0,69.0,65.3,18.3,19,81.0,8,5,23.0,2,1.5,22.0,22.0,0.0,0.0,-0.21,24.0,22.5,1.5,0.08,-0.38,Matches
Nikola Milenković,rs SRB,DF,25-173,21,1642.0,78.0,65.2,18.2,18,85.0,16,3,37.0,5,1.43,22.0,22.0,0.0,0.0,-0.21,25.2,22.3,3.0,0.16,-0.14,Matches
Jonathan Ikone,fr FRA,FW,24-336,26,1588.0,61.0,63.0,17.6,18,76.0,8,8,27.0,2,1.42,22.0,16.0,6.0,0.34,0.73,26.1,20.5,5.6,0.32,0.28,Matches
Lucas Martínez Quarta,ar ARG,DF,26-328,20,1586.0,79.0,62.9,17.6,18,84.0,14,2,41.0,6,1.5,22.0,20.0,2.0,0.11,0.11,24.9,21.1,3.8,0.22,0.01,Matches
Christian Kouamé,ci CIV,FW,25-118,21,1506.0,72.0,59.8,16.7,18,80.0,8,3,25.0,7,1.24,17.0,23.0,-6.0,-0.36,-1.07,22.5,18.7,3.8,0.23,0.03,Matches
Igor,br BRA,DF,25-055,21,1542.0,73.0,61.2,17.1,17,83.0,13,4,31.0,3,1.29,19.0,18.0,1.0,0.06,-0.03,24.8,21.2,3.6,0.21,-0.01,Matches
Rolando Mandragora,it ITA,MF,25-278,21,1428.0,68.0,56.7,15.9,16,83.0,9,5,19.0,3,1.67,20.0,12.0,8.0,0.5,1.0,24.1,17.6,6.5,0.41,0.45,Matches
Antonín Barák,cz CZE,MF,28-121,23,1333.0,58.0,52.9,14.8,15,79.0,5,8,18.0,2,1.3,16.0,17.0,-1.0,-0.07,-0.29,19.5,18.5,1.0,0.07,-0.31,Matches
Luka Jović,rs SRB,FW,25-101,24,1163.0,48.0,46.2,12.9,13,72.0,5,11,20.0,1,1.17,14.0,19.0,-5.0,-0.39,-0.85,16.6,15.9,0.7,0.06,-0.29,Matches
Riccardo Saponara,it ITA,FW,31-103,23,980.0,43.0,38.9,10.9,11,62.0,0,12,25.0,4,1.52,15.0,13.0,2.0,0.18,0.18,15.0,15.3,-0.3,-0.03,-0.39,Matches
Arthur,br BRA,FW,24-343,23,1018.0,44.0,40.4,11.3,10,75.0,2,13,21.0,3,1.57,17.0,9.0,8.0,0.71,1.07,18.2,14.5,3.7,0.33,0.2,Matches
Nicolás González,ar ARG,"FW,MF",24-362,17,905.0,53.0,35.9,10.1,9,77.0,4,8,27.0,3,1.47,13.0,10.0,3.0,0.3,0.35,14.8,11.0,3.8,0.37,0.25,Matches
Alfred Duncan,gh GHA,MF,30-024,16,611.0,38.0,24.2,6.8,7,61.0,0,9,20.0,7,1.5,7.0,7.0,0.0,0.0,-0.09,8.7,7.6,1.1,0.16,-0.06,Matches
Lorenzo Venuti,it ITA,DF,27-356,11,615.0,56.0,24.4,6.8,6,69.0,2,5,41.0,17,0.91,6.0,10.0,-4.0,-0.59,-0.87,7.9,8.5,-0.6,-0.09,-0.39,Matches
Riccardo Sottil,it ITA,FW,23-304,10,479.0,48.0,19.0,5.3,5,73.0,1,5,23.0,3,1.8,4.0,4.0,0.0,0.0,-0.09,7.3,4.7,2.6,0.5,0.35,Matches
Aleksa Terzić,rs SRB,DF,23-229,14,503.0,36.0,20.0,5.6,4,85.0,2,10,17.0,11,1.07,7.0,4.0,3.0,0.54,0.58,9.0,4.6,4.4,0.79,0.72,Matches
Youssef Maleh,it ITA,MF,24-224,7,297.0,42.0,11.8,3.3,4,64.0,0,3,14.0,7,1.29,3.0,6.0,-3.0,-0.91,-1.11,5.3,4.6,0.7,0.21,-0.01,Matches
Luca Ranieri,it ITA,DF,23-345,5,297.0,59.0,11.8,3.3,3,88.0,2,2,16.0,21,2.0,4.0,3.0,1.0,0.3,0.26,4.3,2.7,1.6,0.48,0.3,Matches
Pierluigi Gollini,it ITA,GK,28-016,3,270.0,90.0,10.7,3.0,3,90.0,3,0,,10,1.67,3.0,2.0,1.0,0.33,0.29,3.3,3.3,0.0,-0.01,-0.25,Matches
Alessandro Bianco,it ITA,MF,20-184,3,112.0,37.0,4.4,1.2,2,54.0,0,1,4.0,24,1.33,1.0,1.0,0.0,0.0,-0.07,1.6,1.8,-0.2,-0.16,-0.39,Matches
Gaetano Castrovilli,it ITA,MF,26-045,7,187.0,27.0,7.4,2.1,1,65.0,0,6,20.0,3,1.86,5.0,2.0,3.0,1.44,1.48,4.0,4.2,-0.2,-0.09,-0.33,Matches
Marco Benassi,it ITA,DF,28-207,2,93.0,47.0,3.7,1.0,1,70.0,0,1,23.0,2,1.5,2.0,2.0,0.0,0.0,-0.07,1.5,1.1,0.4,0.35,0.14,Matches
Salvatore Sirigu,it ITA,GK,36-081,1,90.0,90.0,3.6,1.0,1,90.0,1,0,,7,3.0,2.0,0.0,2.0,2.0,2.0,1.7,1.8,-0.1,-0.09,-0.32,Matches
Josip Brekalo,hr CRO,FW,24-284,2,64.0,32.0,2.5,0.7,0,,0,2,32.0,6,1.5,1.0,0.0,1.0,1.41,1.37,1.5,1.2,0.3,0.45,0.24,Matches
Szymon Żurkowski,pl POL,MF,25-190,2,32.0,16.0,1.3,0.4,0,,0,2,16.0,8,2.0,1.0,0.0,1.0,2.81,2.78,0.9,0.3,0.7,1.83,1.64,Matches
Lorenzo Amatucci,it ITA,MF,19-057,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Michele Cerofolini,it ITA,GK,24-089,0,,,,,0,,0,0,,28,,,,,,,,,,,,Matches
Filippo Distefano,it ITA,FW,19-218,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Costantino Favasuli,it ITA,MF,18-342,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Michael Kayode,it ITA,DF,18-267,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Dimo Krastev,bg BUL,MF,20-052,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Tommaso Martinelli,it ITA,GK,17-087,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Matija Nastasić,rs SRB,DF,30-006,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Tommaso Vannucchi,it ITA,GK,16-029,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,27.4,28,2520.0,90.0,100.0,28.0,308,79.0,168,138,23.0,231,1.43,33.0,31.0,2.0,0.07,,39.4,33.5,6.0,0.21,,
