Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Pietro Terracciano,it ITA,GK,33-011,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cristiano Biraghi,it ITA,DF,30-199,21.0,1,16,2,12.5,0.76,0.1,0.06,0.5,28.1,8,0,1,1.5,0.7,0.04,-0.5,0.3,Matches
Dodô,br BRA,DF,24-122,17.5,0,7,3,42.9,0.4,0.17,0.0,0.0,16.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Sofyan Amrabat,ma MAR,MF,26-210,17.4,0,9,3,33.3,0.52,0.17,0.0,0.0,26.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Giacomo Bonaventura,it ITA,MF,33-209,17.2,3,42,10,23.8,2.44,0.58,0.07,0.3,20.0,2,0,0,3.3,3.3,0.08,-0.3,-0.3,Matches
Lucas Martínez Quarta,ar ARG,DF,26-313,17.1,1,21,9,42.9,1.23,0.53,0.05,0.11,12.1,0,0,0,2.2,2.2,0.1,-1.2,-1.2,Matches
Jonathan Ikone,fr FRA,FW,24-321,16.7,2,37,6,16.2,2.21,0.36,0.05,0.33,17.3,0,0,0,2.3,2.3,0.06,-0.3,-0.3,Matches
Nikola Milenković,rs SRB,DF,25-158,16.7,2,14,4,28.6,0.84,0.24,0.14,0.5,8.9,0,0,0,1.7,1.7,0.12,0.3,0.3,Matches
Christian Kouamé,ci CIV,FW,25-103,16.0,2,34,11,32.4,2.13,0.69,0.06,0.18,14.5,1,0,0,3.8,3.8,0.12,-1.8,-1.8,Matches
Igor,br BRA,DF,25-040,15.1,0,6,0,0.0,0.4,0.0,0.0,,11.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Rolando Mandragora,it ITA,MF,25-263,14.1,2,29,5,17.2,2.06,0.35,0.07,0.4,22.8,1,0,0,1.2,1.2,0.04,0.8,0.8,Matches
Antonín Barák,cz CZE,MF,28-106,13.7,2,24,4,16.7,1.75,0.29,0.08,0.5,17.5,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
Luka Jović,rs SRB,FW,25-086,12.9,4,40,13,32.5,3.1,1.01,0.1,0.31,13.5,0,0,1,5.3,4.5,0.11,-1.3,-0.5,Matches
Arthur,br BRA,FW,24-328,10.1,6,32,13,40.6,3.18,1.29,0.16,0.38,11.7,0,1,1,5.2,4.4,0.14,0.8,0.6,Matches
Riccardo Saponara,it ITA,FW,31-088,9.4,2,25,9,36.0,2.66,0.96,0.08,0.22,20.6,0,0,0,1.4,1.4,0.06,0.6,0.6,Matches
Nicolás González,ar ARG,"FW,MF",24-347,9.1,4,31,10,32.3,3.4,1.1,0.06,0.2,16.8,0,2,2,4.3,3.0,0.1,-0.3,-1.0,Matches
Alfred Duncan,gh GHA,MF,30-009,6.7,0,3,1,33.3,0.45,0.15,0.0,0.0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Lorenzo Venuti,it ITA,DF,27-341,6.8,0,5,4,80.0,0.73,0.59,0.0,0.0,21.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Riccardo Sottil,it ITA,FW,23-289,4.8,0,12,7,58.3,2.49,1.45,0.0,0.0,20.1,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Aleksa Terzić,rs SRB,DF,23-214,5.6,0,6,1,16.7,1.07,0.18,0.0,0.0,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Youssef Maleh,it ITA,MF,24-209,3.3,0,7,0,0.0,2.12,0.0,0.0,,15.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Luca Ranieri,it ITA,DF,23-330,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pierluigi Gollini,it ITA,GK,28-001,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alessandro Bianco,it ITA,MF,20-169,1.2,0,2,1,50.0,1.61,0.8,0.0,0.0,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marco Benassi,it ITA,DF,28-192,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Salvatore Sirigu,it ITA,GK,36-066,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gaetano Castrovilli,it ITA,MF,26-030,1.4,0,3,1,33.3,2.21,0.74,0.0,0.0,22.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Josip Brekalo,hr CRO,FW,24-269,0.7,0,1,0,0.0,1.41,0.0,0.0,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Szymon Żurkowski,pl POL,MF,25-175,0.4,0,2,1,50.0,5.63,2.81,0.0,0.0,15.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Squad Total,,,27.3,26.0,31,408,118,28.9,15.69,4.54,0.07,0.24,17.4,13,3,5,37.1,33.5,0.08,-6.1,-5.5,
Opponent Total,,,27.3,26.0,30,250,86,34.4,9.62,3.31,0.11,0.31,16.6,7,3,3,30.2,28.2,0.11,-0.2,-1.2,
