Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
6,Roma,13,8,1,4,17,9,8,25,1.92,19.3,11.8,7.5,0.57,14,6,4,4,18,17,1,22,1.57,21.5,10.2,11.3,0.81
7,Juventus,15,11,3,1,34,12,22,36,2.4,26.4,12.6,13.8,0.92,13,7,2,4,12,10,2,23,1.77,14.7,16.7,-2.0,-0.15
8,Fiorentina,14,6,4,4,19,19,0,22,1.57,25.3,16.8,8.5,0.61,14,5,3,6,14,12,2,18,1.29,14.1,16.7,-2.6,-0.19
9,Udinese,13,4,7,2,22,15,7,19,1.46,21.5,16.4,5.2,0.4,14,5,4,5,15,16,-1,19,1.36,14.2,20.3,-6.1,-0.44
10,Bologna,14,6,5,3,17,10,7,23,1.64,16.5,14.0,2.5,0.18,13,4,2,7,16,26,-10,14,1.08,13.0,20.5,-7.5,-0.58
