Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Pietro Terracciano,it ITA,GK,33-011,22.0,796,580,213,66,0,2,0,0,0,0,0,0,608,3,1,Matches
Cristiano Biraghi,it ITA,DF,30-199,21.0,1491,1081,405,62,0,18,229,216,127,58,49,0,1060,5,30,Matches
Dodô,br BRA,DF,24-122,17.5,1016,889,126,13,1,2,35,113,0,0,0,0,839,1,20,Matches
Sofyan Amrabat,ma MAR,MF,26-210,17.4,1134,1058,74,65,1,15,22,7,1,0,0,0,996,2,19,Matches
Giacomo Bonaventura,it ITA,MF,33-209,17.2,761,728,32,17,3,4,37,4,5,0,3,0,631,1,19,Matches
Lucas Martínez Quarta,ar ARG,DF,26-313,17.1,1056,1019,35,32,0,28,0,3,0,0,0,0,856,2,8,Matches
Jonathan Ikone,fr FRA,FW,24-321,16.7,520,498,21,3,1,9,18,17,0,0,0,0,427,1,15,Matches
Nikola Milenković,rs SRB,DF,25-158,16.7,944,909,32,28,0,7,0,4,0,0,0,0,804,3,4,Matches
Christian Kouamé,ci CIV,FW,25-103,16.0,532,505,26,2,1,6,39,16,2,0,0,0,378,1,13,Matches
Igor,br BRA,DF,25-040,15.1,922,876,45,38,0,11,1,7,0,0,0,0,815,1,8,Matches
Rolando Mandragora,it ITA,MF,25-263,14.1,643,579,61,31,1,12,50,3,27,14,8,0,518,3,9,Matches
Antonín Barák,cz CZE,MF,28-106,13.7,506,489,15,6,4,5,10,4,0,0,0,0,413,2,15,Matches
Luka Jović,rs SRB,FW,25-086,12.9,222,194,26,0,0,0,1,0,0,0,0,0,164,2,6,Matches
Arthur,br BRA,FW,24-328,10.1,191,175,14,0,0,0,1,2,0,0,0,0,132,2,10,Matches
Riccardo Saponara,it ITA,FW,31-088,9.4,342,337,3,0,2,6,19,3,0,0,0,0,252,2,6,Matches
Nicolás González,ar ARG,"FW,MF",24-347,9.1,346,330,13,5,1,7,24,8,0,0,0,0,220,3,14,Matches
Alfred Duncan,gh GHA,MF,30-009,6.7,307,297,9,7,2,1,12,2,0,0,0,0,237,1,7,Matches
Lorenzo Venuti,it ITA,DF,27-341,6.8,437,361,75,10,0,1,24,62,3,0,2,0,363,1,10,Matches
Riccardo Sottil,it ITA,FW,23-289,4.8,158,156,2,1,1,1,20,1,0,0,0,0,128,0,3,Matches
Aleksa Terzić,rs SRB,DF,23-214,5.6,438,352,85,5,0,0,48,72,8,0,5,0,357,1,11,Matches
Youssef Maleh,it ITA,MF,24-209,3.3,116,111,4,3,0,1,7,1,0,0,0,0,95,1,2,Matches
Luca Ranieri,it ITA,DF,23-330,3.1,155,148,7,2,0,1,0,5,0,0,0,0,121,0,3,Matches
Pierluigi Gollini,it ITA,GK,28-001,3.0,126,111,15,4,0,0,0,0,0,0,0,0,96,0,0,Matches
Alessandro Bianco,it ITA,MF,20-169,1.2,54,52,2,2,0,3,1,0,0,0,0,0,46,0,0,Matches
Marco Benassi,it ITA,DF,28-192,1.0,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1,Matches
Salvatore Sirigu,it ITA,GK,36-066,1.0,38,26,12,4,0,0,0,0,0,0,0,0,28,0,0,Matches
Gaetano Castrovilli,it ITA,MF,26-030,1.4,53,51,2,1,1,0,1,1,0,0,0,0,43,0,0,Matches
Josip Brekalo,hr CRO,FW,24-269,0.7,33,33,0,0,0,0,2,0,0,0,0,0,23,0,3,Matches
Szymon Żurkowski,pl POL,MF,25-175,0.4,19,19,0,0,0,0,1,0,0,0,0,0,17,0,1,Matches
Squad Total,,,27.3,26.0,13461,12058,1365,412,19,144,609,557,173,72,67,0,10758,38,238,
Opponent Total,,,27.3,26.0,10236,8922,1244,360,31,88,310,496,80,24,49,0,7610,70,208,
