Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Francisco Garcia,es ESP,DF,23-235,26.9,47,1.75,33,5,2,1,2,4,6,0.22,3,1,1,0,1,0,Matches
Stole Dimitrievski,mk MKD,GK,29-102,26.0,3,0.12,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Iván Balliu,al ALB,DF,31-095,25.2,49,1.94,39,8,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Catena,es ESP,DF,28-160,25.0,21,0.84,16,2,0,1,2,0,1,0.04,1,0,0,0,0,0,Matches
Florian Lejeune,fr FRA,DF,31-321,23.5,17,0.72,15,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
Isaac Palazón Camacho,es ESP,"FW,MF",28-100,23.2,83,3.58,44,22,2,7,7,1,9,0.39,6,3,0,0,0,0,Matches
Álvaro García,es ESP,"FW,MF",30-161,23.0,73,3.17,53,2,3,5,7,3,9,0.39,5,0,1,0,3,0,Matches
Sergio Camello,es ESP,FW,22-055,21.2,51,2.4,40,1,5,2,3,0,6,0.28,4,0,1,1,0,0,Matches
Óscar Trejo,ar ARG,"MF,FW",34-345,18.4,81,4.41,62,4,7,2,4,2,8,0.44,7,1,0,0,0,0,Matches
Óscar Valentín,es ESP,MF,28-229,19.4,35,1.8,30,0,0,1,2,2,1,0.05,1,0,0,0,0,0,Matches
Santi Comesaña,es ESP,MF,26-183,18.2,56,3.08,45,1,4,2,2,2,0,0.0,0,0,0,0,0,0,Matches
Pathé Ciss,sn SEN,"MF,DF",29-021,11.6,15,1.29,13,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Unai López,es ESP,MF,27-158,10.4,33,3.16,24,7,0,0,2,0,3,0.29,3,0,0,0,0,0,Matches
Radamel Falcao,co COL,"FW,MF",37-055,5.6,8,1.41,5,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Salvi,es ESP,"FW,MF",32-007,3.6,11,3.06,9,0,0,1,0,1,1,0.28,0,0,0,0,0,1,Matches
Abdul Mumin,gh GHA,DF,24-304,3.5,4,1.14,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Raúl de Tomás,es ESP,FW,28-171,3.0,10,3.37,6,0,3,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Andrés Martín,es ESP,"FW,MF",23-269,1.6,5,3.06,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mario Hernández,es ESP,DF,24-071,1.1,2,1.75,2,0,0,0,0,0,1,0.87,1,0,0,0,0,0,Matches
Diego López,es ESP,GK,41-154,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Pozo,es ESP,"MF,FW",27-022,0.9,6,6.43,6,0,0,0,0,0,1,1.07,1,0,0,0,0,0,Matches
Pep Chavarría,es ESP,"FW,MF",24-361,1.4,6,4.25,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Randy Ntekja,fr FRA,"FW,MF",25-121,1.3,4,3.08,2,0,0,1,1,0,2,1.54,1,0,0,1,0,0,Matches
Bebé,cv CPV,FW,32-268,0.7,4,6.0,0,2,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Muñoz,es ESP,MF,19-214,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mario Suárez,es ESP,"DF,MF",36-041,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Méndez,es ESP,MF,19-220,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Esteban Saveljich,me MNE,FW,31-321,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,27.0,624,23.11,457,56,28,31,37,15,49,1.81,33,5,3,3,4,1,
Opponent Total,,,27.9,27.0,548,20.3,380,55,32,39,30,12,41,1.52,19,8,3,5,3,3,
