6,Villarreal,26,12,5,9,32,24,+8,41,1.58,37.0,31.7,+5.3,+0.20,L W W D W,"16,301","Gerard Moreno, José Luis Morales - 6",Gerónimo Rulli,Unnamed: 19
7,Athletic Club,27,10,7,10,36,28,8,37,1.37,36.1,23.5,12.5,0.46,L D L W D,43756,Oihan Sancet - 8,Unai Simón,
8,Rayo Vallecano,26,9,9,8,31,30,1,36,1.38,31.6,33.2,-1.6,-0.06,D L D L D,12591,Isaac Palazón Camacho - 6,Stole Dimitrievski,
9,Osasuna,27,9,8,10,22,27,-5,35,1.3,27.4,29.8,-2.3,-0.09,W D L L D,19501,Ezequiel Ávila - 7,Aitor Fernández,
10,Girona,27,9,7,11,42,42,0,34,1.26,37.0,36.3,0.7,0.03,W L L D W,11234,Cristhian Stuani - 7,Paulo Gazzaniga,
