Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Francisco Garcia,es ESP,DF,23-235,26.9,1525,1224,298,13,0,5,114,285,0,0,0,0,1203,3,49,Matches
Stole Dimitrievski,mk MKD,GK,29-102,26.0,808,514,289,71,0,4,0,0,0,0,0,0,501,5,1,Matches
Iván Balliu,al ALB,DF,31-095,25.2,1377,1063,303,21,0,2,82,282,0,0,0,0,1067,11,28,Matches
Catena,es ESP,DF,28-160,25.0,1378,1299,71,69,1,36,1,1,0,0,0,0,1137,8,6,Matches
Florian Lejeune,fr FRA,DF,31-321,23.5,1189,1118,66,56,1,34,7,5,4,4,0,0,934,5,9,Matches
Isaac Palazón Camacho,es ESP,"FW,MF",28-100,23.2,926,778,139,45,5,11,126,7,87,38,37,0,665,9,18,Matches
Álvaro García,es ESP,"FW,MF",30-161,23.0,745,711,29,3,0,4,121,22,4,2,0,0,472,5,34,Matches
Sergio Camello,es ESP,FW,22-055,21.2,383,347,35,2,1,0,3,3,0,0,0,0,301,1,8,Matches
Óscar Trejo,ar ARG,"MF,FW",34-345,18.4,772,715,56,18,6,3,26,9,14,8,0,0,620,1,21,Matches
Óscar Valentín,es ESP,MF,28-229,19.4,841,815,25,25,1,9,3,0,0,0,0,0,682,1,14,Matches
Santi Comesaña,es ESP,MF,26-183,18.2,792,769,21,18,0,10,9,2,0,0,0,0,659,2,18,Matches
Pathé Ciss,sn SEN,"MF,DF",29-021,11.6,569,548,19,18,0,13,3,1,0,0,0,0,476,2,10,Matches
Unai López,es ESP,MF,27-158,10.4,703,628,68,35,0,15,41,5,22,7,7,1,563,7,13,Matches
Radamel Falcao,co COL,"FW,MF",37-055,5.6,132,124,7,0,0,1,0,0,1,0,0,0,99,1,3,Matches
Salvi,es ESP,"FW,MF",32-007,3.6,141,127,11,0,1,0,24,10,1,0,1,0,76,3,16,Matches
Abdul Mumin,gh GHA,DF,24-304,3.5,165,160,5,4,0,1,1,1,0,0,0,0,123,0,0,Matches
Raúl de Tomás,es ESP,FW,28-171,3.0,51,50,0,0,1,2,2,0,0,0,0,0,36,1,1,Matches
Andrés Martín,es ESP,"FW,MF",23-269,1.6,55,48,4,0,0,1,11,1,3,3,0,0,24,3,4,Matches
Mario Hernández,es ESP,DF,24-071,1.1,38,32,6,0,2,0,1,6,0,0,0,0,30,0,0,Matches
Diego López,es ESP,GK,41-154,1.0,29,21,8,0,0,0,0,0,0,0,0,0,22,0,0,Matches
José Pozo,es ESP,"MF,FW",27-022,0.9,41,38,3,3,1,0,3,0,0,0,0,0,31,0,1,Matches
Pep Chavarría,es ESP,"FW,MF",24-361,1.4,70,67,3,0,0,1,8,1,2,0,1,0,45,0,6,Matches
Randy Ntekja,fr FRA,"FW,MF",25-121,1.3,65,64,0,0,1,0,0,0,0,0,0,0,49,1,2,Matches
Bebé,cv CPV,FW,32-268,0.7,38,26,11,6,0,2,16,2,3,2,0,0,21,1,2,Matches
Pablo Muñoz,es ESP,MF,19-214,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Mario Suárez,es ESP,"DF,MF",36-041,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Diego Méndez,es ESP,MF,19-220,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Esteban Saveljich,me MNE,FW,31-321,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,27.0,12840,11293,1477,407,21,154,602,643,141,64,46,1,9841,70,264,
Opponent Total,,,27.9,27.0,11572,10049,1465,450,15,134,497,593,133,58,49,3,8650,58,249,
