Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Francisco Garcia,es ESP,DF,23-232,26,26,2327.0,25.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.7,137.0,104.0,119.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07,Matches
Stole Dimitrievski,mk MKD,GK,29-099,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iván Balliu,al ALB,DF,31-092,25,25,2181.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,2.3,2.6,53.0,95.0,101.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.11,0.01,0.11,Matches
Catena,es ESP,DF,28-157,24,24,2159.0,24.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.3,2.3,8.0,80.0,1.0,0.04,0.04,0.08,0.04,0.08,0.04,0.05,0.1,0.04,0.1,Matches
Florian Lejeune,fr FRA,DF,31-318,24,24,2028.0,22.5,4.0,0.0,4.0,4.0,0.0,0.0,6.0,1.0,2.6,2.6,0.2,2.8,7.0,64.0,1.0,0.18,0.0,0.18,0.18,0.18,0.12,0.01,0.13,0.12,0.13,Matches
Isaac Palazón Camacho,es ESP,"FW,MF",28-097,25,24,2002.0,22.2,6.0,5.0,11.0,5.0,1.0,3.0,4.0,0.0,5.2,2.9,3.7,6.5,27.0,76.0,125.0,0.27,0.22,0.49,0.22,0.45,0.23,0.17,0.4,0.13,0.29,Matches
Álvaro García,es ESP,"FW,MF",30-158,24,23,2014.0,22.4,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,3.5,6.0,88.0,52.0,212.0,0.18,0.09,0.27,0.18,0.27,0.12,0.15,0.27,0.12,0.27,Matches
Sergio Camello,es ESP,FW,22-052,26,22,1829.0,20.3,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,5.6,5.6,2.1,7.6,30.0,29.0,92.0,0.25,0.2,0.44,0.25,0.44,0.27,0.1,0.38,0.27,0.38,Matches
Óscar Trejo,ar ARG,"MF,FW",34-342,24,21,1588.0,17.6,3.0,4.0,7.0,2.0,1.0,2.0,8.0,0.0,2.8,1.3,2.9,4.1,40.0,90.0,81.0,0.17,0.23,0.4,0.11,0.34,0.16,0.16,0.32,0.07,0.23,Matches
Óscar Valentín,es ESP,MF,28-226,23,19,1668.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.8,1.1,12.0,98.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
