Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Francisco Garcia,es ESP,DF,23-235,26.9,1,0,0,18,20,3,114,34,33,0,2,0,165,4,16,20.0,Matches
Stole Dimitrievski,mk MKD,GK,29-102,26.0,3,0,0,0,2,0,0,1,0,0,0,0,24,9,0,100.0,Matches
Iván Balliu,al ALB,DF,31-095,25.2,6,0,0,28,23,5,82,19,21,0,2,2,105,22,25,46.8,Matches
Catena,es ESP,DF,28-160,25.0,11,1,1,20,15,2,1,12,11,0,0,0,128,60,25,70.6,Matches
Florian Lejeune,fr FRA,DF,31-321,23.5,6,1,1,20,8,5,7,13,13,0,1,0,101,52,25,67.5,Matches
Isaac Palazón Camacho,es ESP,"FW,MF",28-100,23.2,4,0,0,27,72,7,126,11,23,0,0,0,136,24,62,27.9,Matches
Álvaro García,es ESP,"FW,MF",30-161,23.0,4,0,0,26,24,8,121,22,20,2,0,0,138,11,5,68.8,Matches
Sergio Camello,es ESP,FW,22-055,21.2,1,0,0,10,17,10,3,2,8,0,0,0,42,23,37,38.3,Matches
Óscar Trejo,ar ARG,"MF,FW",34-345,18.4,8,0,0,62,53,4,26,6,24,0,0,0,104,9,31,22.5,Matches
Óscar Valentín,es ESP,MF,28-229,19.4,8,0,0,56,33,1,3,31,37,0,0,0,136,24,31,43.6,Matches
Santi Comesaña,es ESP,MF,26-183,18.2,4,0,0,37,20,2,9,19,32,0,0,0,113,19,29,39.6,Matches
Pathé Ciss,sn SEN,"MF,DF",29-021,11.6,4,0,0,29,10,0,3,18,24,0,0,1,81,24,23,51.1,Matches
Unai López,es ESP,MF,27-158,10.4,1,0,0,16,14,1,41,12,15,0,0,0,77,3,11,21.4,Matches
Radamel Falcao,co COL,"FW,MF",37-055,5.6,4,0,0,15,12,11,0,2,3,0,0,0,15,18,18,50.0,Matches
Salvi,es ESP,"FW,MF",32-007,3.6,2,0,0,5,6,2,24,2,5,0,0,0,20,2,4,33.3,Matches
Abdul Mumin,gh GHA,DF,24-304,3.5,1,0,0,3,4,0,1,2,2,0,0,0,19,7,6,53.8,Matches
Raúl de Tomás,es ESP,FW,28-171,3.0,1,0,0,9,8,9,2,0,0,0,0,0,5,8,11,42.1,Matches
Andrés Martín,es ESP,"FW,MF",23-269,1.6,1,0,0,4,3,0,11,0,2,0,0,0,9,2,1,66.7,Matches
Mario Hernández,es ESP,DF,24-071,1.1,1,0,0,1,1,0,1,2,2,0,0,0,3,0,1,0.0,Matches
Diego López,es ESP,GK,41-154,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
José Pozo,es ESP,"MF,FW",27-022,0.9,0,0,0,2,3,0,3,1,2,0,0,0,5,2,2,50.0,Matches
Pep Chavarría,es ESP,"FW,MF",24-361,1.4,1,0,0,4,4,0,8,0,2,0,0,0,7,4,3,57.1,Matches
Randy Ntekja,fr FRA,"FW,MF",25-121,1.3,0,1,0,4,5,0,0,2,2,0,0,0,11,5,4,55.6,Matches
Bebé,cv CPV,FW,32-268,0.7,1,0,0,2,2,0,16,0,0,0,0,0,6,0,1,0.0,Matches
Pablo Muñoz,es ESP,MF,19-214,0.1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,Matches
Mario Suárez,es ESP,"DF,MF",36-041,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Diego Méndez,es ESP,MF,19-220,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,Matches
Esteban Saveljich,me MNE,FW,31-321,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,28.7,27.0,73,3,2,400,360,70,602,212,281,2,5,3,1453,333,371,47.3,
Opponent Total,,,27.9,27.0,73,7,4,386,375,58,497,251,282,2,7,3,1479,371,333,52.7,
