Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Declan Rice,eng ENG,MF,24-026,21.0,1140,1297,87.9,20917,5701,530,592,89.5,447,467,95.7,144,195,73.8,1,2.2,1.0,-1.2,26,154,8,3,153,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-051,20.9,338,523,64.6,5548,1679,185,224,82.6,106,141,75.2,36,96,37.5,0,3.1,2.5,-3.1,29,29,16,6,46,Matches
Łukasz Fabiański,pl POL,GK,37-297,19.8,357,543,65.7,10981,8583,77,77,100.0,132,133,99.2,146,328,44.5,0,0.0,0.0,0.0,0,7,0,0,0,Matches
Tomáš Souček,cz CZE,MF,27-347,17.5,448,607,73.8,7656,2280,211,271,77.9,171,218,78.4,48,69,69.6,1,0.7,0.6,0.3,8,43,5,2,54,Matches
Aaron Cresswell,eng ENG,DF,33-056,17.0,864,1086,79.6,13925,6423,486,518,93.8,296,369,80.2,72,144,50.0,0,2.5,2.1,-2.5,30,75,24,13,118,Matches
Thilo Kehrer,de GER,DF,26-141,15.5,625,753,83.0,11007,3853,259,297,87.2,318,352,90.3,40,73,54.8,0,0.2,0.2,-0.2,2,37,1,0,34,Matches
Kurt Zouma,fr FRA,DF,28-105,14.2,522,610,85.6,10113,3240,178,192,92.7,278,306,90.8,59,96,61.5,0,0.0,0.1,0.0,0,9,2,0,16,Matches
Vladimír Coufal,cz CZE,DF,30-171,13.3,425,674,63.1,7230,3646,210,245,85.7,165,254,65.0,39,116,33.6,0,1.2,1.0,-1.2,14,37,12,8,53,Matches
Lucas Paquetá,br BRA,MF,25-166,11.9,449,570,78.8,7133,2104,241,276,87.3,150,189,79.4,40,58,69.0,2,0.9,1.1,1.1,13,46,13,2,73,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-183,12.5,362,449,80.6,5028,1131,229,252,90.9,108,135,80.0,16,36,44.4,1,1.7,1.2,-0.7,26,15,10,6,44,Matches
Pablo Fornals,es ESP,"FW,MF",26-352,10.7,351,489,71.8,6019,1793,166,190,87.4,131,172,76.2,42,86,48.8,0,1.1,1.1,-1.1,11,40,6,2,48,Matches
Gianluca Scamacca,it ITA,FW,24-039,10.3,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,-0.7,13,14,5,1,17,Matches
Michail Antonio,jm JAM,FW,32-318,10.9,99,191,51.8,1440,287,54,83,65.1,37,71,52.1,5,19,26.3,2,1.0,0.6,1.0,10,8,5,1,16,Matches
Craig Dawson,eng ENG,DF,32-279,8.0,245,310,79.0,5404,2170,74,86,86.0,121,137,88.3,48,79,60.8,0,0.1,0.1,-0.1,1,25,0,0,18,Matches
Ben Johnson,eng ENG,DF,23-016,6.0,246,337,73.0,4590,1607,100,115,87.0,116,136,85.3,26,65,40.0,0,0.2,0.3,-0.2,3,18,5,3,23,Matches
Emerson Palmieri,it ITA,"DF,MF",28-190,5.1,202,253,79.8,2762,883,131,142,92.3,51,64,79.7,11,22,50.0,0,0.3,0.3,-0.3,6,12,6,2,17,Matches
Nayef Aguerd,ma MAR,DF,26-316,4.8,150,194,77.3,3032,1347,51,55,92.7,77,94,81.9,20,40,50.0,0,0.0,0.1,0.0,1,11,2,0,9,Matches
Angelo Ogbonna,it ITA,DF,34-262,4.3,116,139,83.5,2298,758,30,35,85.7,68,77,88.3,15,23,65.2,0,0.2,0.1,-0.2,2,0,0,0,0,Matches
Flynn Downes,eng ENG,MF,24-020,3.2,92,113,81.4,1157,198,67,70,95.7,17,24,70.8,4,7,57.1,0,0.0,0.0,0.0,1,5,1,0,6,Matches
Manuel Lanzini,ar ARG,"MF,FW",29-359,1.4,68,83,81.9,1099,257,31,38,81.6,29,32,90.6,5,8,62.5,0,0.0,0.1,0.0,0,6,2,0,12,Matches
Maxwel Cornet,ci CIV,FW,26-135,1.0,20,30,66.7,266,46,13,18,72.2,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Alphonse Areola,fr FRA,GK,29-347,1.2,29,42,69.0,852,696,9,9,100.0,10,10,100.0,10,22,45.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Danny Ings,eng ENG,FW,30-201,0.3,5,8,62.5,103,84,2,3,66.7,1,1,100.0,1,2,50.0,0,0.2,0.2,-0.2,1,1,0,0,2,Matches
Divin Mubama,eng ENG,FW,18-107,0.0,1,1,100.0,14,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Conor Coventry,ie IRL,"MF,FW",22-321,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,28.7,21.0,7272,9479,76.7,130588,49144,3398,3874,87.7,2867,3442,83.3,844,1605,52.6,7,16.2,13.4,-9.2,197,592,123,49,761,
Opponent Total,,,27.3,21.0,9880,12035,82.1,166588,56196,4714,5191,90.8,4036,4615,87.5,819,1564,52.4,19,16.7,15.2,2.3,178,729,161,28,878,
