Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Declan Rice,eng ENG,MF,24-026,21.0,49,21,23,25,1,16,23,69.6,7,22,9,13,35,84,30,0,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-051,20.9,28,10,9,10,9,11,28,39.3,17,25,5,20,16,44,13,0,Matches
Łukasz Fabiański,pl POL,GK,37-297,19.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Tomáš Souček,cz CZE,MF,27-347,17.5,52,25,31,20,1,17,33,51.5,16,27,10,17,29,81,34,1,Matches
Aaron Cresswell,eng ENG,DF,33-056,17.0,14,7,8,6,0,6,16,37.5,10,17,8,9,20,34,40,0,Matches
Thilo Kehrer,de GER,DF,26-141,15.5,24,14,13,8,3,14,31,45.2,17,10,4,6,21,45,39,1,Matches
Kurt Zouma,fr FRA,DF,28-105,14.2,4,2,2,2,0,3,6,50.0,3,7,7,0,13,17,77,0,Matches
Vladimír Coufal,cz CZE,DF,30-171,13.3,30,18,20,7,3,18,26,69.2,8,18,5,13,24,54,33,0,Matches
Lucas Paquetá,br BRA,MF,25-166,11.9,27,19,11,13,3,7,22,31.8,15,22,3,19,10,37,20,0,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-183,12.5,13,6,7,1,5,4,11,36.4,7,11,1,10,6,19,9,0,Matches
Pablo Fornals,es ESP,"FW,MF",26-352,10.7,15,8,5,5,5,5,22,22.7,17,10,1,9,11,26,8,0,Matches
Gianluca Scamacca,it ITA,FW,24-039,10.3,10,5,1,3,6,2,2,100.0,0,3,0,3,4,14,5,0,Matches
Michail Antonio,jm JAM,FW,32-318,10.9,9,6,1,4,4,2,4,50.0,2,10,3,7,3,12,3,0,Matches
Craig Dawson,eng ENG,DF,32-279,8.0,10,6,8,2,0,4,6,66.7,2,9,6,3,6,16,26,0,Matches
Ben Johnson,eng ENG,DF,23-016,6.0,12,8,8,1,3,7,9,77.8,2,7,3,4,6,18,21,1,Matches
Emerson Palmieri,it ITA,"DF,MF",28-190,5.1,5,2,1,4,0,2,4,50.0,2,6,0,6,6,11,7,0,Matches
Nayef Aguerd,ma MAR,DF,26-316,4.8,12,8,8,4,0,7,8,87.5,1,7,6,1,3,15,22,0,Matches
Angelo Ogbonna,it ITA,DF,34-262,4.3,3,1,3,0,0,1,2,50.0,1,2,0,2,7,10,26,0,Matches
Flynn Downes,eng ENG,MF,24-020,3.2,5,3,0,4,1,1,3,33.3,2,9,0,9,2,7,2,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",29-359,1.4,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
Maxwel Cornet,ci CIV,FW,26-135,1.0,4,1,3,0,1,2,2,100.0,0,0,0,0,0,4,0,0,Matches
Alphonse Areola,fr FRA,GK,29-347,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Danny Ings,eng ENG,FW,30-201,0.3,2,1,0,1,1,0,0,,0,1,1,0,0,2,0,0,Matches
Divin Mubama,eng ENG,FW,18-107,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Conor Coventry,ie IRL,"MF,FW",22-321,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,21.0,328,171,162,120,46,129,260,49.6,131,224,72,152,222,550,418,3,
Opponent Total,,,27.3,21.0,318,189,161,119,38,134,238,56.3,104,264,94,170,163,481,464,7,
