Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Declan Rice,eng ENG,MF,24-026,21.0,66,3.14,57,2,1,1,2,3,3,0.14,3,0,0,0,0,0,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-051,20.9,61,2.92,30,11,1,10,7,2,6,0.29,1,1,0,2,2,0,Matches
Łukasz Fabiański,pl POL,GK,37-297,19.8,2,0.1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tomáš Souček,cz CZE,MF,27-347,17.5,35,2.0,28,0,0,6,0,1,1,0.06,1,0,0,0,0,0,Matches
Aaron Cresswell,eng ENG,DF,33-056,17.0,53,3.11,35,17,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Thilo Kehrer,de GER,DF,26-141,15.5,15,0.97,10,2,0,3,0,0,2,0.13,1,0,0,1,0,0,Matches
Kurt Zouma,fr FRA,DF,28-105,14.2,4,0.28,3,0,0,1,0,0,2,0.14,1,0,0,1,0,0,Matches
Vladimír Coufal,cz CZE,DF,30-171,13.3,30,2.25,22,6,0,1,1,0,1,0.07,0,1,0,0,0,0,Matches
Lucas Paquetá,br BRA,MF,25-166,11.9,37,3.11,26,1,1,5,3,1,4,0.34,2,0,0,2,0,0,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-183,12.5,58,4.63,43,1,8,4,2,0,1,0.08,1,0,0,0,0,0,Matches
Pablo Fornals,es ESP,"FW,MF",26-352,10.7,37,3.47,32,1,0,3,0,1,0,0.0,0,0,0,0,0,0,Matches
Gianluca Scamacca,it ITA,FW,24-039,10.3,24,2.33,20,0,1,2,0,1,1,0.1,1,0,0,0,0,0,Matches
Michail Antonio,jm JAM,FW,32-318,10.9,24,2.19,16,0,4,2,2,0,6,0.55,3,0,2,1,0,0,Matches
Craig Dawson,eng ENG,DF,32-279,8.0,12,1.5,10,0,0,1,1,0,1,0.12,0,0,0,0,1,0,Matches
Ben Johnson,eng ENG,DF,23-016,6.0,8,1.33,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emerson Palmieri,it ITA,"DF,MF",28-190,5.1,14,2.76,12,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Nayef Aguerd,ma MAR,DF,26-316,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Angelo Ogbonna,it ITA,DF,34-262,4.3,2,0.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Flynn Downes,eng ENG,MF,24-020,3.2,6,1.89,3,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",29-359,1.4,2,1.43,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Maxwel Cornet,ci CIV,FW,26-135,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alphonse Areola,fr FRA,GK,29-347,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Danny Ings,eng ENG,FW,30-201,0.3,1,3.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Divin Mubama,eng ENG,FW,18-107,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Conor Coventry,ie IRL,"MF,FW",22-321,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,21.0,493,23.48,360,43,18,43,20,9,28,1.33,14,2,2,7,3,0,
Opponent Total,,,27.3,21.0,430,20.48,326,35,19,25,18,7,45,2.14,34,2,2,4,2,1,
