Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Óscar de Marcos,es ESP,DF,33-354,22.8,58,2.54,52,4,0,0,1,1,6,0.26,6,0,0,0,0,0,Matches
Nico Williams,es ESP,FW,20-265,22.5,82,3.65,54,7,14,2,4,1,8,0.36,4,0,2,1,1,0,Matches
Iñaki Williams,gh GHA,FW,28-292,21.6,52,2.41,42,0,7,1,2,0,7,0.32,6,0,1,0,0,0,Matches
Oihan Sancet,es ESP,MF,22-343,19.8,60,3.04,51,1,2,3,3,0,2,0.1,1,0,0,0,1,0,Matches
Unai Simón,es ESP,GK,25-296,21.5,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yeray Álvarez,es ESP,DF,28-069,21.1,23,1.09,19,1,0,1,1,1,2,0.09,2,0,0,0,0,0,Matches
Mikel Vesga,es ESP,MF,29-317,20.6,43,2.08,40,0,0,1,1,1,5,0.24,3,0,0,0,1,1,Matches
Álex Berenguer,es ESP,FW,27-273,18.8,66,3.51,35,17,4,4,3,3,3,0.16,2,0,0,1,0,0,Matches
Daniel Vivian,es ESP,DF,23-262,18.1,12,0.66,8,1,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Yuri Berchiche,es ESP,DF,33-052,15.7,32,2.03,25,3,1,3,0,0,1,0.06,1,0,0,0,0,0,Matches
Iker Muniain,es ESP,"MF,FW",30-105,15.4,93,6.03,55,26,1,2,9,0,11,0.71,7,2,0,0,2,0,Matches
Iñigo Lekue,es ESP,DF,29-334,13.9,30,2.15,24,4,1,0,1,0,3,0.22,2,1,0,0,0,0,Matches
Iñigo Martínez,es ESP,DF,31-321,12.0,10,0.83,7,0,0,3,0,0,1,0.08,1,0,0,0,0,0,Matches
Dani García,es ESP,MF,32-314,10.9,17,1.55,14,0,0,0,1,2,2,0.18,2,0,0,0,0,0,Matches
Gorka Guruzeta,es ESP,FW,26-203,9.0,15,1.66,10,0,0,5,0,0,1,0.11,0,0,0,1,0,0,Matches
Raúl García,es ESP,"FW,MF",36-266,8.1,27,3.32,16,0,2,6,1,2,5,0.62,4,0,1,0,0,0,Matches
Oier Zarraga,es ESP,MF,24-089,7.5,21,2.81,15,2,0,3,0,1,0,0.0,0,0,0,0,0,0,Matches
Julen Agirrezabala,es ESP,GK,22-098,5.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ander Herrera,es ESP,MF,33-232,3.4,13,3.81,11,0,0,1,1,0,1,0.29,1,0,0,0,0,0,Matches
Aitor Paredes,es ESP,DF,22-339,2.6,2,0.76,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mikel Balenziaga,es ESP,DF,35-033,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Asier Villalibre,es ESP,FW,25-185,1.1,3,2.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Unai Vencedor Paris,es ESP,MF,22-139,1.7,2,1.21,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jon Morcillo,es ESP,"FW,MF",24-200,0.8,4,5.45,4,0,0,0,0,0,1,1.36,1,0,0,0,0,0,Matches
Ander Capa,es ESP,"DF,MF",31-054,0.4,3,7.3,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Malcom Abdulai Ares Djalo,es ESP,FW,21-173,0.1,3,54.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,27.0,673,24.93,494,66,33,39,29,12,59,2.19,43,3,4,3,5,1,
Opponent Total,,,27.9,27.0,491,18.19,342,48,29,32,28,12,47,1.74,32,2,7,2,2,2,
