Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Nico Williams,es ESP,FW,20-250,22.1,715,665,47,4,2,2,128,3,40,10,19,0,479,3,53,Matches
Óscar de Marcos,es ESP,DF,33-339,21.9,1317,1065,245,20,0,9,89,225,0,0,0,0,1018,7,30,Matches
Oihan Sancet,es ESP,MF,22-328,19.4,668,646,15,8,2,1,9,0,2,0,1,0,551,7,12,Matches
Unai Simón,es ESP,GK,25-281,21.5,644,471,170,40,0,1,0,0,0,0,0,0,472,3,0,Matches
Iñaki Williams,gh GHA,FW,28-277,20.6,500,463,33,0,1,4,53,9,0,0,0,0,321,4,26,Matches
Yeray Álvarez,es ESP,DF,28-054,20.1,1085,1015,67,59,3,31,9,2,0,0,0,0,879,3,10,Matches
Mikel Vesga,es ESP,MF,29-302,20.3,1095,1083,6,5,2,14,8,0,0,0,0,0,906,6,12,Matches
Álex Berenguer,es ESP,FW,27-258,18.1,662,558,95,27,0,2,94,11,57,28,9,1,447,9,19,Matches
Daniel Vivian,es ESP,DF,23-247,17.1,844,804,36,35,1,19,5,0,0,0,0,0,672,4,11,Matches
Yuri Berchiche,es ESP,DF,33-037,14.7,856,684,168,26,1,10,45,142,0,0,0,0,691,4,19,Matches
Iker Muniain,es ESP,"MF,FW",30-090,14.4,853,733,116,48,5,3,76,7,52,8,33,0,691,4,6,Matches
Iñigo Lekue,es ESP,DF,29-319,13.9,779,645,132,16,0,4,42,114,2,0,1,0,604,2,16,Matches
Iñigo Martínez,es ESP,DF,31-306,12.0,634,595,37,28,0,24,4,2,0,0,0,0,520,2,5,Matches
Dani García,es ESP,MF,32-299,10.3,443,426,15,15,2,4,3,0,0,0,0,0,343,2,6,Matches
Gorka Guruzeta,es ESP,FW,26-188,8.3,190,175,14,0,0,3,1,3,0,0,0,0,134,1,11,Matches
Raúl García,es ESP,"FW,MF",36-251,7.9,222,212,8,1,1,2,9,3,0,0,0,0,143,2,4,Matches
Oier Zarraga,es ESP,MF,24-074,6.9,271,262,8,5,0,1,18,1,2,0,2,0,208,1,9,Matches
Julen Agirrezabala,es ESP,GK,22-083,4.5,149,102,47,4,0,0,0,0,0,0,0,0,98,0,0,Matches
Ander Herrera,es ESP,MF,33-217,3.4,197,193,2,1,3,0,1,0,1,0,0,0,170,2,1,Matches
Aitor Paredes,es ESP,DF,22-324,2.6,128,124,3,1,0,2,0,2,0,0,0,0,109,1,1,Matches
Mikel Balenziaga,es ESP,DF,35-018,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0,Matches
Asier Villalibre,es ESP,FW,25-170,1.1,18,18,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Unai Vencedor Paris,es ESP,MF,22-124,1.7,98,94,3,3,0,2,2,0,0,0,0,0,86,1,1,Matches
Jon Morcillo,es ESP,"FW,MF",24-185,0.8,44,43,0,0,0,0,6,0,0,0,0,0,32,1,0,Matches
Ander Capa,es ESP,"DF,MF",31-039,0.3,29,22,5,0,0,0,2,5,0,0,0,0,23,2,0,Matches
Malcom Abdulai Ares Djalo,es ESP,FW,21-158,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Squad Total,,,28.1,26.0,12517,11162,1283,346,23,138,607,540,156,46,65,1,9664,72,252,
Opponent Total,,,27.9,26.0,12264,10867,1345,412,25,140,409,533,88,39,33,1,9486,52,225,
