Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Nico Williams,es ESP,FW,20-250,22.1,1019,5,85,288,662,116,1019,128,49,38.3,58,45.3,658,5100,2794,118,43,48,60,37,707,239,Matches
Óscar de Marcos,es ESP,DF,33-339,21.9,1515,63,374,689,467,18,1515,17,6,35.3,10,58.8,802,3336,2043,50,48,2,16,16,856,98,Matches
Oihan Sancet,es ESP,MF,22-328,19.4,880,11,81,436,382,58,879,58,30,51.7,19,32.8,593,3596,1896,61,47,12,58,38,670,101,Matches
Unai Simón,es ESP,GK,25-281,21.5,684,556,679,5,0,0,684,0,0,,0,,406,2189,1279,0,0,0,0,0,308,0,Matches
Iñaki Williams,gh GHA,FW,28-277,20.6,707,26,61,236,420,112,706,55,26,47.3,23,41.8,448,3129,1655,78,28,33,44,26,543,207,Matches
Yeray Álvarez,es ESP,DF,28-054,20.1,1290,132,540,700,64,13,1290,8,4,50.0,0,0.0,709,4816,3267,25,13,1,4,1,718,7,Matches
Mikel Vesga,es ESP,MF,29-302,20.3,1296,47,235,807,263,19,1294,11,6,54.5,5,45.5,726,3144,1514,17,23,3,29,14,836,26,Matches
Álex Berenguer,es ESP,FW,27-258,18.1,910,13,91,278,554,80,910,48,15,31.3,29,60.4,511,3004,1256,41,38,23,48,30,602,174,Matches
Daniel Vivian,es ESP,DF,23-247,17.1,1032,99,481,518,43,18,1032,9,3,33.3,5,55.6,616,3375,2133,15,11,0,10,8,583,4,Matches
Yuri Berchiche,es ESP,DF,33-037,14.7,1019,60,268,455,305,15,1019,15,6,40.0,7,46.7,549,2608,1338,32,21,3,13,11,567,51,Matches
Iker Muniain,es ESP,"MF,FW",30-090,14.4,962,5,71,470,432,29,962,41,25,61.0,9,22.0,652,3146,1464,39,39,7,23,25,750,87,Matches
Iñigo Lekue,es ESP,DF,29-319,13.9,918,41,257,441,233,13,918,20,11,55.0,7,35.0,507,2766,1595,40,24,6,17,3,490,58,Matches
Iñigo Martínez,es ESP,DF,31-306,12.0,754,97,369,354,33,12,754,0,0,,0,,410,2570,1755,7,10,0,4,2,429,4,Matches
Dani García,es ESP,MF,32-299,10.3,537,37,124,334,83,4,537,1,1,100.0,0,0.0,259,731,270,4,5,0,4,2,307,3,Matches
Gorka Guruzeta,es ESP,FW,26-188,8.3,294,8,25,137,133,44,294,5,1,20.0,4,80.0,154,479,156,4,3,3,20,14,208,51,Matches
Raúl García,es ESP,"FW,MF",36-251,7.9,316,9,26,136,156,48,316,11,6,54.5,4,36.4,177,746,363,9,12,2,8,6,225,43,Matches
Oier Zarraga,es ESP,MF,24-074,6.9,320,5,48,155,127,10,320,6,4,66.7,2,33.3,201,1158,583,10,10,1,5,8,220,20,Matches
Julen Agirrezabala,es ESP,GK,22-083,4.5,156,129,156,0,0,0,156,0,0,,0,,91,427,280,0,0,0,0,0,67,0,Matches
Ander Herrera,es ESP,MF,33-217,3.4,233,10,41,129,64,7,233,5,1,20.0,3,60.0,153,430,199,3,4,0,2,3,171,4,Matches
Aitor Paredes,es ESP,DF,22-324,2.6,155,11,59,88,10,5,155,0,0,,0,,98,456,232,2,1,0,2,0,92,1,Matches
Mikel Balenziaga,es ESP,DF,35-018,1.3,77,2,14,39,25,0,77,1,1,100.0,0,0.0,29,100,50,0,2,0,0,1,41,6,Matches
Asier Villalibre,es ESP,FW,25-170,1.1,27,1,1,7,19,7,27,0,0,,0,,14,48,14,0,0,0,0,2,22,9,Matches
Unai Vencedor Paris,es ESP,MF,22-124,1.7,117,3,19,74,24,4,117,1,0,0.0,1,100.0,61,265,135,1,2,1,4,4,78,2,Matches
Jon Morcillo,es ESP,"FW,MF",24-185,0.8,51,0,9,13,30,3,51,5,3,60.0,0,0.0,37,332,198,6,6,1,0,2,38,15,Matches
Ander Capa,es ESP,"DF,MF",31-039,0.3,35,2,8,12,15,0,35,2,2,100.0,0,0.0,24,148,116,2,3,0,2,0,22,3,Matches
Malcom Abdulai Ares Djalo,es ESP,FW,21-158,0.1,8,0,0,1,7,0,8,1,1,100.0,0,0.0,5,52,30,1,0,0,0,0,6,3,Matches
Squad Total,,,28.1,26.0,15312,1372,4122,6802,4551,635,15308,448,201,44.9,186,41.5,8890,48151,26615,565,393,146,373,253,9556,1216,
Opponent Total,,,27.9,26.0,15249,1948,5771,6445,3181,420,15248,466,209,44.8,204,43.8,8560,43543,21272,381,284,92,418,191,9391,830,
