Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Unai Simón,es ESP,GK,25-299,22,22,1935,21.5,25,1.16,73,50,67.1,9,5,8,8,36.4,1,1,0,0,0.0,Matches
Julen Agirrezabala,es ESP,GK,22-101,6,5,495,5.5,3,0.55,14,11,78.6,1,2,2,2,40.0,0,0,0,0,,Matches
Squad Total,,,28.2,27,27,2430,27.0,28,1.04,87,61,69.0,10,7,10,10,37.0,1,1,0,0,0.0,
Opponent Total,,,27.9,27,27,2430,27.0,36,1.33,109,73,69.7,10,7,10,12,44.4,4,3,1,0,25.0,
