Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Óscar de Marcos,es ESP,DF,33-357,22.8,47,22,24,16,7,26,54,48.1,28,31,6,25,22,69,42,0,Matches
Nico Williams,es ESP,FW,20-268,22.5,25,12,7,12,6,13,31,41.9,18,34,1,33,6,31,9,1,Matches
Iñaki Williams,gh GHA,FW,28-295,21.6,14,10,3,9,2,6,11,54.5,5,9,3,6,5,19,21,0,Matches
Oihan Sancet,es ESP,MF,22-346,19.8,17,10,1,12,4,6,28,21.4,22,9,0,9,3,20,7,1,Matches
Unai Simón,es ESP,GK,25-299,21.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,8,1,Matches
Yeray Álvarez,es ESP,DF,28-072,21.1,26,18,20,5,1,17,22,77.3,5,18,12,6,39,65,83,0,Matches
Mikel Vesga,es ESP,MF,29-320,20.6,40,23,14,21,5,19,54,35.2,35,25,6,19,26,66,28,2,Matches
Álex Berenguer,es ESP,FW,27-276,18.8,42,27,11,17,14,17,43,39.5,26,23,1,22,7,49,6,0,Matches
Daniel Vivian,es ESP,DF,23-265,18.1,33,20,22,11,0,19,25,76.0,6,18,10,8,22,55,68,1,Matches
Yuri Berchiche,es ESP,DF,33-055,15.7,30,17,14,12,4,18,31,58.1,13,23,8,15,26,56,39,1,Matches
Iker Muniain,es ESP,"MF,FW",30-108,15.4,16,13,5,8,3,6,13,46.2,7,7,1,6,3,19,2,0,Matches
Iñigo Lekue,es ESP,DF,29-337,13.9,23,16,19,4,0,11,17,64.7,6,14,2,12,13,36,31,1,Matches
Iñigo Martínez,es ESP,DF,31-324,12.0,14,6,9,5,0,5,8,62.5,3,14,9,5,16,30,45,0,Matches
Dani García,es ESP,MF,32-317,10.9,31,17,11,17,3,20,31,64.5,11,10,3,7,13,44,20,1,Matches
Gorka Guruzeta,es ESP,FW,26-206,9.0,14,12,4,6,4,7,12,58.3,5,11,2,9,4,18,4,0,Matches
Raúl García,es ESP,"FW,MF",36-269,8.1,10,7,2,3,5,4,12,33.3,8,8,1,7,5,15,9,0,Matches
Oier Zarraga,es ESP,MF,24-092,7.5,11,7,4,5,2,5,15,33.3,10,5,0,5,6,17,4,0,Matches
Julen Agirrezabala,es ESP,GK,22-101,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Ander Herrera,es ESP,MF,33-235,3.4,6,4,2,3,1,2,3,66.7,1,6,1,5,5,11,5,0,Matches
Aitor Paredes,es ESP,DF,22-342,2.6,3,2,2,0,1,3,5,60.0,2,4,2,2,7,10,5,0,Matches
Mikel Balenziaga,es ESP,DF,35-036,1.3,4,4,1,2,1,4,4,100.0,0,0,0,0,1,5,2,0,Matches
Asier Villalibre,es ESP,FW,25-188,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Unai Vencedor Paris,es ESP,MF,22-142,1.7,3,1,0,3,0,1,5,20.0,4,3,0,3,1,4,0,0,Matches
Jon Morcillo,es ESP,"FW,MF",24-203,0.8,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches
Ander Capa,es ESP,"DF,MF",31-057,0.4,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,1,0,Matches
Malcom Abdulai Ares Djalo,es ESP,FW,21-176,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.2,27.0,411,249,177,171,63,210,426,49.3,216,275,68,207,231,642,441,9,
Opponent Total,,,27.9,27.0,459,277,263,145,51,197,414,47.6,217,311,104,207,263,722,596,12,
