Player,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Ousmane Dembélé,1100.0,18,14,17.0,11.0,4.0,7.0,6.0,1.0,0.0,2.0,0.0,61.0,39.0,10.0,7.0,3.0,2.0,0.0,10.0,7.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,14.0,13.0,3.0,0.0,0.0,0.0,46.0,2.0,11.0,297.0,331.0,147.0,189.0,43.0,78.0,5.0,3.8,34.0,19.0,29.0,4.0,58.0,2.0,24.0,257.0,530.0,68.0,75.0,27.0,41.0,578.0,4684.0,2497.0,91.0,61.0,42.0,18.0,16.0,5.0,39.0,14.0,0.13,17.8,0.0,0.0,0.0,2.9
Ronald Araújo,1031.0,13,12,16.0,11.0,9.0,7.0,0.0,3.0,9.0,20.0,0.0,10.0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,43.0,25.0,14.0,213.0,229.0,331.0,356.0,70.0,104.0,1.0,0.4,2.0,58.0,1.0,0.0,42.0,53.0,269.0,482.0,31.0,17.0,2.0,2.0,0.0,518.0,3144.0,2199.0,18.0,4.0,1.0,3.0,3.0,0.0,9.0,0.0,0.0,11.3,0.0,0.0,0.0,1.3
Eric García,909.0,14,11,17.0,11.0,11.0,4.0,2.0,7.0,15.0,29.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,4.0,0.0,0.0,1.0,0.0,59.0,17.0,9.0,259.0,272.0,400.0,419.0,89.0,117.0,0.0,0.2,0.0,77.0,2.0,0.0,63.0,77.0,403.0,492.0,29.0,4.0,3.0,1.0,2.0,617.0,3094.0,1804.0,17.0,14.0,0.0,3.0,0.0,1.0,4.0,1.0,0.25,7.3,0.0,0.0,0.0,1.4
Jordi Alba,999.0,16,10,17.0,13.0,9.0,8.0,0.0,3.0,7.0,16.0,0.0,42.0,38.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,3.0,8.0,0.0,0.0,0.0,78.0,7.0,11.0,488.0,529.0,326.0,378.0,64.0,102.0,3.0,4.9,27.0,102.0,35.0,12.0,113.0,21.0,204.0,591.0,346.0,23.0,8.0,4.0,4.0,686.0,2805.0,1532.0,31.0,21.0,4.0,4.0,6.0,1.0,9.0,2.0,0.11,23.7,0.0,0.0,0.0,0.6
Ferrán Torres,992.0,22,10,8.0,4.0,1.0,5.0,2.0,1.0,2.0,4.0,0.0,37.0,23.0,3.0,7.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,13.0,21.0,6.0,0.0,0.0,0.0,40.0,4.0,4.0,184.0,207.0,102.0,134.0,24.0,43.0,0.0,3.1,18.0,10.0,20.0,9.0,32.0,10.0,43.0,170.0,342.0,72.0,59.0,28.0,20.0,380.0,2049.0,919.0,32.0,24.0,19.0,33.0,19.0,2.0,32.0,8.0,0.06,14.3,0.0,0.0,1.0,4.6
Ansu Fati,931.0,23,9,13.0,8.0,6.0,3.0,4.0,0.0,3.0,5.0,0.0,32.0,19.0,0.0,7.0,5.0,0.0,1.0,7.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,12.0,10.0,8.0,0.0,0.0,0.0,44.0,4.0,8.0,242.0,269.0,69.0,79.0,10.0,13.0,3.0,0.9,9.0,13.0,7.0,0.0,24.0,8.0,45.0,183.0,306.0,84.0,31.0,16.0,12.0,374.0,1925.0,872.0,27.0,17.0,17.0,29.0,23.0,3.0,44.0,11.0,0.07,13.8,2.0,0.0,0.0,6.2
Sergi Roberto,871.0,16,9,19.0,13.0,11.0,5.0,3.0,5.0,8.0,13.0,0.0,15.0,11.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,9.0,1.0,0.0,0.0,0.0,46.0,3.0,9.0,350.0,365.0,194.0,217.0,37.0,47.0,1.0,1.0,5.0,58.0,8.0,5.0,69.0,24.0,135.0,399.0,197.0,21.0,11.0,4.0,4.0,460.0,2024.0,1240.0,33.0,23.0,6.0,4.0,3.0,3.0,11.0,5.0,0.27,14.4,0.0,0.0,0.0,1.7
Marcos Alonso,682.0,15,6,9.0,6.0,6.0,3.0,0.0,8.0,10.0,18.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,40.0,12.0,8.0,211.0,224.0,280.0,298.0,51.0,68.0,0.0,0.6,4.0,42.0,6.0,3.0,50.0,51.0,238.0,388.0,52.0,5.0,1.0,1.0,0.0,457.0,2790.0,1674.0,18.0,8.0,0.0,6.0,1.0,1.0,3.0,1.0,0.33,12.4,0.0,0.0,0.0,0.8
Franck Kessié,588.0,17,4,9.0,5.0,4.0,3.0,2.0,1.0,7.0,6.0,1.0,12.0,8.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,12.0,2.0,0.0,0.0,0.0,34.0,3.0,4.0,122.0,135.0,69.0,81.0,11.0,14.0,1.0,0.6,5.0,11.0,3.0,0.0,19.0,14.0,68.0,179.0,77.0,18.0,13.0,5.0,5.0,209.0,1062.0,409.0,10.0,6.0,1.0,17.0,6.0,0.0,9.0,1.0,0.0,15.5,0.0,0.0,0.0,1.0
Gerard Piqué,384.0,6,4,5.0,4.0,1.0,4.0,0.0,1.0,2.0,19.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,26.0,20.0,6.0,102.0,112.0,193.0,199.0,56.0,66.0,0.0,0.1,1.0,47.0,0.0,0.0,35.0,38.0,126.0,290.0,9.0,5.0,1.0,1.0,0.0,284.0,1789.0,1197.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,8.9,0.0,0.0,0.0,0.4
Memphis,114.0,2,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,34.0,38.0,14.0,16.0,3.0,7.0,0.0,0.2,3.0,3.0,2.0,0.0,7.0,0.0,5.0,25.0,55.0,13.0,7.0,3.0,3.0,50.0,233.0,91.0,2.0,2.0,3.0,7.0,4.0,1.0,6.0,3.0,0.17,11.6,0.0,0.0,0.0,0.9
Héctor Bellerín,143.0,3,1,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,48.0,52.0,21.0,25.0,5.0,8.0,0.0,0.5,1.0,10.0,4.0,0.0,13.0,1.0,17.0,50.0,41.0,5.0,4.0,3.0,1.0,54.0,271.0,159.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Pablo Torre,29.0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,11.0,4.0,4.0,0.0,2.0,0.0,0.1,0.0,2.0,1.0,0.0,3.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,11.0,50.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Ángel Alarcón,25.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,6.0,25.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15.1,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,9.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.4,0.0,0.0,0.0,0.1
Chadi Riad,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Arnau Tenas,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ander Astralaga,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Casado,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estanis,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iñaki Peña,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miralem Pjanić,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremías Ledesma,2250.0,25,25,2.0,1.0,2.0,0.0,0.0,0.0,2.0,14.0,1.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,26.0,5.0,2.0,44.0,45.0,150.0,153.0,227.0,633.0,0.0,0.1,1.0,33.0,1.0,0.0,0.0,756.0,906.0,3.0,0.0,0.0,3.0,3.0,0.0,448.0,2930.0,2046.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Luis Hernández,2159.0,24,24,21.0,12.0,16.0,4.0,1.0,19.0,18.0,100.0,0.0,26.0,16.0,7.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,15.0,4.0,2.0,0.0,0.0,0.0,112.0,29.0,14.0,216.0,239.0,367.0,441.0,125.0,282.0,0.0,0.6,8.0,46.0,4.0,3.0,53.0,155.0,596.0,458.0,148.0,10.0,3.0,3.0,0.0,484.0,2010.0,1158.0,4.0,2.0,0.0,3.0,1.0,0.0,5.0,1.0,0.0,12.6,0.0,0.0,0.0,0.2
Alfonso Espino,2132.0,25,24,62.0,37.0,34.0,17.0,11.0,9.0,30.0,71.0,0.0,34.0,28.0,3.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,33.0,21.0,2.0,0.0,3.0,0.0,159.0,22.0,29.0,314.0,389.0,251.0,368.0,56.0,182.0,3.0,1.5,18.0,58.0,17.0,9.0,72.0,93.0,461.0,600.0,296.0,19.0,37.0,15.0,19.0,529.0,2217.0,1255.0,33.0,20.0,6.0,38.0,15.0,0.0,14.0,1.0,0.0,33.4,0.0,0.0,0.0,0.9
Rubén Sobrino,1554.0,22,17,28.0,18.0,15.0,9.0,4.0,1.0,15.0,14.0,0.0,27.0,20.0,0.0,0.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,36.0,35.0,7.0,0.0,0.0,0.0,103.0,35.0,43.0,159.0,205.0,83.0,98.0,8.0,17.0,1.0,0.7,13.0,17.0,2.0,1.0,23.0,27.0,139.0,242.0,211.0,44.0,40.0,14.0,23.0,328.0,2268.0,1065.0,29.0,26.0,8.0,34.0,26.0,2.0,20.0,9.0,0.1,13.0,0.0,0.0,0.0,3.1
Álex Fernández,1423.0,23,16,12.0,6.0,6.0,3.0,3.0,1.0,7.0,15.0,0.0,30.0,22.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,67.0,10.0,28.0,267.0,290.0,176.0,200.0,57.0,97.0,0.0,1.2,14.0,47.0,3.0,2.0,55.0,30.0,156.0,408.0,170.0,22.0,7.0,3.0,2.0,403.0,1777.0,763.0,16.0,18.0,3.0,16.0,23.0,3.0,14.0,7.0,0.14,12.4,0.0,1.0,1.0,2.5
Isaac Carcelen,1416.0,18,16,55.0,41.0,34.0,16.0,5.0,9.0,14.0,60.0,0.0,21.0,14.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,13.0,16.0,1.0,0.0,1.0,0.0,94.0,12.0,19.0,235.0,257.0,197.0,254.0,27.0,58.0,1.0,0.6,5.0,34.0,8.0,5.0,50.0,87.0,319.0,349.0,123.0,6.0,13.0,11.0,2.0,298.0,1349.0,782.0,17.0,11.0,2.0,13.0,12.0,0.0,5.0,1.0,0.0,27.0,1.0,0.0,0.0,0.2
Fali,1272.0,18,16,21.0,13.0,13.0,8.0,0.0,12.0,7.0,60.0,1.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,16.0,1.0,0.0,0.0,0.0,72.0,22.0,16.0,72.0,86.0,173.0,202.0,71.0,126.0,0.0,0.1,3.0,38.0,2.0,0.0,42.0,86.0,286.0,247.0,32.0,13.0,4.0,2.0,1.0,274.0,1334.0,744.0,3.0,2.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,16.3,0.0,0.0,0.0,0.4
Fede San Emeterio,1164.0,22,15,26.0,13.0,16.0,8.0,2.0,9.0,7.0,17.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,37.0,17.0,0.0,0.0,0.0,0.0,46.0,17.0,21.0,170.0,197.0,124.0,149.0,28.0,49.0,0.0,0.1,1.0,29.0,1.0,0.0,22.0,44.0,179.0,307.0,46.0,6.0,2.0,1.0,0.0,258.0,986.0,413.0,1.0,5.0,1.0,7.0,5.0,0.0,4.0,1.0,0.0,16.5,0.0,0.0,0.0,0.2
Theo Bongonda,1159.0,19,15,14.0,12.0,6.0,6.0,2.0,1.0,5.0,12.0,0.0,20.0,8.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,4.0,0.0,0.0,0.0,57.0,10.0,12.0,121.0,158.0,41.0,60.0,12.0,45.0,2.0,0.9,9.0,5.0,5.0,1.0,16.0,11.0,81.0,165.0,218.0,28.0,57.0,20.0,27.0,262.0,1869.0,910.0,32.0,22.0,6.0,26.0,12.0,2.0,27.0,7.0,0.07,21.7,1.0,0.0,0.0,2.8
Brian Ocampo,1119.0,18,15,18.0,15.0,12.0,5.0,1.0,0.0,3.0,3.0,0.0,40.0,29.0,4.0,5.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,32.0,27.0,2.0,0.0,0.0,0.0,92.0,7.0,13.0,177.0,207.0,61.0,86.0,22.0,41.0,1.0,1.7,16.0,13.0,15.0,6.0,22.0,12.0,91.0,192.0,228.0,19.0,44.0,18.0,18.0,330.0,2359.0,1302.0,40.0,29.0,10.0,30.0,28.0,1.0,13.0,2.0,0.08,21.3,0.0,0.0,0.0,0.5
Rubén Alcaraz,1259.0,20,14,30.0,20.0,17.0,13.0,0.0,5.0,15.0,27.0,0.0,26.0,18.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,28.0,21.0,0.0,0.0,0.0,0.0,99.0,21.0,18.0,187.0,221.0,183.0,209.0,75.0,124.0,0.0,0.8,13.0,51.0,9.0,5.0,52.0,43.0,191.0,435.0,115.0,13.0,14.0,8.0,5.0,391.0,2047.0,827.0,17.0,12.0,2.0,25.0,18.0,2.0,18.0,3.0,0.06,23.4,2.0,1.0,1.0,1.7
Anthony Lozano,1192.0,21,12,3.0,2.0,0.0,2.0,1.0,1.0,3.0,17.0,0.0,23.0,13.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,35.0,27.0,7.0,0.0,0.0,0.0,36.0,49.0,62.0,92.0,119.0,46.0,69.0,4.0,10.0,0.0,0.8,7.0,15.0,5.0,1.0,25.0,20.0,55.0,195.0,151.0,38.0,36.0,12.0,19.0,251.0,1401.0,554.0,17.0,11.0,7.0,50.0,31.0,0.0,23.0,6.0,0.0,16.9,0.0,0.0,0.0,1.7
Víctor Chust,863.0,12,9,8.0,6.0,7.0,1.0,0.0,3.0,10.0,44.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,45.0,16.0,15.0,92.0,104.0,152.0,172.0,74.0,105.0,0.0,0.1,1.0,20.0,1.0,0.0,21.0,63.0,269.0,206.0,8.0,3.0,3.0,1.0,2.0,215.0,1214.0,561.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.7,0.0,0.0,0.0,0.8
Iván Alejo,828.0,20,8,25.0,17.0,14.0,7.0,4.0,2.0,2.0,9.0,1.0,23.0,17.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,30.0,27.0,1.0,0.0,1.0,0.0,42.0,14.0,12.0,76.0,104.0,26.0,53.0,11.0,31.0,1.0,0.8,11.0,5.0,12.0,11.0,7.0,17.0,76.0,104.0,174.0,15.0,28.0,6.0,15.0,210.0,1458.0,603.0,30.0,19.0,2.0,24.0,18.0,0.0,14.0,3.0,0.0,21.0,0.0,0.0,0.0,0.7
