Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Brennan Johnson,wls WAL,FW,21-262,19.0,300,295,4,0,0,1,38,2,1,1,0,0,165,1,17,Matches
Dean Henderson,eng ENG,GK,25-334,18.0,671,455,214,58,0,0,0,0,0,0,0,0,425,2,0,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23-013,16.3,563,465,88,36,12,4,85,5,42,19,22,1,345,10,15,Matches
Scott McKenna,sct SCO,DF,26-089,16.2,691,657,31,10,0,3,2,21,0,0,0,0,550,3,2,Matches
Ryan Yates,eng ENG,MF,25-080,15.5,479,423,54,12,0,5,5,3,0,0,0,0,374,2,11,Matches
Remo Freuler,ch SUI,MF,30-300,15.2,573,555,17,16,0,2,5,1,0,0,0,0,458,1,10,Matches
Neco Williams,wls WAL,DF,21-302,13.5,609,467,138,23,3,4,66,102,13,7,6,0,389,4,21,Matches
Joe Worrall,eng ENG,DF,26-030,13.0,653,613,39,25,0,6,3,14,0,0,0,0,519,1,5,Matches
Renan Lodi,br BRA,DF,24-307,11.2,467,354,112,24,0,2,42,81,7,4,2,0,327,1,11,Matches
Serge Aurier,ci CIV,DF,30-047,11.0,544,427,116,12,1,0,29,104,0,0,0,0,368,1,23,Matches
Steve Cook,eng ENG,DF,31-296,10.6,459,445,13,11,0,6,1,2,0,0,0,0,369,1,2,Matches
Jesse Lingard,eng ENG,"FW,MF",30-056,9.6,266,243,21,7,1,3,4,8,0,0,0,0,211,2,5,Matches
Taiwo Awoniyi,ng NGA,FW,25-181,8.1,124,121,3,0,1,0,3,1,0,0,0,0,90,0,5,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",33-050,7.8,206,201,4,4,0,1,0,0,0,0,0,0,159,1,5,Matches
Orel Mangala,be BEL,MF,24-328,7.1,253,249,2,2,1,1,5,0,0,0,0,0,203,2,7,Matches
Willy Boly,ci CIV,DF,32-006,6.5,235,231,4,3,0,0,0,1,0,0,0,0,178,0,3,Matches
Harry Toffolo,eng ENG,DF,27-174,6.8,269,219,50,2,0,0,22,46,2,2,0,0,179,0,10,Matches
Lewis O'Brien,eng ENG,MF,24-118,6.5,214,207,7,4,0,0,4,3,0,0,0,0,166,0,4,Matches
Emmanuel Dennis,ng NGA,FW,25-086,4.1,99,95,4,0,0,0,4,3,0,0,0,0,70,0,9,Matches
Wayne Hennessey,wls WAL,GK,36-016,2.0,56,38,18,3,0,0,0,0,0,0,0,0,45,0,0,Matches
Moussa Niakhate,fr FRA,DF,26-338,1.8,50,47,3,3,0,0,0,0,0,0,0,0,38,0,1,Matches
Chris Wood,nz NZL,FW,31-064,1.6,28,28,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
Jack Colback,eng ENG,MF,33-108,3.1,72,70,2,2,0,0,1,0,0,0,0,0,59,0,0,Matches
Sam Surridge,eng ENG,FW,24-196,2.9,65,63,1,0,0,0,3,0,0,0,0,0,28,1,2,Matches
Gustavo Scarpa,br BRA,MF,29-035,1.2,56,53,3,0,1,1,2,1,1,0,0,0,38,0,5,Matches
Danilo,br BRA,MF,21-286,1.0,38,38,0,0,0,0,0,0,0,0,0,0,27,0,0,Matches
Keylor Navas,cr CRC,GK,36-056,1.0,36,14,22,10,0,0,0,0,0,0,0,0,15,0,0,Matches
Giulian Biancone,fr FRA,DF,22-315,0.2,21,19,2,0,0,0,1,2,0,0,0,0,15,0,0,Matches
Alexander Mighten,eng ENG,FW,20-304,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Cafú,pt POR,MF,29-348,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
André Ayew,gh GHA,FW,33-054,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.6,21.0,8100,7095,972,267,20,39,325,400,66,33,30,1,5827,33,173,
Opponent Total,,,27.4,21.0,12325,11264,1024,251,39,62,428,470,130,49,55,5,10033,37,212,
