Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Dean Henderson,eng ENG,GK,25-334,18.0,31,2,1,5,0,26.9,0.28,-4.1,-0.23,108,334,32.3,513,107,47.2,38.5,156,59.0,45.3,291,20,6.9,27,1.5,15.6,Matches
Wayne Hennessey,wls WAL,GK,36-016,2.0,4,0,0,1,0,3.8,0.35,-0.2,-0.1,16,26,61.5,41,8,41.5,37.1,15,60.0,41.9,22,0,0.0,2,1.0,17.8,Matches
Keylor Navas,cr CRC,GK,36-056,1.0,0,0,0,0,0,0.7,0.18,0.7,0.73,10,30,33.3,24,0,87.5,51.8,12,75.0,47.3,14,1,7.1,0,0.0,6.7,Matches
Squad Total,,,26.6,21.0,35,2,1,6,0,31.5,0.28,-3.5,-0.17,134,390,34.4,578,115,48.4,39.0,183,60.1,45.1,327,21,6.4,29,1.38,15.3,
Opponent Total,,,27.4,21.0,17,1,0,3,1,19.5,0.27,3.5,0.17,61,180,33.9,512,115,25.8,29.3,128,37.5,33.8,261,16,6.1,38,1.81,17.3,
