Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Harry Kane,eng ENG,FW,29-252,28.8,688,631,51,11,10,16,32,20,0,0,0,0,479,6,33,Matches
Pierre Højbjerg,dk DEN,MF,27-244,27.8,1910,1841,65,48,7,35,13,12,1,0,0,0,1695,4,24,Matches
Eric Dier,eng ENG,DF,29-081,26.3,1731,1669,59,52,0,14,11,6,0,0,0,0,1494,3,14,Matches
Son Heung-min,kr KOR,"MF,FW",30-272,23.4,692,577,109,21,3,0,102,5,80,34,29,0,502,6,22,Matches
Hugo Lloris,fr FRA,GK,36-101,22.0,664,470,191,18,0,0,0,0,0,0,0,0,526,3,1,Matches
Ben Davies,wls WAL,DF,29-347,20.3,1068,1007,58,24,0,8,29,34,0,0,0,0,882,3,14,Matches
Cristian Romero,ar ARG,DF,24-344,19.3,1191,1128,62,46,1,18,0,16,0,0,0,0,1048,1,20,Matches
Ivan Perišić,hr CRO,"DF,MF",34-063,18.5,895,718,174,10,0,12,149,108,56,49,3,0,579,3,30,Matches
Dejan Kulusevski,se SWE,"MF,FW",22-346,17.3,583,541,41,0,3,3,44,4,17,2,3,0,446,1,22,Matches
Rodrigo Bentancur,uy URU,MF,25-285,16.7,880,852,25,11,3,3,16,4,1,0,0,0,738,3,19,Matches
Clément Lenglet,fr FRA,DF,27-293,16.1,1086,1065,19,15,1,12,14,4,0,0,0,0,941,2,10,Matches
Emerson,br BRA,DF,24-082,15.5,832,684,144,16,0,6,44,127,1,0,0,0,662,4,29,Matches
Ryan Sessegnon,eng ENG,DF,22-323,9.0,390,318,72,2,2,1,30,70,0,0,0,0,280,0,19,Matches
Richarlison,br BRA,"MF,FW",25-331,8.3,223,215,8,0,4,1,13,0,0,0,0,0,162,0,9,Matches
Oliver Skipp,eng ENG,MF,22-202,8.2,423,417,5,4,1,4,9,0,0,0,0,0,359,1,10,Matches
Yves Bissouma,ml MLI,MF,26-219,9.0,571,558,11,8,1,2,2,0,0,0,0,0,514,2,8,Matches
Matt Doherty,ie IRL,"DF,MF",31-080,7.4,408,345,61,2,0,1,18,59,0,0,0,0,329,2,8,Matches
Fraser Forster,eng ENG,GK,35-020,7.0,170,116,53,9,0,0,0,0,0,0,0,0,143,1,0,Matches
Davinson Sánchez,co COL,DF,26-298,6.5,415,409,6,3,0,0,2,3,0,0,0,0,364,0,5,Matches
Pedro Porro,es ESP,DF,23-205,4.7,251,208,43,2,2,0,18,41,0,0,0,0,192,0,8,Matches
Bryan,es ESP,"MF,FW",22-054,1.6,60,57,3,1,0,0,2,1,0,0,0,0,47,0,3,Matches
Japhet Tanganga,eng ENG,DF,24-006,1.6,89,88,1,1,0,0,1,0,0,0,0,0,80,0,0,Matches
Pape Matar Sarr,sn SEN,MF,20-204,1.6,113,110,3,2,0,1,0,0,0,0,0,0,103,0,0,Matches
Lucas Moura,br BRA,"MF,DF",30-236,1.4,67,63,4,0,1,0,6,3,1,0,0,0,46,0,4,Matches
Arnaut Danjuma,nl NED,FW,26-065,0.1,11,11,0,0,0,0,1,0,0,0,0,0,6,0,1,Matches
Djed Spence,eng ENG,"FW,DF",22-240,0.1,9,9,0,0,0,0,0,0,0,0,0,0,5,0,2,Matches
Harvey White,eng ENG,MF,21-199,0.1,8,6,2,0,1,0,3,0,2,2,0,0,3,0,0,Matches
Squad Total,,,28.4,29.0,15428,14113,1270,306,40,137,559,517,159,87,35,0,12625,45,315,
Opponent Total,,,27.4,29.0,15022,13726,1260,355,36,101,494,495,141,55,46,13,12216,36,243,
