Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Harry Kane,eng ENG,FW,29-249,27.8,4,0,0,25,40,12,30,1,8,1,0,0,57,48,50,49.0,Matches
Pierre Højbjerg,dk DEN,MF,27-241,26.8,3,0,0,29,29,1,12,39,22,0,0,0,205,17,5,77.3,Matches
Eric Dier,eng ENG,DF,29-078,25.3,3,0,0,16,7,1,11,30,14,0,0,0,107,67,33,67.0,Matches
Son Heung-min,kr KOR,"MF,FW",30-269,22.5,1,0,0,11,27,9,102,9,9,0,0,0,75,7,17,29.2,Matches
Hugo Lloris,fr FRA,GK,36-098,21.0,0,0,0,0,2,0,0,1,1,0,0,1,27,6,3,66.7,Matches
Ben Davies,wls WAL,DF,29-344,20.3,3,0,0,26,12,0,29,16,8,0,0,0,67,52,43,54.7,Matches
Cristian Romero,ar ARG,DF,24-341,18.3,7,1,1,28,7,0,0,29,24,0,0,0,112,38,16,70.4,Matches
Ivan Perišić,hr CRO,"DF,MF",34-060,17.5,4,0,0,24,3,4,141,17,15,0,0,0,85,24,26,48.0,Matches
Rodrigo Bentancur,uy URU,MF,25-282,16.7,8,0,0,24,8,0,16,20,28,0,0,0,128,15,16,48.4,Matches
Dejan Kulusevski,se SWE,"MF,FW",22-343,16.3,1,0,0,23,16,1,43,6,9,0,1,0,102,3,5,37.5,Matches
Emerson,br BRA,DF,24-079,15.5,2,1,0,18,26,0,44,12,26,0,0,0,83,19,23,45.2,Matches
Clément Lenglet,fr FRA,DF,27-290,15.2,2,0,0,11,14,0,14,13,16,0,0,0,78,31,19,62.0,Matches
Ryan Sessegnon,eng ENG,DF,22-320,9.0,4,0,0,15,6,7,30,6,11,0,0,0,49,10,10,50.0,Matches
Richarlison,br BRA,"MF,FW",25-328,8.3,2,0,0,10,19,4,13,5,14,2,0,0,44,8,18,30.8,Matches
Yves Bissouma,ml MLI,MF,26-216,9.0,5,0,0,14,7,1,2,9,10,0,0,0,59,6,6,50.0,Matches
Oliver Skipp,eng ENG,MF,22-199,7.2,5,0,0,11,9,0,9,6,9,0,0,0,54,4,7,36.4,Matches
Matt Doherty,ie IRL,"DF,MF",31-077,7.4,0,0,0,11,4,0,18,8,10,0,0,0,31,20,13,60.6,Matches
Fraser Forster,eng ENG,GK,35-017,7.0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,,Matches
Davinson Sánchez,co COL,DF,26-295,6.4,1,0,0,5,4,1,2,10,6,0,1,0,29,16,9,64.0,Matches
Pedro Porro,es ESP,DF,23-202,3.7,0,0,0,4,7,0,15,3,1,0,0,0,15,1,2,33.3,Matches
Bryan,es ESP,"MF,FW",22-051,1.6,1,0,0,2,2,1,2,1,1,0,0,0,3,0,2,0.0,Matches
Japhet Tanganga,eng ENG,DF,24-003,1.6,0,0,0,3,3,0,1,2,2,0,0,0,8,5,2,71.4,Matches
Pape Matar Sarr,sn SEN,MF,20-201,1.6,1,0,0,4,3,0,0,5,5,0,1,0,13,3,2,60.0,Matches
Lucas Moura,br BRA,"MF,DF",30-233,1.3,0,0,0,1,3,0,6,2,5,0,0,0,7,2,1,66.7,Matches
Arnaut Danjuma,nl NED,FW,26-062,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Djed Spence,eng ENG,"FW,DF",22-237,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Harvey White,eng ENG,MF,21-196,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,,,28.4,28.0,57,2,1,315,260,42,544,250,254,3,3,1,1447,404,328,55.2,
Opponent Total,,,27.4,28.0,59,1,1,281,306,35,471,235,290,2,4,2,1488,328,404,44.8,
