3,Newcastle Utd,28,14,11,3.1,46,20,+26,53,1.89,48.5,26.1,+22.4,+0.80,L W W W W,"52,243",Miguel Almirón - 11,Nick Pope,Unnamed: 19
4,Manchester Utd,28,16,5,7,42,37,5,53,1.89,42.3,36.9,5.4,0.19,W L D L W,73718,Marcus Rashford - 15,David de Gea,
5,Tottenham,29,15,5,9,53,41,12,50,1.72,42.4,34.7,7.7,0.27,W L W D D,61654,Harry Kane - 22,Hugo Lloris,
6,Brighton,27,13,7,7,51,34,17,46,1.7,49.6,32.2,17.4,0.64,W D W D W,31460,Alexis Mac Allister - 8,Robert Sánchez,
7,Aston Villa,29,13,5,11,39,40,-1,44,1.52,37.1,43.4,-6.3,-0.22,W D W W W,41634,Ollie Watkins - 11,Emiliano Martínez,
