Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Hugo Lloris,fr FRA,GK,36-098,21.0,29,1,0,2,1,25.7,0.26,-2.3,-0.11,68,179,38.0,459,94,30.7,31.3,163,23.3,24.9,274,16,5.8,26,1.24,14.1,Matches
Fraser Forster,eng ENG,GK,35-017,7.0,11,1,0,4,0,10.0,0.27,-1.0,-0.14,11,35,31.4,125,38,19.2,26.4,44,25.0,26.6,84,3,3.6,11,1.57,17.2,Matches
Squad Total,,,28.4,28.0,40,2,0,6,1,35.7,0.27,-3.3,-0.12,79,214,36.9,584,132,28.3,30.2,207,23.7,25.2,358,19,5.3,37,1.32,14.8,
Opponent Total,,,27.4,28.0,52,3,0,13,2,42.0,0.27,-8.0,-0.28,134,448,29.9,726,130,46.0,36.8,168,67.9,48.8,402,21,5.2,45,1.61,15.5,
