Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Vicente Guaita,es ESP,GK,36-083,27.0,34,2,0,4,2,32.4,0.26,0.4,0.01,115,320,35.9,635,140,34.5,32.3,206,49.0,37.4,410,26,6.3,26,0.96,13.1,Matches
Joseph Whitworth,eng ENG,GK,19-033,2.0,5,0,0,0,0,2.3,0.23,-2.7,-1.33,8,27,29.6,68,8,29.4,30.1,15,46.7,36.7,25,1,4.0,3,1.5,15.4,Matches
Squad Total,,,27.6,29.0,39,2,0,4,2,34.7,0.26,-2.3,-0.08,123,347,35.4,703,148,34.0,32.1,221,48.9,37.4,435,27,6.2,29,1.0,13.3,
Opponent Total,,,27.3,29.0,24,0,1,5,2,28.6,0.28,6.6,0.23,103,255,40.4,804,126,25.2,28.7,167,31.1,30.5,326,18,5.5,39,1.34,16.2,
