Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Vicente Guaita,es ESP,GK,36-067,26,26,2340,26.0,33,1.27,114,83,72.8,6,9,11,6,23.1,2,2,0,0,0.0,Matches
Joseph Whitworth,eng ENG,GK,19-017,1,1,90,1.0,1,1.0,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.6,27,27,2430,27.0,34,1.26,119,87,73.1,6,9,12,6,22.2,2,2,0,0,0.0,
Opponent Total,,,27.3,27,27,2430,27.0,21,0.78,85,64,75.3,12,9,6,13,48.1,2,0,1,1,100.0,
