Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Marc Guéhi,eng ENG,DF,22-264,28,2520.0,90.0,96.6,28.0,28,90.0,28,0,,0,1.07,24.0,36.0,-12.0,-0.43,2.57,26.7,37.0,-10.3,-0.37,1.78,Matches
Vicente Guaita,es ESP,GK,36-083,27,2430.0,90.0,93.1,27.0,27,90.0,27,0,,0,1.11,23.0,34.0,-11.0,-0.41,1.59,25.2,37.4,-12.2,-0.45,-0.34,Matches
Cheick Doucouré,ml MLI,MF,23-085,26,2113.0,81.0,81.0,23.5,26,81.0,14,0,,0,1.04,20.0,33.0,-13.0,-0.55,-0.19,22.7,31.9,-9.1,-0.39,0.2,Matches
Jeffrey Schlupp,gh GHA,"MF,FW",30-101,28,2109.0,75.0,80.8,23.4,25,82.0,10,3,22.0,0,1.07,22.0,32.0,-10.0,-0.43,0.47,22.7,31.2,-8.5,-0.36,0.33,Matches
Tyrick Mitchell,eng ENG,DF,23-214,27,2081.0,77.0,79.7,23.1,25,82.0,18,2,19.0,0,1.0,20.0,28.0,-8.0,-0.35,0.84,21.4,29.8,-8.4,-0.37,0.31,Matches
Wilfried Zaha,ci CIV,"FW,MF",30-144,24,2065.0,86.0,79.1,22.9,24,86.0,20,0,,0,1.13,17.0,30.0,-13.0,-0.57,-0.24,21.4,29.7,-8.3,-0.36,0.31,Matches
Joachim Andersen,dk DEN,DF,26-307,23,2017.0,88.0,77.3,22.4,23,88.0,22,0,,0,1.17,19.0,28.0,-9.0,-0.4,0.51,22.3,27.8,-5.5,-0.24,0.8,Matches
Michael Olise,fr FRA,"FW,MF",21-112,28,1940.0,69.0,74.3,21.6,22,83.0,9,6,20.0,0,1.07,19.0,28.0,-9.0,-0.42,0.39,20.1,28.0,-7.9,-0.37,0.24,Matches
Jordan Ayew,gh GHA,"FW,MF",31-204,29,1923.0,66.0,73.7,21.4,22,80.0,11,7,24.0,0,1.03,16.0,31.0,-15.0,-0.7,-0.7,17.7,31.7,-14.0,-0.66,-0.87,Matches
Eberechi Eze,eng ENG,"MF,FW",24-278,29,1826.0,63.0,70.0,20.3,21,78.0,6,8,23.0,0,1.03,22.0,25.0,-3.0,-0.15,1.23,19.7,23.1,-3.4,-0.17,0.87,Matches
