Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
10,Fulham,14,6,4,4,21,20,1,22,1.57,18.5,21.0,-2.5,-0.18,14,5,2,7,18,19,-1,17,1.21,16.0,26.6,-10.6,-0.76
11,Chelsea,15,6,5,4,16,12,4,23,1.53,22.1,16.6,5.5,0.37,14,4,4,6,13,18,-5,16,1.14,15.7,19.0,-3.2,-0.23
12,Crystal Palace,15,5,5,5,14,19,-5,20,1.33,14.8,20.3,-5.6,-0.37,14,2,4,8,10,20,-10,10,0.71,12.4,19.2,-6.8,-0.49
13,Leeds United,14,5,5,4,20,19,1,20,1.43,17.9,20.4,-2.4,-0.17,15,2,3,10,18,30,-12,9,0.6,18.6,26.1,-7.5,-0.5
14,Wolves,14,5,2,7,12,19,-7,17,1.21,16.1,20.1,-4.0,-0.29,15,2,5,8,11,23,-12,11,0.73,13.3,21.7,-8.4,-0.56
