Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Predrag Rajković,rs SRB,GK,27-139,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Antonio Raillo,es ESP,DF,31-162,24.0,1,10,3,30.0,0.42,0.12,0.1,0.33,15.2,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Pablo Maffeo,es ESP,DF,25-250,21.3,1,16,3,18.8,0.75,0.14,0.06,0.33,18.5,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Vedat Muriqi,xk KVX,FW,28-329,21.3,10,48,18,37.5,2.26,0.85,0.17,0.44,15.9,0,2,3,8.1,5.8,0.12,1.9,2.2,Matches
Lee Kangin,kr KOR,"MF,FW",22-028,20.7,3,33,9,27.3,1.6,0.44,0.09,0.33,20.4,4,0,0,3.3,3.3,0.1,-0.3,-0.3,Matches
Jaume Costa,es ESP,DF,35-001,19.8,0,9,6,66.7,0.45,0.3,0.0,0.0,14.0,0,0,0,0.9,0.9,0.1,-0.9,-0.9,Matches
Martin Valjent,sk SVK,DF,27-098,19.5,0,3,1,33.3,0.15,0.05,0.0,0.0,31.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29-225,18.4,0,8,2,25.0,0.44,0.11,0.0,0.0,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Dani Rodríguez,es ESP,MF,34-286,16.5,3,20,9,45.0,1.21,0.55,0.15,0.33,18.8,0,0,0,1.5,1.5,0.08,1.5,1.5,Matches
Copete,es ESP,DF,23-160,16.1,0,4,0,0.0,0.25,0.0,0.0,,8.2,0,0,0,0.7,0.2,0.06,-0.7,-0.2,Matches
Iddrisu Baba,gh GHA,MF,27-056,12.1,0,7,0,0.0,0.58,0.0,0.0,,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Matija Nastasić,rs SRB,DF,29-356,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,15.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rodrigo Battaglia,ar ARG,MF,31-250,7.6,0,2,0,0.0,0.26,0.0,0.0,,18.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Giovanni González,uy URU,DF,28-180,7.8,0,4,0,0.0,0.51,0.0,0.0,,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Antonio Sánchez,es ESP,MF,26-077,7.3,0,10,5,50.0,1.38,0.69,0.0,0.0,22.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Clément Grenier,fr FRA,MF,32-071,6.8,0,3,2,66.7,0.44,0.3,0.0,0.0,23.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Tino Kadewere,zw ZIM,"FW,MF",27-073,4.2,1,16,5,31.3,3.8,1.19,0.06,0.2,19.7,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Amath,sn SEN,"MF,FW",26-246,6.3,1,12,4,33.3,1.9,0.63,0.08,0.25,15.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Braian Cufré,ar ARG,DF,26-094,2.4,0,3,0,0.0,1.23,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Franco Russo,ar ARG,DF,28-145,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ángel Rodríguez,es ESP,"FW,MF",35-327,3.0,0,9,3,33.3,3.05,1.02,0.0,0.0,10.8,0,0,0,1.8,1.8,0.2,-1.8,-1.8,Matches
Abdón Prats,es ESP,"FW,MF",30-102,2.9,1,6,4,66.7,2.05,1.36,0.17,0.25,13.9,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
Ludwig Augustinsson,se SWE,DF,28-332,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lago Junior,ci CIV,"FW,MF",32-078,0.6,0,2,1,50.0,3.46,1.73,0.0,0.0,17.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Manu Morlanes,es ESP,MF,24-066,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Javier Llabrés,es ESP,FW,20-189,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.6,25.0,21,228,76,33.3,9.12,3.04,0.08,0.25,18.1,5,2,3,22.2,19.7,0.09,-1.2,-0.7,
Opponent Total,,,28.2,25.0,26,297,80,26.9,11.88,3.2,0.07,0.26,20.0,12,5,6,27.9,23.1,0.08,-1.9,-2.1,
