Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Predrag Rajković,rs SRB,GK,27-154,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,1,Matches
Antonio Raillo,es ESP,DF,31-177,26.0,29,20,21,8,0,9,14,64.3,5,33,25,8,26,55,130,1,Matches
Pablo Maffeo,es ESP,DF,25-265,23.1,46,31,29,12,5,26,47,55.3,21,27,9,18,17,63,48,0,Matches
Vedat Muriqi,xk KVX,FW,28-344,22.9,8,5,3,5,0,2,7,28.6,5,12,5,7,7,15,45,0,Matches
Lee Kangin,kr KOR,"MF,FW",22-043,22.5,31,17,6,20,5,12,43,27.9,31,20,2,18,7,38,2,0,Matches
Jaume Costa,es ESP,DF,35-016,21.4,36,24,19,11,6,20,30,66.7,10,11,3,8,11,47,30,0,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29-240,20.4,46,31,23,20,3,16,39,41.0,23,21,7,14,22,68,17,0,Matches
Dani Rodríguez,es ESP,MF,34-301,18.0,31,16,14,15,2,14,27,51.9,13,22,4,18,16,47,12,0,Matches
Martin Valjent,sk SVK,DF,27-113,19.5,19,14,12,6,1,9,15,60.0,6,29,12,17,19,38,78,0,Matches
Copete,es ESP,DF,23-175,16.9,35,19,22,12,1,16,22,72.7,6,23,8,15,32,67,63,2,Matches
Iddrisu Baba,gh GHA,MF,27-071,13.7,25,14,13,12,0,12,25,48.0,13,12,3,9,8,33,21,0,Matches
Giovanni González,uy URU,DF,28-195,9.8,16,8,11,2,3,9,21,42.9,12,6,2,4,7,23,20,0,Matches
Matija Nastasić,rs SRB,DF,30-006,9.6,10,8,7,1,2,3,6,50.0,3,10,4,6,18,28,38,1,Matches
Rodrigo Battaglia,ar ARG,MF,31-265,7.6,12,5,7,5,0,6,14,42.9,8,16,7,9,5,17,18,0,Matches
Antonio Sánchez,es ESP,MF,26-092,7.7,11,5,6,3,2,5,19,26.3,14,11,0,11,9,20,4,1,Matches
Clément Grenier,fr FRA,MF,32-086,6.8,16,8,4,10,2,6,12,50.0,6,9,1,8,6,22,7,0,Matches
Tino Kadewere,zw ZIM,"FW,MF",27-088,4.8,5,3,2,3,0,3,6,50.0,3,3,0,3,0,5,1,0,Matches
Amath,sn SEN,"MF,FW",26-261,6.5,18,10,8,4,6,9,13,69.2,4,5,0,5,3,21,2,0,Matches
Braian Cufré,ar ARG,DF,26-109,2.4,5,2,2,1,2,2,5,40.0,3,2,1,1,2,7,1,0,Matches
Franco Russo,ar ARG,DF,28-160,1.6,2,1,2,0,0,0,1,0.0,1,5,0,5,3,5,5,0,Matches
Abdón Prats,es ESP,"FW,MF",30-117,3.1,1,0,1,0,0,0,0,,0,5,0,5,0,1,2,0,Matches
Ángel Rodríguez,es ESP,"FW,MF",35-342,3.0,1,1,0,1,0,0,1,0.0,1,3,0,3,1,2,1,0,Matches
Ludwig Augustinsson,se SWE,DF,28-347,1.3,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,3,0,Matches
Lago Junior,ci CIV,"FW,MF",32-093,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Manu Morlanes,es ESP,MF,24-081,0.3,2,1,2,0,0,0,1,0.0,1,1,0,1,0,2,1,0,Matches
Javier Llabrés,es ESP,FW,20-204,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,28.7,27.0,407,243,215,152,40,181,373,48.5,192,287,93,194,220,627,563,6,
Opponent Total,,,28.3,27.0,358,204,146,156,56,139,315,44.1,176,228,61,167,180,538,462,6,
