Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Predrag Rajković,rs SRB,GK,27-154,27.0,27,5,0,3,0,28.0,0.25,1.0,0.04,219,549,39.9,682,100,57.3,43.2,236,66.9,49.6,428,18,4.2,18,0.67,12.8,Matches
Squad Total,,,28.7,27.0,27,5,0,3,0,28.0,0.25,1.0,0.04,219,549,39.9,682,100,57.3,43.2,236,66.9,49.6,428,18,4.2,18,0.67,12.8,
Opponent Total,,,28.3,27.0,22,2,0,2,1,22.3,0.24,1.3,0.05,120,349,34.4,661,120,35.7,34.4,156,72.4,51.4,348,17,4.9,20,0.74,13.9,
