Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Predrag Rajković,rs SRB,GK,27-157,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.22,22.0,27.0,-5.0,-0.19,,22.8,29.1,-6.3,-0.23,,Matches
Antonio Raillo,es ESP,DF,31-180,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,,0,1.15,20.0,27.0,-7.0,-0.27,-2.27,22.4,28.6,-6.2,-0.24,-0.17,Matches
Pablo Maffeo,es ESP,DF,25-268,25,2080.0,83.0,85.6,23.1,24,85.0,21,1,29.0,0,1.08,18.0,26.0,-8.0,-0.35,-1.12,19.1,26.6,-7.5,-0.32,-0.7,Matches
Vedat Muriqi,xk KVX,FW,28-347,24,2065.0,86.0,85.0,22.9,24,86.0,12,0,,0,1.33,20.0,22.0,-2.0,-0.09,0.65,18.8,24.9,-6.1,-0.26,-0.2,Matches
Lee Kangin,kr KOR,"MF,FW",22-046,26,2025.0,78.0,83.3,22.5,24,82.0,8,2,26.0,0,1.15,20.0,23.0,-3.0,-0.13,0.31,19.7,23.4,-3.6,-0.16,0.44,Matches
Jaume Costa,es ESP,DF,35-019,23,1930.0,84.0,79.4,21.4,23,84.0,15,0,,1,1.39,18.0,21.0,-3.0,-0.14,0.22,15.8,24.0,-8.2,-0.38,-0.72,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29-243,23,1834.0,80.0,75.5,20.4,21,87.0,14,2,3.0,0,1.39,18.0,18.0,0.0,0.0,0.76,18.4,18.8,-0.4,-0.02,0.87,Matches
Dani Rodríguez,es ESP,MF,34-304,26,1623.0,62.0,66.8,18.0,21,71.0,1,5,25.0,0,1.15,16.0,16.0,0.0,0.0,0.56,13.5,19.8,-6.3,-0.35,-0.35,Matches
Martin Valjent,sk SVK,DF,27-116,20,1756.0,88.0,72.3,19.5,20,88.0,17,0,,2,1.25,15.0,20.0,-5.0,-0.26,-0.26,16.1,21.8,-5.7,-0.29,-0.22,Matches
Copete,es ESP,DF,23-178,20,1520.0,76.0,62.6,16.9,19,79.0,9,1,14.0,5,1.45,14.0,15.0,-1.0,-0.06,0.34,14.2,16.5,-2.3,-0.13,0.27,Matches
