Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Predrag Rajković,rs SRB,GK,27-157,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Antonio Raillo,es ESP,DF,31-180,26,26,2340.0,26.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.4,0.4,0.5,0.9,8.0,44.0,5.0,0.04,0.04,0.08,0.04,0.08,0.02,0.02,0.04,0.02,0.04,Matches
Pablo Maffeo,es ESP,DF,25-268,25,24,2080.0,23.1,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.9,0.9,2.2,3.2,55.0,48.0,100.0,0.04,0.13,0.17,0.04,0.17,0.04,0.09,0.13,0.04,0.13,Matches
Vedat Muriqi,xk KVX,FW,28-347,24,24,2065.0,22.9,10.0,2.0,12.0,8.0,2.0,3.0,5.0,1.0,8.3,5.9,1.6,7.5,23.0,43.0,116.0,0.44,0.09,0.52,0.35,0.44,0.36,0.07,0.43,0.26,0.33,Matches
Lee Kangin,kr KOR,"MF,FW",22-046,26,24,2025.0,22.5,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,3.3,3.3,3.2,6.6,64.0,70.0,98.0,0.13,0.18,0.31,0.13,0.31,0.15,0.14,0.29,0.15,0.29,Matches
Jaume Costa,es ESP,DF,35-019,23,23,1930.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.7,2.8,46.0,58.0,104.0,0.0,0.05,0.05,0.0,0.05,0.05,0.08,0.13,0.05,0.13,Matches
Iñigo Ruiz de Galarreta,es ESP,MF,29-243,23,21,1834.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,0.9,1.1,16.0,95.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,Matches
Dani Rodríguez,es ESP,MF,34-304,26,21,1623.0,18.0,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,1.6,1.6,1.5,3.0,32.0,59.0,54.0,0.17,0.17,0.33,0.17,0.33,0.09,0.08,0.17,0.09,0.17,Matches
Martin Valjent,sk SVK,DF,27-116,20,20,1756.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.4,0.4,9.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Copete,es ESP,DF,23-178,20,19,1520.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.7,0.2,0.2,0.4,7.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.01,0.02,Matches
Iddrisu Baba,gh GHA,MF,27-074,20,15,1231.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.2,0.7,3.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Giovanni González,uy URU,DF,28-198,12,9,881.0,9.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.2,1.4,9.0,27.0,32.0,0.0,0.2,0.2,0.0,0.2,0.02,0.13,0.15,0.02,0.15,Matches
Matija Nastasić,rs SRB,DF,30-009,13,9,861.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Battaglia,ar ARG,MF,31-268,15,8,686.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Antonio Sánchez,es ESP,MF,26-095,22,7,696.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.5,1.1,17.0,27.0,41.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches
Clément Grenier,fr FRA,MF,32-089,15,6,608.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,0.7,1.0,4.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.14,0.03,0.14,Matches
Tino Kadewere,zw ZIM,"FW,MF",27-091,11,4,428.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.6,1.9,10.0,1.0,21.0,0.21,0.0,0.21,0.21,0.21,0.28,0.13,0.41,0.28,0.41,Matches
Amath,sn SEN,"MF,FW",26-264,18,3,589.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.8,2.1,13.0,10.0,33.0,0.15,0.0,0.15,0.15,0.15,0.2,0.12,0.31,0.2,0.31,Matches
Braian Cufré,ar ARG,DF,26-112,5,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Franco Russo,ar ARG,DF,28-163,3,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
