Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Michele Di Gregorio,it ITA,GK,25-253,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,15,2,Matches
Carlos,br BRA,DF,24-089,24.3,40,20,24,11,5,18,30,60.0,12,15,4,11,14,54,56,1,Matches
Gianluca Caprari,it ITA,"MF,FW",29-250,20.9,14,6,3,9,2,7,20,35.0,13,16,1,15,7,21,3,0,Matches
Matteo Pessina,it ITA,MF,25-350,22.9,38,24,16,16,6,16,43,37.2,27,38,9,29,25,63,21,1,Matches
Patrick Ciurria,it ITA,"DF,MF",28-056,20.8,25,14,16,8,1,12,26,46.2,14,19,2,17,3,28,24,0,Matches
Pablo Marí,es ESP,DF,29-218,19.6,26,12,22,4,0,13,18,72.2,5,13,8,5,17,43,83,3,Matches
Luca Caldirola,it ITA,DF,32-064,18.4,17,8,10,4,3,7,18,38.9,11,18,9,9,18,35,42,0,Matches
Armando Izzo,it ITA,DF,31-035,18.0,56,38,34,20,2,20,29,69.0,9,16,7,9,32,88,59,0,Matches
Stefano Sensi,it ITA,MF,27-244,15.5,39,25,24,12,3,17,42,40.5,25,12,2,10,16,55,3,0,Matches
Andrea Petagna,it ITA,FW,27-280,14.6,7,5,2,3,2,3,4,75.0,1,14,4,10,2,9,16,0,Matches
Marlon,br BRA,DF,27-211,14.1,28,16,15,13,0,11,23,47.8,12,8,2,6,18,46,38,0,Matches
Nicolò Rovella,it ITA,MF,21-123,12.2,30,22,16,13,1,10,24,41.7,14,14,1,13,30,60,11,0,Matches
Samuele Birindelli,it ITA,DF,23-261,12.1,25,13,15,8,2,16,23,69.6,7,21,7,14,13,38,23,0,Matches
Dany Mota,pt POR,"FW,MF",24-339,13.4,5,4,0,2,3,1,4,25.0,3,5,1,4,2,7,15,0,Matches
Pepín,gq EQG,MF,26-235,10.4,16,9,4,7,5,4,19,21.1,15,11,2,9,11,27,13,0,Matches
Filippo Ranocchia,it ITA,MF,21-327,5.9,11,6,5,4,2,4,12,33.3,8,5,1,4,4,15,7,0,Matches
Andrea Colpani,it ITA,MF,23-330,6.3,10,6,6,2,2,6,10,60.0,4,13,2,11,3,13,3,0,Matches
Giulio Donati,it ITA,DF,33-060,4.4,4,1,1,1,2,3,6,50.0,3,3,1,2,4,8,8,0,Matches
Christian Gytkjær,dk DEN,"FW,MF",32-335,5.8,6,2,1,4,1,2,5,40.0,3,3,1,2,0,6,1,0,Matches
Andrea Barberis,it ITA,MF,29-116,3.6,6,2,4,2,0,4,9,44.4,5,0,0,0,8,14,1,0,Matches
Marco D'Alessandro,it ITA,"DF,FW",32-048,3.2,4,4,3,1,0,2,5,40.0,3,2,0,2,1,5,3,0,Matches
Mattia Valoti,it ITA,MF,29-212,3.0,10,6,3,6,1,4,9,44.4,5,7,3,4,2,12,4,0,Matches
Luca Marrone,it ITA,DF,33-009,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,4,1,Matches
Valentin Antov,bg BUL,DF,22-148,2.6,5,4,3,2,0,1,4,25.0,3,4,3,1,1,6,9,1,Matches
Salvatore Molina,it ITA,DF,31-095,2.5,6,5,2,4,0,4,5,80.0,1,4,2,2,1,7,2,0,Matches
Andrea Carboni,it ITA,DF,22-061,1.9,3,2,2,0,1,2,5,40.0,3,3,2,1,3,6,2,1,Matches
Alessio Cragno,it ITA,GK,28-282,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Andrea Ranocchia,it ITA,DF,35-049,0.5,3,1,1,2,0,3,4,75.0,1,5,5,0,0,3,7,0,Matches
Warren Bondo,fr FRA,MF,19-203,0.7,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
Franco Carboni,it ITA,DF,20-002,0.6,1,1,1,0,0,0,2,0.0,2,2,0,2,1,2,0,0,Matches
Samuele Vignato,it ITA,"FW,MF",19-041,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.3,28.0,436,256,234,158,44,190,403,47.1,213,274,81,193,239,675,473,10,
Opponent Total,,,27.3,28.0,414,246,188,160,66,176,369,47.7,193,292,86,206,243,657,448,5,
