Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Michele Di Gregorio,it ITA,GK,25-235,26.0,1092,893,1088,4,0,0,1092,2,2,100.0,0,0.0,661,3626,2446,0,0,0,0,0,574,0,Matches
Carlos,br BRA,DF,24-071,23.3,1416,78,460,616,354,46,1416,42,25,59.5,15,35.7,715,4164,2227,60,51,10,28,18,873,104,Matches
Matteo Pessina,it ITA,MF,25-332,22.9,1637,49,349,928,378,39,1635,44,28,63.6,13,29.5,1002,5744,2631,60,32,5,47,28,1175,70,Matches
Gianluca Caprari,it ITA,"MF,FW",29-232,20.1,1024,7,92,490,449,85,1023,64,22,34.4,36,56.3,674,4031,1919,74,35,32,63,23,819,142,Matches
Patrick Ciurria,it ITA,"DF,MF",28-038,19.8,1082,30,263,457,370,36,1082,24,3,12.5,18,75.0,557,2942,1339,38,30,5,38,12,688,118,Matches
Luca Caldirola,it ITA,DF,32-046,18.4,1156,134,582,521,57,8,1156,1,0,0.0,1,100.0,684,3530,2044,10,7,0,3,1,836,12,Matches
Armando Izzo,it ITA,DF,31-017,18.0,1272,110,628,568,87,17,1272,12,4,33.3,6,50.0,696,3272,1759,17,6,1,8,7,828,21,Matches
Pablo Marí,es ESP,DF,29-200,18.6,1236,207,719,494,25,13,1236,2,1,50.0,1,50.0,678,3465,1730,4,5,1,5,3,802,2,Matches
Stefano Sensi,it ITA,MF,27-226,14.5,1179,19,232,715,242,8,1179,22,7,31.8,9,40.9,732,3723,1625,23,26,2,23,14,900,25,Matches
Andrea Petagna,it ITA,FW,27-262,14.0,524,18,42,271,215,75,523,33,18,54.5,9,27.3,303,1812,473,17,9,10,51,35,404,105,Matches
Marlon,br BRA,DF,27-193,13.5,884,77,399,454,33,5,884,4,1,25.0,3,75.0,502,2588,1370,14,9,0,3,1,618,10,Matches
Samuele Birindelli,it ITA,DF,23-243,12.1,735,36,200,293,253,27,735,17,8,47.1,8,47.1,378,2437,1286,45,27,7,20,10,455,96,Matches
Dany Mota,pt POR,"FW,MF",24-321,13.0,516,16,39,235,245,56,516,42,19,45.2,15,35.7,328,2379,948,46,23,18,51,26,396,102,Matches
Nicolò Rovella,it ITA,MF,21-105,11.5,966,26,223,587,168,6,966,9,4,44.4,4,44.4,595,3001,1425,14,26,1,13,6,694,11,Matches
Pepín,gq EQG,MF,26-217,9.6,611,15,107,372,137,9,611,14,6,42.9,6,42.9,377,2235,1007,15,21,3,9,9,456,25,Matches
Filippo Ranocchia,it ITA,MF,21-309,5.9,328,14,70,174,90,4,328,15,8,53.3,3,20.0,213,1365,656,13,18,0,10,10,236,15,Matches
Andrea Colpani,it ITA,MF,23-312,6.0,329,3,33,154,150,20,329,22,9,40.9,9,40.9,222,1318,606,14,16,3,14,9,244,41,Matches
Christian Gytkjær,dk DEN,FW,32-317,5.6,143,2,5,74,64,21,143,4,2,50.0,2,50.0,75,252,53,1,2,2,14,5,107,29,Matches
Andrea Barberis,it ITA,MF,29-098,3.5,182,6,38,114,31,2,182,0,0,,0,,95,471,249,3,7,1,2,3,131,0,Matches
Giulio Donati,it ITA,DF,33-042,3.4,232,18,106,97,32,1,232,2,0,0.0,2,100.0,141,599,254,3,5,0,1,0,165,8,Matches
Marco D'Alessandro,it ITA,"DF,FW",32-030,3.2,141,1,37,55,52,10,141,5,1,20.0,3,60.0,80,713,329,14,4,5,4,5,89,19,Matches
Mattia Valoti,it ITA,MF,29-194,3.0,135,5,33,83,21,3,135,3,1,33.3,1,33.3,68,387,137,4,2,0,6,1,93,7,Matches
Luca Marrone,it ITA,DF,32-356,1.5,93,12,66,25,2,1,93,0,0,,0,,59,215,95,0,0,0,0,0,64,0,Matches
Salvatore Molina,it ITA,DF,31-077,2.5,139,6,29,47,65,1,139,4,2,50.0,1,25.0,79,416,275,9,5,0,4,2,85,22,Matches
Valentin Antov,bg BUL,DF,22-130,2.2,156,20,75,67,14,0,156,1,1,100.0,0,0.0,72,272,115,0,2,0,3,2,95,3,Matches
Andrea Carboni,it ITA,DF,22-043,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2,Matches
Alessio Cragno,it ITA,GK,28-264,1.0,32,26,32,0,0,0,32,0,0,,0,,19,101,61,0,0,0,0,0,17,0,Matches
Andrea Ranocchia,it ITA,DF,35-031,0.5,35,13,28,7,0,0,35,0,0,,0,,11,63,22,0,0,0,0,0,13,0,Matches
Warren Bondo,fr FRA,MF,19-185,0.7,60,0,8,40,13,0,60,4,3,75.0,1,25.0,45,315,147,3,3,0,1,1,51,2,Matches
Franco Carboni,it ITA,DF,19-349,0.6,49,1,12,22,20,1,49,5,2,40.0,3,60.0,28,219,135,6,2,1,0,0,28,8,Matches
Samuele Vignato,it ITA,"FW,MF",19-023,0.2,16,0,0,8,8,3,16,2,1,50.0,1,50.0,12,67,34,1,0,0,1,0,14,2,Matches
Squad Total,,,27.3,27.0,17504,1846,6036,8015,3595,501,17500,402,179,44.5,172,42.8,10151,56006,27587,512,375,107,422,231,12016,1001,
Opponent Total,,,27.2,27.0,14539,1570,4571,6538,3586,569,14539,430,194,45.1,188,43.7,8176,45789,23621,507,349,118,453,243,9085,958,
