Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Robin Knoche,de GER,DF,30-319,25.0,4,0,0,12,22,0,0,25,25,0,1,0,188,43,39,52.4,Matches
Rani Khedira,de GER,MF,29-069,24.0,7,0,0,44,12,0,8,33,24,0,0,0,138,31,17,64.6,Matches
Sheraldo Becker,sr SUR,FW,28-056,20.8,1,0,0,22,17,21,87,2,4,1,0,0,59,14,38,26.9,Matches
Janik Haberer,de GER,MF,29-004,17.8,0,0,0,26,31,1,10,9,12,0,0,0,104,31,40,43.7,Matches
Frederik Rønnow,dk DEN,GK,30-245,21.0,2,0,0,0,4,0,0,0,0,0,0,0,32,6,2,75.0,Matches
Diogo Leite,pt POR,DF,24-073,20.3,4,1,0,37,21,1,3,23,15,1,1,0,117,54,44,55.1,Matches
Christopher Trimmel,at AUT,DF,36-041,17.3,1,0,0,14,5,1,143,23,15,0,1,0,91,18,18,50.0,Matches
Danilho Doekhi,nl NED,DF,24-280,16.6,0,0,0,12,10,0,8,21,17,1,0,0,63,42,31,57.5,Matches
Jordan Pefok,us USA,FW,26-345,13.0,3,0,0,31,10,8,1,4,7,0,0,0,36,90,74,54.9,Matches
Niko Gießelmann,de GER,DF,31-192,13.3,4,0,0,14,18,0,85,9,10,0,0,0,54,20,16,55.6,Matches
Julian Ryerson,no NOR,DF,25-140,11.5,2,0,0,16,12,1,41,12,17,0,0,0,77,5,11,31.3,Matches
Kevin Behrens,de GER,FW,32-062,11.4,3,0,0,22,18,4,5,4,6,0,0,0,34,117,106,52.5,Matches
Paul Jaeckel,de GER,DF,24-258,9.9,1,0,0,12,2,0,2,13,13,0,0,0,50,13,16,44.8,Matches
András Schäfer,hu HUN,MF,23-358,8.4,0,0,0,12,14,1,7,4,8,0,0,0,55,9,14,39.1,Matches
Morten Thorsby,no NOR,MF,26-336,7.3,3,0,0,13,5,0,3,2,8,0,0,0,33,16,22,42.1,Matches
Timo Baumgartl,de GER,DF,27-033,5.7,1,0,0,10,4,0,5,1,5,0,0,0,35,16,10,61.5,Matches
Genki Haraguchi,jp JPN,MF,31-332,5.5,0,0,0,4,12,0,4,3,8,0,0,0,19,8,7,53.3,Matches
Aïssa Laïdouni,tn TUN,MF,26-114,5.3,1,0,0,5,21,1,4,5,3,1,0,0,38,3,7,30.0,Matches
Lennart Grill,de GER,GK,24-071,5.0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0,Matches
Josip Juranović,hr CRO,DF,27-233,5.0,0,0,0,1,3,1,37,1,2,0,0,0,28,0,2,0.0,Matches
Paul Seguin,de GER,MF,28-008,7.0,4,0,0,13,3,0,18,5,7,0,1,0,52,10,11,47.6,Matches
Jérôme Roussillon,fr FRA,DF,30-090,4.0,1,0,0,6,5,0,14,1,2,0,0,0,25,1,4,20.0,Matches
Sven Michel,de GER,FW,32-265,4.6,2,0,0,8,4,2,16,0,4,0,0,0,23,20,41,32.8,Matches
Tymoteusz Puchacz,pl POL,DF,24-073,0.6,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0.0,Matches
Jamie Leweling,de GER,FW,22-039,2.1,1,0,0,6,8,1,6,1,3,0,0,0,15,1,6,14.3,Matches
Miloš Pantović,rs SRB,MF,26-273,2.0,1,0,0,4,5,0,3,0,1,0,0,0,11,5,8,38.5,Matches
Tim Skarke,de GER,"DF,MF",26-211,0.6,1,0,0,3,0,0,8,0,1,0,0,0,1,0,1,0.0,Matches
Levin Öztunalı,de GER,MF,27-022,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Squad Total,,,28.6,26.0,47,1,0,347,266,43,523,201,217,4,4,0,1385,576,587,49.5,
Opponent Total,,,27.0,26.0,41,3,3,282,329,29,452,197,200,1,7,2,1362,587,576,50.5,
