Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Robin Knoche,de GER,DF,30-319,25.0,1283,1224,53,51,0,5,0,2,0,0,0,0,1032,6,18,Matches
Rani Khedira,de GER,MF,29-069,24.0,749,730,18,12,1,2,8,0,1,1,0,0,563,1,16,Matches
Sheraldo Becker,sr SUR,FW,28-056,20.8,434,422,11,2,1,0,87,5,2,0,0,0,252,1,31,Matches
Janik Haberer,de GER,MF,29-004,17.8,480,467,6,0,3,1,10,6,0,0,0,0,333,7,19,Matches
Frederik Rønnow,dk DEN,GK,30-245,21.0,922,736,185,67,0,0,0,0,0,0,0,0,640,1,1,Matches
Diogo Leite,pt POR,DF,24-073,20.3,1123,1062,58,30,0,6,3,5,0,0,0,0,880,3,12,Matches
Christopher Trimmel,at AUT,DF,36-041,17.3,871,576,286,41,0,1,143,183,62,29,27,0,534,9,19,Matches
Danilho Doekhi,nl NED,DF,24-280,16.6,652,638,14,9,0,3,8,2,0,0,0,0,506,0,12,Matches
Jordan Pefok,us USA,FW,26-345,13.0,247,242,5,0,1,0,1,2,0,0,0,0,129,0,4,Matches
Niko Gießelmann,de GER,DF,31-192,13.3,684,476,207,23,0,3,85,151,33,21,6,0,455,1,25,Matches
Julian Ryerson,no NOR,DF,25-140,11.5,501,374,125,4,1,4,41,119,2,0,2,0,350,2,16,Matches
Kevin Behrens,de GER,FW,32-062,11.4,325,320,2,0,2,0,5,0,0,0,0,0,198,3,9,Matches
Paul Jaeckel,de GER,DF,24-258,9.9,444,427,17,10,0,2,2,7,0,0,0,0,358,0,7,Matches
András Schäfer,hu HUN,MF,23-358,8.4,225,214,11,2,1,0,7,1,0,0,0,0,165,0,11,Matches
Morten Thorsby,no NOR,MF,26-336,7.3,153,144,8,0,0,1,3,0,0,0,0,0,104,1,2,Matches
Timo Baumgartl,de GER,DF,27-033,5.7,279,265,14,12,0,2,5,0,0,0,0,0,225,0,1,Matches
Genki Haraguchi,jp JPN,MF,31-332,5.5,159,148,11,0,0,0,4,0,0,0,0,0,119,0,5,Matches
Aïssa Laïdouni,tn TUN,MF,26-114,5.3,176,171,5,1,1,2,4,0,0,0,0,0,128,0,6,Matches
Lennart Grill,de GER,GK,24-071,5.0,214,181,33,16,0,0,0,0,0,0,0,0,147,0,1,Matches
Josip Juranović,hr CRO,DF,27-233,5.0,254,165,88,15,0,1,37,58,15,8,5,0,159,1,12,Matches
Paul Seguin,de GER,MF,28-008,7.0,298,282,14,0,4,1,18,0,6,0,0,0,201,2,8,Matches
Jérôme Roussillon,fr FRA,DF,30-090,4.0,191,137,53,1,1,0,14,52,0,0,0,0,130,1,9,Matches
Sven Michel,de GER,FW,32-265,4.6,153,150,2,0,2,0,16,1,0,0,0,0,83,1,10,Matches
Tymoteusz Puchacz,pl POL,DF,24-073,0.6,36,27,8,1,0,0,5,4,3,1,0,0,22,1,1,Matches
Jamie Leweling,de GER,FW,22-039,2.1,35,34,1,0,0,0,6,0,0,0,0,0,25,0,2,Matches
Miloš Pantović,rs SRB,MF,26-273,2.0,65,63,0,0,0,0,3,0,0,0,0,0,42,2,3,Matches
Tim Skarke,de GER,"DF,MF",26-211,0.6,36,32,4,0,0,1,8,4,0,0,0,0,22,0,1,Matches
Levin Öztunalı,de GER,MF,27-022,0.1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.6,26.0,10990,9708,1239,297,19,35,523,602,124,60,40,0,7803,43,261,
Opponent Total,,,27.0,26.0,14419,13082,1308,373,33,79,452,557,125,63,53,0,11362,29,233,
