Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Robin Knoche,de GER,DF,30-319,25.0,1032,1283,80.4,21850,8359,281,319,88.1,590,651,90.6,154,271,56.8,1,0.4,0.2,0.6,3,64,1,0,67,Matches
Rani Khedira,de GER,MF,29-069,24.0,563,749,75.2,9096,2265,271,321,84.4,240,302,79.5,35,77,45.5,0,0.4,1.0,-0.4,6,49,5,2,55,Matches
Sheraldo Becker,sr SUR,FW,28-056,20.8,252,434,58.1,4345,1060,108,177,61.0,96,150,64.0,35,55,63.6,4,3.1,4.0,0.9,29,12,34,24,28,Matches
Janik Haberer,de GER,MF,29-004,17.8,333,480,69.4,5093,1390,183,233,78.5,105,149,70.5,23,37,62.2,1,1.1,0.9,-0.1,14,42,9,2,51,Matches
Frederik Rønnow,dk DEN,GK,30-245,21.0,640,922,69.4,19434,15133,96,96,100.0,316,316,100.0,226,506,44.7,1,0.0,0.1,1.0,1,41,2,0,0,Matches
Diogo Leite,pt POR,DF,24-073,20.3,880,1123,78.4,17922,6524,278,327,85.0,471,549,85.8,123,213,57.7,1,0.4,0.6,0.6,4,80,4,1,93,Matches
Christopher Trimmel,at AUT,DF,36-041,17.3,534,871,61.3,9309,3992,246,293,84.0,219,307,71.3,53,213,24.9,5,2.3,2.2,2.7,24,42,19,14,49,Matches
Danilho Doekhi,nl NED,DF,24-280,16.6,506,652,77.6,9200,3298,203,238,85.3,252,296,85.1,42,87,48.3,1,0.4,0.6,0.6,6,50,3,0,56,Matches
Jordan Pefok,us USA,FW,26-345,13.0,129,247,52.2,1519,441,86,128,67.2,26,65,40.0,4,13,30.8,4,1.7,1.0,2.3,16,14,7,0,21,Matches
Niko Gießelmann,de GER,DF,31-192,13.3,455,684,66.5,8568,3181,203,248,81.9,173,256,67.6,71,137,51.8,2,1.6,1.9,0.4,21,33,19,10,47,Matches
Julian Ryerson,no NOR,DF,25-140,11.5,350,501,69.9,5692,2097,183,215,85.1,121,167,72.5,33,81,40.7,0,0.5,1.7,-0.5,8,22,12,8,32,Matches
Kevin Behrens,de GER,FW,32-062,11.4,198,325,60.9,2703,787,113,171,66.1,64,96,66.7,9,14,64.3,1,0.9,1.1,0.1,16,22,17,1,45,Matches
Paul Jaeckel,de GER,DF,24-258,9.9,358,444,80.6,6964,2631,123,134,91.8,193,213,90.6,37,83,44.6,0,0.0,0.6,0.0,0,34,3,1,24,Matches
András Schäfer,hu HUN,MF,23-358,8.4,165,225,73.3,2541,542,86,104,82.7,66,81,81.5,7,21,33.3,0,0.2,0.6,-0.2,3,21,2,1,22,Matches
Morten Thorsby,no NOR,MF,26-336,7.3,104,153,68.0,1462,521,63,79,79.7,31,50,62.0,4,10,40.0,1,0.4,0.3,0.6,6,11,3,1,13,Matches
Timo Baumgartl,de GER,DF,27-033,5.7,225,279,80.6,4256,1515,87,92,94.6,115,126,91.3,22,57,38.6,0,0.1,0.2,-0.1,2,15,4,2,22,Matches
Genki Haraguchi,jp JPN,MF,31-332,5.5,119,159,74.8,1900,486,51,65,78.5,47,58,81.0,10,14,71.4,0,0.3,0.4,-0.3,7,15,3,0,17,Matches
Aïssa Laïdouni,tn TUN,MF,26-114,5.3,128,176,72.7,2182,620,58,69,84.1,52,71,73.2,12,21,57.1,0,0.3,0.4,-0.3,2,13,9,1,22,Matches
Lennart Grill,de GER,GK,24-071,5.0,147,214,68.7,4637,3732,24,24,100.0,68,69,98.6,55,120,45.8,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Josip Juranović,hr CRO,DF,27-233,5.0,159,254,62.6,2748,1148,71,82,86.6,64,96,66.7,18,52,34.6,1,0.3,0.7,0.7,5,12,6,5,15,Matches
Paul Seguin,de GER,MF,28-008,7.0,201,298,67.4,3407,974,86,111,77.5,90,121,74.4,15,41,36.6,3,2.0,2.3,1.0,10,20,15,8,37,Matches
Jérôme Roussillon,fr FRA,DF,30-090,4.0,130,191,68.1,1929,788,77,96,80.2,47,67,70.1,4,14,28.6,1,0.7,0.8,0.3,3,11,3,2,14,Matches
Sven Michel,de GER,FW,32-265,4.6,83,153,54.2,1081,257,54,79,68.4,17,33,51.5,5,15,33.3,0,0.8,0.2,-0.8,5,7,4,2,11,Matches
Tymoteusz Puchacz,pl POL,DF,24-073,0.6,22,36,61.1,367,71,12,15,80.0,8,12,66.7,2,7,28.6,0,0.0,0.0,0.0,1,0,0,0,2,Matches
Jamie Leweling,de GER,FW,22-039,2.1,25,35,71.4,356,40,13,16,81.3,6,10,60.0,3,4,75.0,1,0.2,0.2,0.8,1,0,1,1,2,Matches
Miloš Pantović,rs SRB,MF,26-273,2.0,42,65,64.6,614,230,24,29,82.8,13,23,56.5,3,7,42.9,0,0.0,0.2,0.0,0,2,2,1,4,Matches
Tim Skarke,de GER,"DF,MF",26-211,0.6,22,36,61.1,338,71,11,16,68.8,11,14,78.6,0,5,0.0,0,0.0,0.0,0.0,1,1,1,1,0,Matches
Levin Öztunalı,de GER,MF,27-022,0.1,1,1,100.0,18,15,0,0,,1,1,100.0,0,0,,1,0.2,0.1,0.8,1,0,1,0,1,Matches
Squad Total,,,28.6,26.0,7803,10990,71.0,149531,62168,3091,3777,81.8,3502,4349,80.5,1005,2175,46.2,29,17.9,22.2,11.1,195,643,189,88,750,
Opponent Total,,,27.0,26.0,11362,14419,78.8,207041,71943,4643,5366,86.5,5245,6094,86.1,1198,2211,54.2,21,23.1,27.2,-2.1,215,793,178,43,1025,
