Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Frederik Rønnow,dk DEN,GK,30-242,21.0,17,2,0,4,0,23.8,0.25,6.8,0.32,174,438,39.7,803,81,44.5,36.5,118,68.6,51.0,320,31,9.7,19,0.9,13.0,Matches
Lennart Grill,de GER,GK,24-068,5.0,11,2,0,1,0,9.3,0.29,-1.7,-0.35,47,107,43.9,197,28,47.7,37.1,17,76.5,55.1,48,8,16.7,7,1.4,15.3,Matches
Squad Total,,,28.6,26.0,28,4,0,5,0,33.0,0.26,5.0,0.19,221,545,40.6,1000,109,45.1,36.6,135,69.6,51.5,368,39,10.6,26,1.0,13.4,
Opponent Total,,,27.0,26.0,41,3,0,10,2,29.5,0.26,-9.5,-0.36,92,282,32.6,727,155,25.7,30.6,165,57.6,46.2,429,34,7.9,38,1.46,14.8,
