Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Frederik Rønnow,dk DEN,GK,30-242,21,21,1890,21.0,17,0.81,86,69,82.6,13,5,3,8,38.1,2,2,0,0,0.0,Matches
Lennart Grill,de GER,GK,24-068,5,5,450,5.0,11,2.2,25,14,64.0,2,1,2,2,40.0,2,2,0,0,0.0,Matches
Squad Total,,,28.6,26,26,2340,26.0,28,1.08,111,83,78.4,15,6,5,10,38.5,4,4,0,0,0.0,
Opponent Total,,,27.0,26,26,2340,26.0,41,1.58,95,54,60.0,5,6,15,6,23.1,7,3,2,2,40.0,
