Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Robin Knoche,de GER,DF,30-301,23.0,2,7,1,14.3,0.3,0.04,0.14,1.0,17.7,0,1,2,1.9,0.3,0.04,0.1,0.7,Matches
Rani Khedira,de GER,MF,29-051,22.0,0,16,1,6.3,0.73,0.05,0.0,0.0,23.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Sheraldo Becker,sr SUR,FW,28-038,19.1,7,41,16,39.0,2.14,0.84,0.17,0.44,19.7,0,0,0,3.0,3.0,0.07,4.0,4.0,Matches
Frederik Rønnow,dk DEN,GK,30-227,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Diogo Leite,pt POR,DF,24-055,19.2,0,8,0,0.0,0.42,0.0,0.0,,13.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Janik Haberer,de GER,MF,28-351,15.9,5,23,11,47.8,1.45,0.69,0.22,0.45,17.7,0,0,0,2.9,2.9,0.12,2.1,2.1,Matches
Christopher Trimmel,at AUT,DF,36-023,16.3,0,11,2,18.2,0.67,0.12,0.0,0.0,16.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Danilho Doekhi,nl NED,DF,24-262,14.6,4,7,6,85.7,0.48,0.41,0.57,0.67,9.9,0,0,0,1.3,1.3,0.18,2.7,2.7,Matches
Jordan Pefok,us USA,FW,26-327,12.1,4,25,6,24.0,2.06,0.49,0.16,0.67,12.8,0,0,2,3.8,2.2,0.09,0.2,1.8,Matches
Niko Gießelmann,de GER,DF,31-174,12.3,0,17,3,17.6,1.38,0.24,0.0,0.0,19.7,1,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Julian Ryerson,no NOR,DF,25-122,11.5,0,16,5,31.3,1.39,0.43,0.0,0.0,24.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Kevin Behrens,de GER,FW,32-044,10.3,4,14,8,57.1,1.36,0.78,0.29,0.5,12.4,0,0,0,1.9,1.9,0.14,2.1,2.1,Matches
Paul Jaeckel,de GER,DF,24-240,9.9,1,2,2,100.0,0.2,0.2,0.5,0.5,11.3,0,0,0,0.1,0.1,0.07,0.9,0.9,Matches
András Schäfer,hu HUN,MF,23-340,8.4,0,6,1,16.7,0.72,0.12,0.0,0.0,22.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Morten Thorsby,no NOR,MF,26-318,6.9,1,8,3,37.5,1.16,0.43,0.13,0.33,14.8,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Genki Haraguchi,jp JPN,MF,31-314,5.5,0,6,1,16.7,1.08,0.18,0.0,0.0,21.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Timo Baumgartl,de GER,DF,27-015,4.8,0,4,2,50.0,0.83,0.42,0.0,0.0,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Aïssa Laïdouni,tn TUN,MF,26-096,4.6,0,3,0,0.0,0.65,0.0,0.0,,16.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Lennart Grill,de GER,GK,24-053,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Josip Juranović,hr CRO,DF,27-215,4.0,1,2,0,0.0,0.5,0.0,0.0,,38.8,0,1,1,1.4,0.6,0.32,-0.4,-0.6,Matches
Paul Seguin,de GER,MF,27-355,6.0,1,8,3,37.5,1.33,0.5,0.13,0.33,18.8,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
Jérôme Roussillon,fr FRA,DF,30-072,2.9,0,3,1,33.3,1.02,0.34,0.0,0.0,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Sven Michel,de GER,FW,32-247,4.6,3,11,2,18.2,2.4,0.44,0.18,1.0,23.7,0,1,1,1.3,0.5,0.05,1.7,1.5,Matches
Tymoteusz Puchacz,pl POL,DF,24-055,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Miloš Pantović,rs SRB,MF,26-255,2.0,1,5,2,40.0,2.56,1.02,0.2,0.5,18.4,0,0,1,1.4,0.6,0.11,-0.4,0.4,Matches
Jamie Leweling,de GER,FW,22-021,1.7,1,6,4,66.7,3.44,2.29,0.17,0.25,13.8,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
Tim Skarke,de GER,"DF,MF",26-193,0.6,0,4,2,50.0,6.79,3.4,0.0,0.0,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Levin Öztunalı,de GER,MF,27-004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.5,24.0,35,253,82,32.4,10.54,3.42,0.13,0.39,18.2,1,3,7,25.9,20.4,0.08,9.1,11.6,
Opponent Total,,,27.1,24.0,28,263,95,36.1,10.96,3.96,0.09,0.25,17.7,10,4,4,26.2,23.0,0.09,1.8,1.0,
