Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
David Soria,es ESP,GK,29-349,25.0,776,643,772,5,0,0,776,0,0,,0,,357,2197,1461,0,0,0,0,0,198,0,Matches
Enes Ünal,tr TUR,FW,25-313,24.2,799,32,68,366,377,94,794,27,13,48.1,11,40.7,445,1693,727,26,21,10,61,35,631,109,Matches
Borja Mayoral,es ESP,FW,25-348,22.7,805,12,85,398,330,90,803,53,19,35.8,27,50.9,490,2562,1157,42,25,18,55,40,587,124,Matches
Domingos Duarte,pt POR,DF,28-009,23.4,1019,141,551,438,32,19,1019,6,5,83.3,1,16.7,498,2322,1051,4,1,0,4,2,536,0,Matches
Djené,tg TOG,DF,31-078,21.1,971,85,438,477,67,8,971,16,9,56.3,1,6.3,535,2513,1276,5,7,0,14,12,541,12,Matches
Carles Aleñá,es ESP,MF,25-073,17.5,803,14,116,469,227,15,803,28,17,60.7,7,25.0,479,2147,918,18,18,1,35,19,583,60,Matches
Iglesias,es ESP,DF,24-259,16.4,913,52,260,395,271,19,913,22,8,36.4,11,50.0,388,2130,1038,29,23,5,23,3,406,79,Matches
Luis Milla,es ESP,MF,28-163,14.3,846,30,178,527,150,3,846,8,7,87.5,1,12.5,431,1802,853,9,7,1,14,9,479,6,Matches
Damián Suárez,uy URU,DF,34-326,11.6,700,24,173,352,184,6,700,15,5,33.3,10,66.7,300,1163,665,11,17,2,10,4,354,44,Matches
Nemanja Maksimović,rs SRB,MF,28-052,11.2,387,19,99,211,81,16,387,3,0,0.0,3,100.0,166,718,346,6,8,3,9,5,189,16,Matches
Omar Alderete,py PAR,DF,26-083,12.0,617,56,262,319,46,12,617,14,10,71.4,4,28.6,297,1499,964,16,8,2,8,5,313,6,Matches
Stefan Mitrović,rs SRB,DF,32-301,11.6,452,78,291,159,6,4,452,0,0,,0,,224,1028,397,0,0,0,1,0,239,1,Matches
Ángel Algobia,es ESP,MF,23-269,10.9,557,10,125,352,81,8,557,5,3,60.0,2,40.0,296,1351,605,8,3,2,11,5,351,10,Matches
Portu,es ESP,"DF,MF",30-302,11.9,577,8,115,246,220,21,577,31,9,29.0,14,45.2,293,1738,878,30,16,4,22,4,336,78,Matches
Mauro Arambarri,uy URU,MF,27-170,9.2,459,25,101,275,93,3,459,4,4,100.0,0,0.0,226,1122,495,8,10,0,13,4,237,7,Matches
Gastón Álvarez,uy URU,DF,22-360,9.0,429,34,146,220,66,5,429,12,4,33.3,7,58.3,159,577,243,5,2,0,8,3,212,16,Matches
Fabrizio Angileri,ar ARG,DF,29-004,6.0,299,16,81,149,69,3,299,9,3,33.3,5,55.6,113,480,207,4,5,0,4,1,134,11,Matches
Munir El Haddadi,ma MAR,"MF,FW",27-199,6.6,343,4,33,144,170,31,343,23,8,34.8,10,43.5,202,873,358,14,9,5,21,15,236,52,Matches
Jaime Seoane,es ESP,MF,26-056,3.4,141,4,24,79,38,2,141,4,2,50.0,2,50.0,74,355,172,3,2,1,4,6,85,5,Matches
Gonzalo Villar,es ESP,MF,24-361,2.3,142,2,24,95,27,2,142,6,3,50.0,1,16.7,84,608,294,7,4,1,4,1,92,2,Matches
Jordan Amavi,fr FRA,DF,29-010,2.1,118,8,33,65,22,1,118,1,0,0.0,1,100.0,41,231,121,4,4,1,1,0,43,5,Matches
Latasa,es ESP,"FW,DF",21-361,1.4,69,4,9,26,34,13,69,3,1,33.3,2,66.7,35,108,9,0,1,0,6,4,53,10,Matches
Jaime Mata,es ESP,"FW,MF",34-146,0.5,26,0,2,15,9,3,26,0,0,,0,,12,26,3,0,0,0,2,1,20,2,Matches
Moises Parra Gutierrez,es ESP,FW,20-268,0.1,6,0,1,2,3,0,6,0,0,,0,,1,2,1,0,0,0,0,0,1,0,Matches
Alejandro Revuelta Montero,es ESP,DF,22-337,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.9,25.0,12255,1301,3988,5784,2603,378,12248,290,130,44.8,120,41.4,6146,29245,14239,249,191,56,330,178,6856,655,
Opponent Total,,,28.2,25.0,16700,1435,4943,7969,3948,449,16694,438,199,45.4,176,40.2,9731,49970,25026,477,340,99,379,176,11193,990,
