Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
David Soria,es ESP,GK,29-349,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,3,Matches
Enes Ünal,tr TUR,FW,25-313,24.2,17,9,5,10,2,4,13,30.8,9,15,2,13,2,19,28,0,Matches
Borja Mayoral,es ESP,FW,25-348,22.7,9,4,7,2,0,5,24,20.8,19,15,0,15,2,11,8,0,Matches
Domingos Duarte,pt POR,DF,28-009,23.4,25,17,20,5,0,19,26,73.1,7,24,19,5,31,56,114,0,Matches
Djené,tg TOG,DF,31-078,21.1,19,13,13,6,0,11,20,55.0,9,13,7,6,31,50,58,1,Matches
Carles Aleñá,es ESP,MF,25-073,17.5,17,10,7,5,5,4,28,14.3,24,15,1,14,4,21,14,0,Matches
Iglesias,es ESP,DF,24-259,16.4,43,21,29,11,3,21,38,55.3,17,26,5,21,13,56,64,0,Matches
Luis Milla,es ESP,MF,28-163,14.3,35,23,16,12,7,16,32,50.0,16,10,1,9,20,55,17,1,Matches
Damián Suárez,uy URU,DF,34-326,11.6,28,18,13,11,4,10,17,58.8,7,24,0,24,10,38,20,0,Matches
Nemanja Maksimović,rs SRB,MF,28-052,11.2,19,9,7,9,3,7,14,50.0,7,20,10,10,15,34,11,0,Matches
Omar Alderete,py PAR,DF,26-083,12.0,19,9,12,7,0,13,20,65.0,7,11,7,4,16,35,46,0,Matches
Stefan Mitrović,rs SRB,DF,32-301,11.6,5,3,4,1,0,2,5,40.0,3,6,6,0,10,15,64,2,Matches
Ángel Algobia,es ESP,MF,23-269,10.9,22,11,13,9,0,18,35,51.4,17,15,5,10,3,25,8,0,Matches
Portu,es ESP,"DF,MF",30-302,11.9,20,13,9,9,2,14,27,51.9,13,15,1,14,9,29,11,1,Matches
Mauro Arambarri,uy URU,MF,27-170,9.2,14,6,9,4,1,3,17,17.6,14,17,5,12,12,26,16,0,Matches
Gastón Álvarez,uy URU,DF,22-360,9.0,21,14,15,6,0,11,22,50.0,11,11,4,7,10,31,26,0,Matches
Fabrizio Angileri,ar ARG,DF,29-004,6.0,10,8,6,3,1,8,15,53.3,7,7,3,4,6,16,10,0,Matches
Munir El Haddadi,ma MAR,"MF,FW",27-199,6.6,8,5,2,4,2,2,5,40.0,3,11,0,11,3,11,2,0,Matches
Jaime Seoane,es ESP,MF,26-056,3.4,10,4,3,4,3,2,8,25.0,6,6,2,4,1,11,2,0,Matches
Gonzalo Villar,es ESP,MF,24-361,2.3,4,3,1,2,1,3,4,75.0,1,4,1,3,3,7,1,0,Matches
Jordan Amavi,fr FRA,DF,29-010,2.1,3,2,3,0,0,1,3,33.3,2,3,0,3,4,7,7,0,Matches
Latasa,es ESP,"FW,DF",21-361,1.4,2,1,1,0,1,1,1,100.0,0,2,1,1,1,3,4,0,Matches
Jaime Mata,es ESP,"FW,MF",34-146,0.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
Moises Parra Gutierrez,es ESP,FW,20-268,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Alejandro Revuelta Montero,es ESP,DF,22-337,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,27.9,25.0,352,204,196,121,35,176,375,46.9,199,271,80,191,206,558,546,8,
Opponent Total,,,28.2,25.0,298,179,138,125,35,120,250,48.0,130,264,72,192,190,488,480,11,
