Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
David Soria,es ESP,GK,29-349,25,25,2250,25.0,34,1.36,113,78,72.6,6,8,11,7,28.0,6,3,3,0,50.0,Matches
Squad Total,,,27.9,25,25,2250,25.0,34,1.36,113,78,72.6,6,8,11,7,28.0,6,3,3,0,50.0,
Opponent Total,,,28.2,25,25,2250,25.0,25,1.0,81,54,74.1,11,8,6,8,32.0,7,4,2,1,33.3,
