Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
David Soria,es ESP,GK,29-364,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.11,27.0,34.0,-7.0,-0.26,,25.2,31.8,-6.6,-0.25,,Matches
Enes Ünal,tr TUR,FW,25-328,27,2349.0,87.0,96.7,26.1,27,87.0,14,0,,0,1.11,25.0,33.0,-8.0,-0.31,-1.42,24.3,30.3,-6.0,-0.23,0.49,Matches
Borja Mayoral,es ESP,FW,25-363,27,2212.0,82.0,91.0,24.6,27,82.0,10,0,,0,1.11,23.0,32.0,-9.0,-0.37,-1.19,21.9,26.5,-4.6,-0.19,0.66,Matches
Domingos Duarte,pt POR,DF,28-024,25,2194.0,88.0,90.3,24.4,25,88.0,23,0,,0,1.08,24.0,32.0,-8.0,-0.33,-0.71,21.8,28.7,-6.9,-0.28,-0.4,Matches
Djené,tg TOG,DF,31-093,24,2076.0,87.0,85.4,23.1,24,87.0,21,0,,0,0.96,21.0,30.0,-9.0,-0.39,-0.9,21.4,26.2,-4.8,-0.21,0.26,Matches
Carles Aleñá,es ESP,MF,25-088,25,1602.0,64.0,65.9,17.8,20,75.0,7,5,19.0,0,1.04,14.0,23.0,-9.0,-0.51,-0.72,14.9,18.8,-3.9,-0.22,0.07,Matches
Luis Milla,es ESP,MF,28-178,20,1450.0,73.0,59.7,16.1,17,81.0,10,3,22.0,1,1.15,12.0,15.0,-3.0,-0.19,0.18,10.9,17.4,-6.5,-0.4,-0.4,Matches
Iglesias,es ESP,DF,24-274,23,1593.0,69.0,65.6,17.7,16,87.0,13,7,28.0,2,1.09,14.0,26.0,-12.0,-0.68,-1.22,14.7,20.9,-6.2,-0.35,-0.31,Matches
Damián Suárez,uy URU,"DF,MF",34-341,18,1176.0,65.0,48.4,13.1,16,73.0,7,2,1.0,5,1.44,15.0,12.0,3.0,0.23,0.95,14.0,11.9,2.1,0.16,0.79,Matches
Nemanja Maksimović,rs SRB,MF,28-067,18,1149.0,64.0,47.3,12.8,15,69.0,3,3,36.0,7,1.39,14.0,16.0,-2.0,-0.16,0.19,9.9,14.3,-4.4,-0.35,-0.19,Matches
Omar Alderete,py PAR,DF,26-098,14,1170.0,84.0,48.1,13.0,13,87.0,12,1,45.0,6,1.0,13.0,14.0,-1.0,-0.08,0.35,14.1,14.7,-0.6,-0.04,0.39,Matches
Stefan Mitrović,rs SRB,DF,32-316,15,1131.0,75.0,46.5,12.6,12,88.0,11,3,26.0,12,1.27,11.0,14.0,-3.0,-0.24,0.04,8.4,14.5,-6.1,-0.49,-0.45,Matches
Portu,es ESP,"DF,MF",30-317,24,1177.0,49.0,48.4,13.1,11,84.0,6,13,19.0,1,1.13,15.0,17.0,-2.0,-0.15,0.21,13.3,18.7,-5.4,-0.42,-0.33,Matches
Ángel Algobia,es ESP,MF,23-284,20,1023.0,51.0,42.1,11.4,11,71.0,3,9,26.0,7,1.15,16.0,13.0,3.0,0.26,0.9,13.2,12.9,0.4,0.03,0.48,Matches
Mauro Arambarri,uy URU,MF,27-185,10,826.0,83.0,34.0,9.2,10,83.0,5,0,,0,0.9,9.0,18.0,-9.0,-0.98,-1.09,8.2,12.6,-4.4,-0.48,-0.36,Matches
Gastón Álvarez,uy URU,DF,23-010,14,902.0,64.0,37.1,10.0,9,87.0,6,5,24.0,11,1.36,12.0,11.0,1.0,0.1,0.57,11.8,13.2,-1.4,-0.14,0.17,Matches
Fabrizio Angileri,ar ARG,DF,29-019,10,543.0,54.0,22.3,6.0,7,70.0,2,3,17.0,9,1.0,7.0,14.0,-7.0,-1.16,-1.16,4.6,9.1,-4.5,-0.75,-0.65,Matches
Munir El Haddadi,ma MAR,"MF,FW",27-214,19,734.0,39.0,30.2,8.2,5,72.0,0,14,27.0,1,1.26,12.0,6.0,6.0,0.74,1.43,12.0,10.3,1.6,0.2,0.64,Matches
Jaime Seoane,es ESP,MF,26-071,14,304.0,22.0,12.5,3.4,2,59.0,0,12,16.0,13,1.29,2.0,8.0,-6.0,-1.78,-1.73,2.9,4.7,-1.8,-0.53,-0.33,Matches
Gonzalo Villar,es ESP,"MF,FW",25-011,9,233.0,26.0,9.6,2.6,2,45.0,0,7,20.0,2,1.0,2.0,2.0,0.0,0.0,0.29,3.5,2.9,0.7,0.26,0.56,Matches
Jordan Amavi,fr FRA,DF,29-025,4,193.0,48.0,7.9,2.1,1,58.0,0,3,45.0,13,1.0,2.0,2.0,0.0,0.0,0.28,0.6,1.4,-0.7,-0.34,-0.11,Matches
Latasa,es ESP,"FW,DF",22-011,12,132.0,11.0,5.4,1.5,0,,0,12,11.0,13,0.67,2.0,0.0,2.0,1.36,1.72,1.9,2.6,-0.7,-0.49,-0.26,Matches
Jaime Mata,es ESP,"FW,MF",34-161,10,54.0,5.0,2.2,0.6,0,,0,10,5.0,15,1.55,5.0,3.0,2.0,3.33,3.67,2.0,1.0,1.0,1.63,1.91,Matches
Moises Parra Gutierrez,es ESP,FW,20-283,1,10.0,10.0,0.4,0.1,0,,0,1,10.0,2,0.0,0.0,0.0,0.0,0.0,0.26,0.1,0.3,-0.3,-2.28,-2.04,Matches
Alejandro Revuelta Montero,es ESP,DF,22-352,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,5,3.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,-3.98,-3.74,Matches
Emmanuel Amankwaa Akurugu,gh GHA,DF,21-134,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Vicente Bellmunt,es ESP,GK,23-065,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Kiko Casilla,es ESP,GK,36-183,0,,,,,0,,0,0,,26,,,,,,,,,,,,Matches
Diego Conde,es ESP,GK,24-157,0,,,,,0,,0,0,,27,,,,,,,,,,,,Matches
John Joe,ie IRL,MF,19-161,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Pablo Ramírez,es ESP,DF,20-016,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Gorka Rivera Alonso,es ESP,DF,18-245,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Alex Rodríguez,es ESP,DF,21-013,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,27.9,27,2430.0,90.0,100.0,27.0,297,82.0,180,114,20.0,193,1.11,27.0,34.0,-7.0,-0.26,,25.2,31.8,-6.6,-0.25,,
Opponent Total,,,28.2,27,2430.0,90.0,100.0,27.0,297,82.0,180,114,20.0,184,1.56,34.0,27.0,7.0,0.26,,31.8,25.2,6.6,0.25,,
