Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-064,24.0,827,734,822,5,0,0,827,0,0,,0,,423,2113,1308,0,0,0,0,0,319,0,Matches
Enea Mihaj,al ALB,DF,24-257,22.0,1318,179,810,493,20,10,1318,7,6,85.7,1,14.3,688,2670,1233,3,3,1,15,4,888,0,Matches
Riccieli,br BRA,DF,24-183,20.5,1220,200,758,443,22,16,1220,0,0,,0,,601,2312,1100,3,1,0,4,2,777,1,Matches
Santiago Colombatto,ar ARG,MF,26-061,20.3,1198,34,295,665,250,26,1197,16,3,18.8,12,75.0,568,2246,1094,22,17,3,19,14,730,34,Matches
Alexandre Penetra,pt POR,DF,21-191,19.4,1177,75,480,529,174,14,1177,7,3,42.9,4,57.1,528,1947,970,14,9,0,9,1,703,49,Matches
Ivo Rodrigues,pt POR,"MF,FW",27-354,17.5,995,22,165,483,361,31,995,69,26,37.7,34,49.3,594,3377,1513,41,38,6,46,27,690,104,Matches
Moura,pt POR,DF,23-215,16.2,1018,70,357,413,263,27,1018,22,9,40.9,11,50.0,450,2807,1300,35,32,6,26,7,526,96,Matches
Zaydou Youssouf,fr FRA,MF,23-251,15.9,811,24,207,503,118,7,811,56,37,66.1,14,25.0,440,2621,1152,18,15,2,22,24,477,17,Matches
Ivan Jaime Pajuelo,es ESP,"FW,MF",22-174,11.7,508,4,62,243,212,41,508,54,21,38.9,20,37.0,341,2206,1090,34,24,6,33,20,383,51,Matches
Rúben Lima,pt POR,DF,33-167,10.5,654,36,214,313,129,2,654,7,1,14.3,5,71.4,250,1005,477,9,18,0,11,4,322,27,Matches
Álex Millán,es ESP,FW,23-132,8.6,245,7,18,117,112,29,244,15,7,46.7,8,53.3,149,634,253,9,7,5,22,8,188,44,Matches
Jhonder Cádiz,ve VEN,FW,27-233,9.5,308,21,33,159,117,45,308,12,3,25.0,8,66.7,148,550,196,12,4,6,29,10,244,48,Matches
Gustavo Assuncao,pt POR,MF,22-354,8.4,515,13,154,300,66,2,515,12,4,33.3,7,58.3,244,1189,633,11,7,1,8,4,308,9,Matches
Junior Kadile,fr FRA,"FW,MF",20-093,7.1,277,5,45,91,150,24,277,42,16,38.1,25,59.5,177,1535,830,32,21,8,27,11,176,63,Matches
Pelé,gw GNB,MF,31-171,6.8,375,7,132,212,37,2,375,19,10,52.6,6,31.6,200,1034,451,9,7,1,12,13,252,1,Matches
Hernán De La Fuente,ar ARG,DF,26-071,6.0,410,27,127,173,111,10,410,15,6,40.0,8,53.3,175,1036,523,20,7,2,8,10,191,23,Matches
José Luis Rodríguez,pa PAN,"FW,MF",24-273,5.6,181,0,22,72,91,12,181,23,11,47.8,8,34.8,114,745,343,16,13,3,18,8,125,44,Matches
Mihai Dobre,ro ROU,FW,24-201,4.9,176,6,33,62,82,24,176,9,4,44.4,4,44.4,101,685,401,17,8,7,8,2,119,43,Matches
Pablo,br BRA,FW,19-076,4.2,145,5,21,70,56,6,145,15,7,46.7,5,33.3,91,440,187,5,9,1,10,13,112,22,Matches
Pedro Brazão,pt POR,"MF,FW",20-079,3.4,157,2,13,69,76,5,157,15,6,40.0,8,53.3,92,473,257,8,9,3,7,6,103,14,Matches
Rui Fonte,pt POR,"FW,MF",32-330,4.4,149,4,15,80,56,12,149,6,2,33.3,4,66.7,71,332,112,2,6,0,13,5,90,8,Matches
Leandro Sanca,pt POR,"FW,MF",23-074,2.7,130,1,28,43,62,10,130,23,10,43.5,11,47.8,79,451,132,1,1,1,11,2,86,26,Matches
Heriberto Tavares,pt POR,"MF,FW",26-028,2.4,150,2,24,56,72,7,150,9,2,22.2,7,77.8,92,479,251,9,4,2,6,1,93,22,Matches
Gustavo sá,pt POR,"MF,FW",18-128,2.2,141,3,14,100,29,3,141,10,3,30.0,6,60.0,84,405,120,2,4,0,4,4,100,10,Matches
Denílson,br BRA,FW,27-244,2.0,69,12,14,27,28,3,69,4,3,75.0,1,25.0,42,178,103,4,2,1,4,4,44,12,Matches
Dylan Batubinsika,fr FRA,DF,27-032,2.0,126,13,69,58,1,1,126,0,0,,0,,82,309,124,0,0,0,0,0,82,0,Matches
André Simões,pt POR,MF,33-093,1.8,116,2,27,67,24,2,116,1,0,0.0,1,100.0,65,285,142,5,3,0,6,1,69,2,Matches
Martin Agirregabiria,es ESP,"DF,FW",26-313,2.1,141,7,47,69,27,2,141,3,3,100.0,0,0.0,89,543,308,8,5,2,3,0,99,5,Matches
Théo Fonseca,fr FRA,"MF,FW",22-281,1.2,38,1,9,16,13,2,38,4,3,75.0,0,0.0,23,151,62,2,1,0,1,2,26,8,Matches
David Tavares,pt POR,"MF,FW",24-001,0.5,27,0,13,11,3,0,27,1,1,100.0,0,0.0,11,50,26,1,0,0,1,2,15,0,Matches
Squad Total,,,24.8,24.0,13602,1516,5028,5942,2762,375,13600,476,207,43.5,218,45.8,7012,34808,16691,352,275,67,383,209,8337,783,
Opponent Total,,,26.9,24.0,14646,1385,4629,6590,3574,440,14642,453,190,41.9,197,43.5,7794,39613,20374,363,288,73,369,240,9408,926,
