Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-082,26.0,2,0,0,0,8,0,0,0,0,0,0,0,23,12,2,85.7,Matches
Enea Mihaj,al ALB,DF,24-275,23.7,2,0,0,24,4,0,0,31,11,0,0,1,97,38,27,58.5,Matches
Riccieli,br BRA,DF,24-201,22.5,1,0,0,20,11,1,0,23,18,0,0,0,70,56,41,57.7,Matches
Santiago Colombatto,ar ARG,MF,26-079,22.1,7,0,0,42,51,0,96,27,35,0,0,0,149,14,26,35.0,Matches
Alexandre Penetra,pt POR,DF,21-209,21.4,4,0,0,11,11,0,62,26,32,0,0,0,79,33,26,55.9,Matches
Ivo Rodrigues,pt POR,"MF,FW",28-007,19.4,4,1,0,43,73,1,67,11,27,0,0,0,106,17,26,39.5,Matches
Moura,pt POR,DF,23-233,18.2,4,0,0,34,15,0,62,18,13,0,1,0,127,25,22,53.2,Matches
Zaydou Youssouf,fr FRA,MF,23-269,17.7,5,0,0,31,34,0,11,26,40,0,0,0,142,12,13,48.0,Matches
Ivan Jaime Pajuelo,es ESP,"FW,MF",22-192,13.7,3,0,0,13,50,2,25,7,6,1,0,0,62,8,18,30.8,Matches
Rúben Lima,pt POR,DF,33-185,10.5,2,0,0,14,11,0,28,25,9,0,1,0,49,18,16,52.9,Matches
Álex Millán,es ESP,FW,23-150,8.6,1,0,0,9,19,6,9,0,2,1,0,0,18,12,24,33.3,Matches
Jhonder Cádiz,ve VEN,FW,27-251,10.8,0,1,0,9,29,12,9,2,4,1,0,0,19,56,39,58.9,Matches
Gustavo Assuncao,pt POR,MF,23-007,8.7,8,0,0,24,8,0,9,12,11,0,0,0,59,11,19,36.7,Matches
Junior Kadile,fr FRA,"FW,MF",20-111,7.1,1,0,0,18,4,0,29,3,10,0,0,0,33,8,11,42.1,Matches
Pelé,gw GNB,MF,31-189,6.8,2,0,0,6,6,0,5,4,6,0,0,0,50,2,2,50.0,Matches
Mihai Dobre,ro ROU,"FW,DF",24-219,6.7,0,1,0,7,7,1,9,1,12,0,1,0,29,7,15,31.8,Matches
Hernán De La Fuente,ar ARG,DF,26-089,6.0,2,1,0,9,11,0,11,9,13,0,0,0,41,6,5,54.5,Matches
José Luis Rodríguez,pa PAN,"FW,MF",24-291,5.6,3,0,0,9,12,4,19,1,1,0,0,0,23,6,5,54.5,Matches
Pablo,br BRA,FW,19-094,4.2,2,0,0,12,9,3,2,3,3,0,0,0,14,8,19,29.6,Matches
Pedro Brazão,pt POR,"MF,FW",20-097,3.4,0,0,0,7,3,1,1,1,2,0,0,0,15,2,3,40.0,Matches
Rui Fonte,pt POR,"FW,MF",32-348,4.4,2,0,0,7,9,0,0,1,4,0,0,0,12,10,12,45.5,Matches
Denílson,br BRA,FW,27-262,2.8,0,0,0,1,6,3,3,0,1,0,0,0,7,8,11,42.1,Matches
Leandro Sanca,pt POR,"FW,MF",23-092,2.8,2,0,0,6,4,1,12,3,3,0,0,0,19,4,1,80.0,Matches
Heriberto Tavares,pt POR,"MF,FW",26-046,2.4,0,0,0,0,3,0,25,4,2,0,0,0,19,4,6,40.0,Matches
Gustavo sá,pt POR,"MF,FW",18-146,2.4,4,0,0,11,7,0,3,2,5,0,1,0,13,3,7,30.0,Matches
Dylan Batubinsika,fr FRA,DF,27-050,2.0,1,0,0,1,2,0,0,4,2,0,0,0,12,4,2,66.7,Matches
André Simões,pt POR,MF,33-111,1.8,0,0,0,5,2,0,1,4,4,0,0,0,14,2,1,66.7,Matches
Martin Agirregabiria,es ESP,"DF,FW",26-331,2.2,1,0,0,3,4,0,8,7,2,0,0,0,7,2,1,66.7,Matches
Théo Fonseca,fr FRA,"MF,FW",22-299,1.2,1,0,0,4,4,1,1,2,0,0,0,0,5,2,5,28.6,Matches
David Tavares,cv CPV,"MF,FW",24-019,0.5,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,,Matches
Otavio Ataide,br BRA,DF,20-350,0.3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0.0,Matches
Squad Total,,,24.8,26.0,64,4,0,384,417,36,507,258,280,3,5,1,1317,390,406,49.0,
Opponent Total,,,27.0,26.0,73,1,0,435,368,30,520,261,268,1,3,1,1310,406,390,51.0,
