Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-064,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enea Mihaj,al ALB,DF,24-257,22.0,0,9,0,0.0,0.41,0.0,0.0,,13.4,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Riccieli,br BRA,DF,24-183,20.5,0,9,1,11.1,0.44,0.05,0.0,0.0,11.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Santiago Colombatto,ar ARG,MF,26-061,20.3,2,21,7,33.3,1.04,0.35,0.1,0.29,23.2,5,0,1,2.0,1.2,0.06,0.0,0.8,Matches
Alexandre Penetra,pt POR,DF,21-191,19.4,2,12,3,25.0,0.62,0.15,0.17,0.67,16.9,0,0,0,0.9,0.9,0.07,1.1,1.1,Matches
Ivo Rodrigues,pt POR,"MF,FW",27-354,17.5,1,31,7,22.6,1.78,0.4,0.03,0.14,22.7,4,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
Moura,pt POR,DF,23-215,16.2,1,9,2,22.2,0.55,0.12,0.11,0.5,15.8,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
Zaydou Youssouf,fr FRA,MF,23-251,15.9,2,17,4,23.5,1.07,0.25,0.12,0.5,24.7,0,0,0,0.9,0.9,0.06,1.1,1.1,Matches
Ivan Jaime Pajuelo,es ESP,"FW,MF",22-174,11.7,5,44,9,20.5,3.76,0.77,0.11,0.56,19.0,3,0,0,3.3,3.3,0.07,1.7,1.7,Matches
Rúben Lima,pt POR,DF,33-167,10.5,0,3,1,33.3,0.29,0.1,0.0,0.0,24.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Álex Millán,es ESP,FW,23-132,8.6,2,10,6,60.0,1.17,0.7,0.2,0.33,14.2,0,0,1,2.8,2.0,0.2,-0.8,0.0,Matches
